relative_path,bytes,sha256
14_DESIGN_SUPPORT/MANUAL_BROWSER_REVIEW.md,3112,46a7c2710f8af808460fe2a93981b8a880b46fee22cf381704f1542106ef0583
14_DESIGN_SUPPORT/REPRODUCE_TESTS.md,683,a06c7c72d0158cdda4c603f03d5f7ffa4061b4dba739f8390bb882d3137131f2
14_DESIGN_SUPPORT/Results_v2_to_v3.patch,95456,a859fc72d1c72dc2f71d2ab4f076bc24158a179f0970f3d24d2a07752c3b5ef3
14_DESIGN_SUPPORT/Runs_v2_to_v3.patch,119733,d5fd59dc9df8178c4e13c15b5e00b72d27770ebb546902803cdbb02dcb82a98d
14_DESIGN_SUPPORT/Scenarios_v2_to_v3.patch,97496,6ee5960c8d12d06cda57b14c33f9ad418383f5d4c4b010b99361c94bb862b929
14_DESIGN_SUPPORT/TRACEABILITY_GATE_README_v3.3.md,1324,d7a80514ff59d57e508e6430ecba188fa2dab47b399a597f2d55bc696b574d46
14_DESIGN_SUPPORT/bounded_correction_test_results.json,3930,2e79ee2cc78eb69a1247c154e0462e26f350429cb3b65b863cb7d16df6477778
14_DESIGN_SUPPORT/command_payload_schemas_25.json,92065,25e5132806d85b3ab78ba6c9251d5e844eab5551291b5ec53ea717c947f91855
14_DESIGN_SUPPORT/enterprise.js,15821,a1ebb2865353947cf501dcca04bce024c7434c92207287bbda278b3a6daa4ad0
14_DESIGN_SUPPORT/labs.js,14633,a3b761a9e0809d61f132906b91c76d7ab36e5a5e107e56fa6520f0f45633ef0c
14_DESIGN_SUPPORT/logic_test_results.json,2215,de7b013b86a3c5baba18bd546c0341fa5d239b6affb35faeeb78675bc733d925
14_DESIGN_SUPPORT/results.js,18823,afdb230328b3556df6fab19e9bb461631899bff5e25556aad725e85db40ee625
14_DESIGN_SUPPORT/runs.js,16939,36d9cb411b900a87abd3bd7119ea61aaa7d1e53e3f06ae2b0e49cdc1f0989ef1
14_DESIGN_SUPPORT/scenarios.js,18423,0b32f4f661b3330898055988449274248cd0497b5f354fa19c2cfc60c2416f2e
14_DESIGN_SUPPORT/source_W03_PRODUCTION_BINDINGS_25.json,43716,0c1da75c1bbaf8cdff682be5abf788f82fd048d325eb563641e61aedcfdbbdc8
14_DESIGN_SUPPORT/source_scripts/ENTERPRISE.js,75998,44aa3e06c7aa06b21da24952436252bc83d2b529600b45e2690263d8a68c69a6
14_DESIGN_SUPPORT/source_scripts/LABS.js,95999,6255d4304f5b423b3448704a143c06ab17f411de8da0358a5aceb2fcab88148d
14_DESIGN_SUPPORT/source_scripts/RESULTS.js,85705,4f3a51df51bb05778cc4a9a0795cab1223ec8628c3cae33eaf9ed24edea70a05
14_DESIGN_SUPPORT/source_scripts/RUNS.js,86768,fde8a9b0b759d5ffac2131469aa569135ea8ea0d7908bcad039a7c676df251f9
14_DESIGN_SUPPORT/source_scripts/SCENARIOS.js,65087,2b0399af413da2ab57332962f5b775fe34ae09b6ad0c1f1c13cc3da85842cf95
14_DESIGN_SUPPORT/static_assurance_v3.3_final.json,25394,b9320514e5f22f63cb05a664980365465315ca9ccc8c70798adb24d1dc0d8e27
14_DESIGN_SUPPORT/test_bounded_corrections.js,11218,00d08e0ba5e7aab4da050d0c3a89ec7db6ca46f407ae7c078fa81dda0c6bba46
14_DESIGN_SUPPORT/test_logic.js,10790,86ced2b550a27d060dce0177410cb316f65632d7ac6cf51376bf19af23ef4f8f
14_DESIGN_SUPPORT/w03-core.js,10560,2f4576d396f24dc06ad048c58c3591da95760bb5621fde88f8e4986693876361
14_DESIGN_SUPPORT/w03-cumulative-v3.3.css,3686,a7d0aff981f1509dba89496ced94aebbb5f874c63337b01ca54e5c185f2883a1
14_DESIGN_SUPPORT/w03-cumulative-v3.3.js,36472,94ced05ddc49a2e061854008d024e89c53094bc7e3942c9a961f552f0f7280af
14_DESIGN_SUPPORT/w03-owner-direct-review-v3.4.css,9186,e0bf4aa72738ddcc52a8df7f2c027ca3166f0603c0b2385170daa2355bb1f5cf
14_DESIGN_SUPPORT/w03-owner-direct-review-v3.4.js,24026,f3acc10a766d36830e2b9a5d094d908c1c245042e979c5931878a33a00a099b7
14_DESIGN_SUPPORT/w03-shared.css,18483,2286c62c37614e05c979fef21e3ddbf0f37aa0d11e5b3f1bd2c3409caf38e0c4
14_DESIGN_SUPPORT/w03-shared.js,72446,f6298b10d58395541c60df5154e3c3030830ec413f06a3c5ecfc1fc97da9b048
16_BROWSER_EVIDENCE_V3_3/README_VISUAL_ONLY_EVIDENCE_v3.3.md,665,cb3adabcde10b91972ae4f7c782081d9932c96e006bd8b11c71bd1fb309e6358
16_BROWSER_EVIDENCE_V3_3/RESPONSIVE_MATRIX/W03_ENTERPRISE_EXECUTABLE_BLUEPRINT_v3.0_SUCCESSOR_CANDIDATE__compact__RESPONSIVE_MATRIX_VISUAL_ONLY_NON_EXACT_ROUTE.png,201601,a0c20e79638c4eae7125864f81b6d0cb360d1d470cccc8143372c7504d2bdcc8
16_BROWSER_EVIDENCE_V3_3/RESPONSIVE_MATRIX/W03_ENTERPRISE_EXECUTABLE_BLUEPRINT_v3.0_SUCCESSOR_CANDIDATE__desktop__RESPONSIVE_MATRIX_VISUAL_ONLY_NON_EXACT_ROUTE.png,278744,75f77f6b40189a5f459d5704e5ea3dc9bca0a9106b408cd15f60589b1f2375c5
16_BROWSER_EVIDENCE_V3_3/RESPONSIVE_MATRIX/W03_ENTERPRISE_EXECUTABLE_BLUEPRINT_v3.0_SUCCESSOR_CANDIDATE__narrow__RESPONSIVE_MATRIX_VISUAL_ONLY_NON_EXACT_ROUTE.png,53837,98b403c9d43aa9391ee7d9002f6bfb29028c3feaeba1a8fbbf73fdb7d495027d
16_BROWSER_EVIDENCE_V3_3/RESPONSIVE_MATRIX/W03_LABS_EXECUTABLE_BLUEPRINT_v3.0_SUCCESSOR_CANDIDATE__compact__RESPONSIVE_MATRIX_VISUAL_ONLY_NON_EXACT_ROUTE.png,151662,78fc412e6e2acafe16120b2d9824cfcc195f11b46523bda88f47c77f4f225cb9
16_BROWSER_EVIDENCE_V3_3/RESPONSIVE_MATRIX/W03_LABS_EXECUTABLE_BLUEPRINT_v3.0_SUCCESSOR_CANDIDATE__desktop__RESPONSIVE_MATRIX_VISUAL_ONLY_NON_EXACT_ROUTE.png,213940,7da6cbcc7c73794be4f69c440b289c8cd0569a711980980ed52105db4e4541eb
16_BROWSER_EVIDENCE_V3_3/RESPONSIVE_MATRIX/W03_LABS_EXECUTABLE_BLUEPRINT_v3.0_SUCCESSOR_CANDIDATE__narrow__RESPONSIVE_MATRIX_VISUAL_ONLY_NON_EXACT_ROUTE.png,77720,d8e07046e2a28480e3190eba3b2c3f26f65605507fe4234389b94815c5d7de7a
16_BROWSER_EVIDENCE_V3_3/RESPONSIVE_MATRIX/W03_RESULTS_EXECUTABLE_BLUEPRINT_v3.0_SUCCESSOR_CANDIDATE__compact__RESPONSIVE_MATRIX_VISUAL_ONLY_NON_EXACT_ROUTE.png,198974,0f87b533533a350bc402a2c0a7ac6d365d4b7535c06ba477c806b17ba906ebe9
16_BROWSER_EVIDENCE_V3_3/RESPONSIVE_MATRIX/W03_RESULTS_EXECUTABLE_BLUEPRINT_v3.0_SUCCESSOR_CANDIDATE__desktop__RESPONSIVE_MATRIX_VISUAL_ONLY_NON_EXACT_ROUTE.png,302929,ad1acd91addfa6a6f8b0291533c154c0246a80c656f036992f97d69dc0206f33
16_BROWSER_EVIDENCE_V3_3/RESPONSIVE_MATRIX/W03_RESULTS_EXECUTABLE_BLUEPRINT_v3.0_SUCCESSOR_CANDIDATE__narrow__RESPONSIVE_MATRIX_VISUAL_ONLY_NON_EXACT_ROUTE.png,109615,3abbe1348618cfac18336000074baaf05698b141fe1192a333a9e9435292ac5c
16_BROWSER_EVIDENCE_V3_3/RESPONSIVE_MATRIX/W03_RUNS_EXECUTABLE_BLUEPRINT_v3.0_SUCCESSOR_CANDIDATE__compact__RESPONSIVE_MATRIX_VISUAL_ONLY_NON_EXACT_ROUTE.png,149496,d7eef7c2a1c5aa70eadaa6a8cdff3e5bd8b8579ec8534eb5c9e6fcb7d2858057
16_BROWSER_EVIDENCE_V3_3/RESPONSIVE_MATRIX/W03_RUNS_EXECUTABLE_BLUEPRINT_v3.0_SUCCESSOR_CANDIDATE__desktop__RESPONSIVE_MATRIX_VISUAL_ONLY_NON_EXACT_ROUTE.png,216333,9f6e9c85b2f31d813e6a6c980249e03360ce1dd30c5c772cab58d9f923c5d26c
16_BROWSER_EVIDENCE_V3_3/RESPONSIVE_MATRIX/W03_RUNS_EXECUTABLE_BLUEPRINT_v3.0_SUCCESSOR_CANDIDATE__narrow__RESPONSIVE_MATRIX_VISUAL_ONLY_NON_EXACT_ROUTE.png,71625,552f1f70f03f005f993d46cec0503d5e2af3fae90aa468b9f207f729c210e69a
16_BROWSER_EVIDENCE_V3_3/RESPONSIVE_MATRIX/W03_SCENARIOS_EXECUTABLE_BLUEPRINT_v3.0_SUCCESSOR_CANDIDATE__compact__RESPONSIVE_MATRIX_VISUAL_ONLY_NON_EXACT_ROUTE.png,136406,ce9d9b180e3d97796b1cd4984de35e196c40c175a2b4263ce252260c9d767ec7
16_BROWSER_EVIDENCE_V3_3/RESPONSIVE_MATRIX/W03_SCENARIOS_EXECUTABLE_BLUEPRINT_v3.0_SUCCESSOR_CANDIDATE__desktop__RESPONSIVE_MATRIX_VISUAL_ONLY_NON_EXACT_ROUTE.png,233336,e8817b23df2f83ffee1430e22ad7fe362759d22e0afbb4b4592fb90972c980b9
16_BROWSER_EVIDENCE_V3_3/RESPONSIVE_MATRIX/W03_SCENARIOS_EXECUTABLE_BLUEPRINT_v3.0_SUCCESSOR_CANDIDATE__narrow__RESPONSIVE_MATRIX_VISUAL_ONLY_NON_EXACT_ROUTE.png,73528,ce27a42995051dc7560df38bcf3b685f196006e058faf0a64e9473a03d1d8fbd
16_BROWSER_EVIDENCE_V3_3/W03_ENTERPRISE_EXECUTABLE_BLUEPRINT_v3.0_SUCCESSOR_CANDIDATE__desktop__VISUAL_ONLY_NON_EXACT_ROUTE.png,286984,04a22013db99fcc58c0831ce85a4d7de94db63544e598efff72a859ddecff5cf
16_BROWSER_EVIDENCE_V3_3/W03_LABS_EXECUTABLE_BLUEPRINT_v3.0_SUCCESSOR_CANDIDATE__compact__VISUAL_ONLY_NON_EXACT_ROUTE.png,151662,78fc412e6e2acafe16120b2d9824cfcc195f11b46523bda88f47c77f4f225cb9
16_BROWSER_EVIDENCE_V3_3/W03_LABS_EXECUTABLE_BLUEPRINT_v3.0_SUCCESSOR_CANDIDATE__desktop__VISUAL_ONLY_NON_EXACT_ROUTE.png,213940,7da6cbcc7c73794be4f69c440b289c8cd0569a711980980ed52105db4e4541eb
16_BROWSER_EVIDENCE_V3_3/W03_LABS_EXECUTABLE_BLUEPRINT_v3.0_SUCCESSOR_CANDIDATE__narrow__VISUAL_ONLY_NON_EXACT_ROUTE.png,77720,d8e07046e2a28480e3190eba3b2c3f26f65605507fe4234389b94815c5d7de7a
16_BROWSER_EVIDENCE_V3_3/W03_RESULTS_EXECUTABLE_BLUEPRINT_v3.0_SUCCESSOR_CANDIDATE__desktop__VISUAL_ONLY_NON_EXACT_ROUTE.png,302929,ad1acd91addfa6a6f8b0291533c154c0246a80c656f036992f97d69dc0206f33
16_BROWSER_EVIDENCE_V3_3/W03_RUNS_EXECUTABLE_BLUEPRINT_v3.0_SUCCESSOR_CANDIDATE__desktop__VISUAL_ONLY_NON_EXACT_ROUTE.png,216333,9f6e9c85b2f31d813e6a6c980249e03360ce1dd30c5c772cab58d9f923c5d26c
16_BROWSER_EVIDENCE_V3_3/W03_SCENARIOS_EXECUTABLE_BLUEPRINT_v3.0_SUCCESSOR_CANDIDATE__desktop__VISUAL_ONLY_NON_EXACT_ROUTE.png,242559,b89729e105cc3633bdc7cdb0a686b2d9a5e535c338d6ab81b7be8fa9fce9d7c1
17_W03_CUMULATIVE_COMPLETION_CHANGE_LEDGER_v3.3.csv,6343,89eacb25ae52dda9be9093d088b8ae071aac102871a335349c404150f19bdd01
18A_ORIGINAL_LOGIC_REGRESSION_v3.3.json,2215,de7b013b86a3c5baba18bd546c0341fa5d239b6affb35faeeb78675bc733d925
18A_WRITER_LOGIC_REGRESSION_v3.3.json,2215,de7b013b86a3c5baba18bd546c0341fa5d239b6affb35faeeb78675bc733d925
18B_D001_D026_REGRESSION_v3.3.json,3930,2e79ee2cc78eb69a1247c154e0462e26f350429cb3b65b863cb7d16df6477778
18B_WRITER_D001_D026_REGRESSION_v3.3.json,3930,2e79ee2cc78eb69a1247c154e0462e26f350429cb3b65b863cb7d16df6477778
18C_WRITER_STATIC_SEMANTIC_ASSURANCE_v3.3.json,25394,b9320514e5f22f63cb05a664980365465315ca9ccc8c70798adb24d1dc0d8e27
18_W03_PROVISIONAL_REQUIREMENT_INVENTORY_FOR_CONTROLLER_TRACEABILITY_FACTORY_v3.3.csv,94339,cd25c99461f214f18b3779f63fd5acae0586f058ca7b2ac6b826c6725b559332
20A_WRITER_FUNCTIONAL_BROWSER_v3.3.json,6256,7985d2eb5671d83f30479ed9234690b75c430565820091e983bd39abf32dd877
20B_SCREENSHOT_INDEX_v3.3.json,24609,55949fa0d5251831a6a41f85da2564915a6b885760ebf03895d51184f301a8fa
20B_WRITER_VISUAL_ONLY_SCREENSHOT_INDEX_v3.3.json,24609,55949fa0d5251831a6a41f85da2564915a6b885760ebf03895d51184f301a8fa
20C_EXACT_ROUTE_BLOCK_EVIDENCE_v3.3.json,10207,7ddfaac5fe6aeccfc420307df888353d55f321a12dff753adacfaac4e93f1887
20D_COMPACT_REVIEW_v3.3.json,5747,d7b7c89c1e38c320683d605212bfb1df7b077e006af32a958acd9e40d2110290
20D_DESKTOP_REVIEW_v3.3.json,5747,31355289cdc989e0627f5d1067efdc28a1f3479864ba4e4dbc4b6969af8f0df2
20D_NARROW_REVIEW_v3.3.json,5731,b69a725dd2532ceeea3b28f38a31c38fe3f4dae1bd3b4b334d464bcb515368f0
20D_WRITER_RESPONSIVE_COMPACT_v3.3.json,5747,d7b7c89c1e38c320683d605212bfb1df7b077e006af32a958acd9e40d2110290
20D_WRITER_RESPONSIVE_DESKTOP_v3.3.json,5747,31355289cdc989e0627f5d1067efdc28a1f3479864ba4e4dbc4b6969af8f0df2
20D_WRITER_RESPONSIVE_NARROW_v3.3.json,5731,b69a725dd2532ceeea3b28f38a31c38fe3f4dae1bd3b4b334d464bcb515368f0
20E_SCENARIOS_SHARED_SPATIAL_ADAPTER_v3.3.json,594,0323bca50b0b6d88d720284f989f4bb3ca118d83ba5003346931a5ca7661d972
20F_RESPONSIVE_VISUAL_MATRIX_v3.3.json,16996,ca2ad9cd0b4496c4492019b3574707dfd903738b9e2c05a9abcc33ac320197f1
20F_WRITER_RESPONSIVE_VISUAL_MATRIX_v3.3.json,16996,ca2ad9cd0b4496c4492019b3574707dfd903738b9e2c05a9abcc33ac320197f1
20G_INLINE_JAVASCRIPT_SYNTAX_v3.3.json,5586,a4d559711bd47c2f0ef34ac2e87ec9c8fdeeaabba359a8404262eec3785e184a
20G_INLINE_JS_SYNTAX_ASSURANCE_v3.3.json,5586,a4d559711bd47c2f0ef34ac2e87ec9c8fdeeaabba359a8404262eec3785e184a
20H_SPATIAL_ADAPTER_CROSS_SURFACE_v3.3.json,2135,5d8e7425270491eb339da8d10a2ffa27ae15af4428dafde729d4c5a679533ffb
20_EXACT_ROUTE_ATTEMPT_v3.3.json,10207,7ddfaac5fe6aeccfc420307df888353d55f321a12dff753adacfaac4e93f1887
20_WRITER_EXACT_ROUTE_BROWSER_ASSURANCE_v3.3.json,10207,7ddfaac5fe6aeccfc420307df888353d55f321a12dff753adacfaac4e93f1887
21_COLAB_EXACT_ROUTE_BROWSER_SCREENSHOT_GATE_CELL_v3.3.py,7371,37667b6261afae2dd6f7e99a820161696bc696b5bf191623d4bff393c76f7361
21_W03_WRITER_A_COMPLETION_STATUS_v3.3.md,1265,c6f66c2f90dfa93a292291e56b6997fa366a8bf2aa79820216512361f1103ab9
22_W03_WRITER_A_CANDIDATE_RECEIPT_v3.3.json,3458,e8af39f461e8772ef11078699fd0cde1b888ad942ff8ae7d151a96ab69dcedbc
23_W03_WRITER_A_POST_COMPLETION_AUDIT_v3.3.md,1097,6d9f49cad18ff03d8f799a2f1edc87e10196f8b261018788d5b04e5f363989f8
24_W03_FINAL_WRITER_CLOSURE_MATRIX_v3.3.json,2552,48b9997e68c19fa2f63d448f792289147e3351a463588b7e0370e082a93b3066
25_W03_LINGUISTIC_BIDI_QA_v3.3.json,616,cbad2b9ab4bde442f0a915cf38188efbe2fb954e67bd5264324a0671708d8826
26_W03_OWNER_DIRECT_REVIEW_CORRECTION_SPEC_v3.4.md,842,d2b7357a6f394139f8974c6f2ccd2d5f56b2127758c6f9fc72c1d13cca1bf3eb
27C_W03_v3.4_ODR_CORRECTION_REGISTER_UPDATED.csv,24967,9e32ef9d6e35f4e770b5b5d3606664e209b2557a89f31e89039bb069d014abad
27D_W03_v3.4_INTERACTION_ACCEPTANCE_MATRIX_COMPLETED.csv,17314,e5d1b26ffc0dcf63208a2f586b9ed64a2f26150bac9746303c5bf906c321aeb5
27E_W03_v3.4_DONOR_INHERITANCE_BEHAVIORAL_MATRIX.csv,3280,66ea7270db5e885ff2d56ee4860721cd7afe52c6070546424c7da533060db6ea
27F_W03_v3.4_ALL_FIVE_SURFACE_SHARED_MECHANICS_PARITY_MATRIX.csv,2409,010a54babc703e7c258ce0671490c11099bc39d0813d2ef6f6628a000697ff95
27G_W03_v3.4_TEST_RECEIPT.json,2167,1b95735651b669698eb78a34d73ec31e0d8ee31c3a8c003996effabd188ff999
27H_W03_v3.4_EXACT_ROUTE_STATUS.json,10269,8635db766216909632d89e6c77b7995d809c75af65ef248af9127c8c87b63cbb
27I_W03_v3.4_WRITER_CANDIDATE_STATUS.md,1345,2907786ed4d983d97d813fc0c42051c721e6cd2b065c8f5bc886d1d21301aa56
27_OWNER_DIRECT_REVIEW_EVIDENCE_V3_4/27A_INTERACTION_FIRST_BROWSER_ASSURANCE_v3.4.json,46694,8f2f61dcb6445cbc095c0a2a3d589e29fc1ff046b8c622b3e711e81c753a206f
27_OWNER_DIRECT_REVIEW_EVIDENCE_V3_4/27B_SCREENSHOT_INDEX_v3.4.json,4344,65e383742c5e883e96504136c0149a22d17acc8d49c5530c5f49f0d9d2f3197e
27_OWNER_DIRECT_REVIEW_EVIDENCE_V3_4/27C_ALL_FIVE_EXTRA_PARITY_BROWSER_v3.4.json,18110,27548426148d2c3648c776f39c41d0c11f600e7e75a09852dbdd386947965f09
27_OWNER_DIRECT_REVIEW_EVIDENCE_V3_4/27D_ALL_FIVE_TOOLBAR_PARITY_v3.4.json,4774,4c958030726e9006bf8dfe17fe32b08fc8d32efb8e7e679c2c118b3de3eddbcb
27_OWNER_DIRECT_REVIEW_EVIDENCE_V3_4/27G1_ORIGINAL_LOGIC_REGRESSION_v3.4.json,2216,eefd8f1d5d2ca611a93d504dfb14198899b84186a8cabecc4f67c2d71762be56
27_OWNER_DIRECT_REVIEW_EVIDENCE_V3_4/27G2_D001_D026_REGRESSION_v3.4.json,3931,2a19d70d4608ff2132d5d950df0dea97edc60fe4811ff09cfd037513370a5039
27_OWNER_DIRECT_REVIEW_EVIDENCE_V3_4/27G3_STATIC_SYNTAX_ASSURANCE_v3.4.json,3108,aedb5324bc28934adad5eead2b45366e16e61c0792ace4595e93f231d8725462
27_OWNER_DIRECT_REVIEW_EVIDENCE_V3_4/27H_EXACT_ROUTE_STATUS_v3.4.json,10269,8635db766216909632d89e6c77b7995d809c75af65ef248af9127c8c87b63cbb
27_OWNER_DIRECT_REVIEW_EVIDENCE_V3_4/isolated_Enterprise.json,10357,405a331e9ae987e137944b9c6d2c7cc2908107c017d04a813ffc3c02f9d8f471
27_OWNER_DIRECT_REVIEW_EVIDENCE_V3_4/isolated_Labs.json,11270,86b4980ea28055a819107ed26ff87c7ff171d0b81eed7a232f67f1793526f5d3
27_OWNER_DIRECT_REVIEW_EVIDENCE_V3_4/isolated_Labs_Runs.json,26119,d3769d20fb002a796728ecb6abbc92ab0cd060b32911aed288f2d7b1c4578557
27_OWNER_DIRECT_REVIEW_EVIDENCE_V3_4/isolated_Results.json,5676,16e137e004123f11b0964bfcb964c973714c4fd879afd7008a0a54ad8771a66e
27_OWNER_DIRECT_REVIEW_EVIDENCE_V3_4/isolated_Runs.json,16024,52e66e6f44dfb5dd9d16d2cd36c6cfab0d388a66310eed211fc40a3aa5645e7c
27_OWNER_DIRECT_REVIEW_EVIDENCE_V3_4/isolated_Scenarios.json,8078,f302de182086d521a33b44660ea6c2f7fad9fc69dea7a13f15917c26130f488c
27_OWNER_DIRECT_REVIEW_EVIDENCE_V3_4/isolated_enterprise_scenarios_labs_runs_results.json,1172,db5f0927163cdb5518879a551ee70bfd4d5fe54dd329278058f3faacc2ec996a
27_OWNER_DIRECT_REVIEW_EVIDENCE_V3_4/partial_Enterprise.json,13734,323176d412d5f1220ee63a8e9c80317337fa6cd78aab4c3efc5e1f75a778a3c2
27_OWNER_DIRECT_REVIEW_EVIDENCE_V3_4/screenshots/Enterprise__compact__deep-neutral.png,109228,858e7fa78c7097a3571cf3be800080b11cdca1c63adda6af739c595000398e80
27_OWNER_DIRECT_REVIEW_EVIDENCE_V3_4/screenshots/Enterprise__desktop__deep-neutral.png,182023,ec030510b4d884abdd15dc05fccb44ff736b21ec62eecc54d6ef224b50aece62
27_OWNER_DIRECT_REVIEW_EVIDENCE_V3_4/screenshots/Enterprise__narrow__deep-neutral.png,59855,5cec78916c8185829a91234032d29dbbe9fa12841b1f80c73e29d0748505125e
27_OWNER_DIRECT_REVIEW_EVIDENCE_V3_4/screenshots/Enterprise__target_guidance_floating.png,191136,33320c2f939d1d04287ef40eb7302a019d72fe94f8ff4d3cb2a210188daceb2e
27_OWNER_DIRECT_REVIEW_EVIDENCE_V3_4/screenshots/Enterprise__target_relation_composer.png,151589,ec083d119f9cba9f54d6a9ec9ad9aa87ca0522a5de9a0674cab2c4d638383c10
27_OWNER_DIRECT_REVIEW_EVIDENCE_V3_4/screenshots/Labs__compact__deep-neutral.png,123327,be3cbd1fecb4374f40fc7b42b6cd2540edf3c6d80ae50c1dd11830d0d64af452
27_OWNER_DIRECT_REVIEW_EVIDENCE_V3_4/screenshots/Labs__desktop__deep-neutral.png,165873,7eed8d3d72ef254778405a51d3654b8a85e990ab36c3144e712531a8ea71631b
27_OWNER_DIRECT_REVIEW_EVIDENCE_V3_4/screenshots/Labs__narrow__deep-neutral.png,63273,069b286b45fbdd9bf9b4fe838a4b3e0516ae43f430348a205a3207f20c8aa051
27_OWNER_DIRECT_REVIEW_EVIDENCE_V3_4/screenshots/Labs__target_note_same_instance.png,177527,81b8e988b938c0d12ad39d95814b6963aa7bd2c18ea603ad3d2b20ea125bc2b2
27_OWNER_DIRECT_REVIEW_EVIDENCE_V3_4/screenshots/Labs__target_relation_composer.png,153867,20f7cc37e5c4df72f4c3e70b0eef1cfefe24794144fbd6b61403a2893209e0b2
27_OWNER_DIRECT_REVIEW_EVIDENCE_V3_4/screenshots/Results__compact__deep-neutral.png,159572,33cdeeb1a0a05aea9befd7ee5f1d6a4ffdf5ae5cff67c7ada85bf3fd2635f993
27_OWNER_DIRECT_REVIEW_EVIDENCE_V3_4/screenshots/Results__desktop__deep-neutral.png,275976,a986b0222daba57a0dbf625c0ebacb31375accfb87e48e6f140aaeac26972230
27_OWNER_DIRECT_REVIEW_EVIDENCE_V3_4/screenshots/Results__narrow__deep-neutral.png,198722,f0fd37bcf28c2bdc0848b9bd790ee67c37763678f1b4e62e0d1b39dd7feee8ca
27_OWNER_DIRECT_REVIEW_EVIDENCE_V3_4/screenshots/Runs__compact__deep-neutral.png,215250,3953a8f78dfbbacd7b4ea67d59c9668b804ac67717d8fd1726d85fc9d7ae4b50
27_OWNER_DIRECT_REVIEW_EVIDENCE_V3_4/screenshots/Runs__desktop__deep-neutral.png,178797,53f647cc6a6f92c0214a88d730e41adba78234e8f3f62a38b56765a9c737a298
27_OWNER_DIRECT_REVIEW_EVIDENCE_V3_4/screenshots/Runs__narrow__deep-neutral.png,134808,91161e6e87aa97be31499779886617ad8d592c3a027d9b34124100a07a55a949
27_OWNER_DIRECT_REVIEW_EVIDENCE_V3_4/screenshots/Runs__target_operational_tabs.png,212559,c8f177678226c2359fa20e2cc2ab1f11b06442a05743f9158e7849733de9dd96
