finding_id,severity,surface_scope,family,requirement_class,current_failure,controlling_basis,required_correction,acceptance_gate,status,baseline,baseline_sha256,writer_disposition,evidence_ids,evidence_files,remaining_gate
W03-ODR-011,P0,ALL FIVE,ACCEPTED_LIBRARY_GENERIC_INHERITANCE_REOPEN,PRE_EXISTING_REQUIREMENT_OMITTED,Many compatible accepted-Library mechanics were recorded as reconciled but not materially inherited across all W03 surfaces.,Big Boss accepted-Library inheritance addendum; Writer-A direct-donor requirement; no new generic grammar when donor compatible.,"Re-open full donor inheritance and prove each applicable mechanic behaviorally: pane preferred/effective state, pointer+keyboard resize, overlays/drawers, Context lenses/pin/scope, transient lifecycle, Settings IA, theme, focus, notes/sticky, toolbar/action grammar, responsive behavior. N/A requires explicit reason.",Donor→W03 behavioral comparison matrix with exact donor mechanism and W03 adapter; no row closes solely on function/selector presence.,WRITER_CORRECTED_FRESH_EVIDENCE,CEP_W03_UNIFIED_EXECUTABLE_BLUEPRINT_SYSTEM_v3.3.1_CONTROLLER_BOUNDED_CORRECTION_CANDIDATE.zip,269401aa20a982be8e8e399959be37c5fbdd21de1a0b137fba4044deb8d90cc5,WRITER_CORRECTED_FRESH_EVIDENCE,IM-ENT-THEME | IM-ENT-GUIDE | IM-ENT-CTX | IM-ENT-NOTE | ODR-PARITY-ENTERPRISE | ODR-PARITY-SCENARIOS | ODR-PARITY-LABS | ODR-PARITY-RUNS | ODR-PARITY-RESULTS,27_OWNER_DIRECT_REVIEW_EVIDENCE_V3_4/27A_INTERACTION_FIRST_BROWSER_ASSURANCE_v3.4.json | 27_OWNER_DIRECT_REVIEW_EVIDENCE_V3_4/27C_ALL_FIVE_EXTRA_PARITY_BROWSER_v3.4.json,INDEPENDENT_CONTROLLER_INTERACTION_REVIEW + OWNER_CONTROLLER_DESIGN_ADJUDICATION
W03-ODR-012,P0,Enterprise/Scenarios/Labs/Runs; Results historical only,OPERATIONAL_SHELL_ENTRY_PARITY,PRE_EXISTING_REQUIREMENT_PARTIAL,OPEN_TERMINAL/Shell entry is inconsistent; double-click/context/list/inspector routes are not capability-driven across eligible surfaces/objects.,OPS-012/OPS-013; W03-R034/R035; Operational Surface Manager recovery.,"Capability-driven OPEN_TERMINAL semantic command. Eligible device/session/run object can open same session command from admitted double-click, Context, palette, inspector/list/multiselect routes. Non-capable objects keep their own dblclick meaning. Results only opens RECORDED_READ_ONLY historical terminal.","Per surface, identify eligible objects and verify route parity to same command/session identity; verify non-eligible dblclick does not open shell; Results no live execution.",WRITER_CORRECTED_FRESH_EVIDENCE,CEP_W03_UNIFIED_EXECUTABLE_BLUEPRINT_SYSTEM_v3.3.1_CONTROLLER_BOUNDED_CORRECTION_CANDIDATE.zip,269401aa20a982be8e8e399959be37c5fbdd21de1a0b137fba4044deb8d90cc5,WRITER_CORRECTED_FRESH_EVIDENCE,IM-ENT-SHELL | IM-SCE-SHELL | IM-LAB-SHELL | IM-RUN-SHELL | IM-RES-HIST,27_OWNER_DIRECT_REVIEW_EVIDENCE_V3_4/27A_INTERACTION_FIRST_BROWSER_ASSURANCE_v3.4.json,INDEPENDENT_CONTROLLER_INTERACTION_REVIEW + OWNER_CONTROLLER_DESIGN_ADJUDICATION
W03-ODR-013,P0,Shared Operational Surface,OPERATIONAL_MOUSE_MOVE_RESIZE_PARITY,PRE_EXISTING_REQUIREMENT_PARTIAL,Operational window has partial move/resize but mouse resize is not sufficiently discoverable/usable; window mechanics do not match Sticky/Floating donor quality.,Big Boss accepted-Library inheritance: floating/Sticky donates movement/pin/resize; OPS-010.,"Operational window reuses shared floating window mechanics: pointer drag move, explicit discoverable resize handles/edges, min/max constraints, viewport clamp, pin/unpin, float/dock, persisted presentation state, keyboard move/resize alternatives.",Pointer resize from edges/corners at desktop/compact; move then reload/reopen; clamp; keyboard move/resize; no accidental terminal content selection/drag conflict.,WRITER_CORRECTED_FRESH_EVIDENCE,CEP_W03_UNIFIED_EXECUTABLE_BLUEPRINT_SYSTEM_v3.3.1_CONTROLLER_BOUNDED_CORRECTION_CANDIDATE.zip,269401aa20a982be8e8e399959be37c5fbdd21de1a0b137fba4044deb8d90cc5,WRITER_CORRECTED_FRESH_EVIDENCE,IM-OPS-WINDOW,27_OWNER_DIRECT_REVIEW_EVIDENCE_V3_4/27A_INTERACTION_FIRST_BROWSER_ASSURANCE_v3.4.json,INDEPENDENT_CONTROLLER_INTERACTION_REVIEW + OWNER_CONTROLLER_DESIGN_ADJUDICATION
W03-ODR-014,P0,Shared Operational Surface,OPERATIONAL_REAL_SESSION_TABS,PRE_EXISTING_REQUIREMENT_OMITTED,Current Tab button/mode is not a real visible session tab strip for switching multiple open shells/tools.,OPS-007 center tab/tab-group + reorder; Writer contract rich tab reorder/merge/group lifecycle.,"Visible terminal-app-like tab strip when 2+ sessions/tools open: active session identity, click/keyboard switch, close, reorder, group where applicable; tab mode is not merely a window presentation label.","Open 3 distinct sessions → verify 3 tabs, stable IDs, switch content, reorder, close one, active/focus persistence, narrow overflow/recovery.",WRITER_CORRECTED_FRESH_EVIDENCE,CEP_W03_UNIFIED_EXECUTABLE_BLUEPRINT_SYSTEM_v3.3.1_CONTROLLER_BOUNDED_CORRECTION_CANDIDATE.zip,269401aa20a982be8e8e399959be37c5fbdd21de1a0b137fba4044deb8d90cc5,WRITER_CORRECTED_FRESH_EVIDENCE,IM-OPS-TABS,27_OWNER_DIRECT_REVIEW_EVIDENCE_V3_4/27A_INTERACTION_FIRST_BROWSER_ASSURANCE_v3.4.json,INDEPENDENT_CONTROLLER_INTERACTION_REVIEW + OWNER_CONTROLLER_DESIGN_ADJUDICATION
W03-ODR-015,P1,Shared Operational Surface,OPERATIONAL_WINDOW_MODE_COMPLETENESS,PRE_EXISTING_REQUIREMENT_PARTIAL,Float/dock/tab/split/anchor/pin/session-shelf controls exist but complete coherent lifecycle and identity preservation are not proven.,OPS-001/007/008/010/011; Operational Surface Manager contract.,Session identity survives Float↔Dock↔Anchor↔Pin↔Tab↔Split↔Minimize/Shelf; split/merge and multi-pane do not duplicate session semantics; focus and preferred/effective responsive state preserved.,State-transition matrix across every supported presentation mode with stable session ID and content; split/merge; minimize/reopen; responsive transform; truthful provider states.,WRITER_CORRECTED_FRESH_EVIDENCE,CEP_W03_UNIFIED_EXECUTABLE_BLUEPRINT_SYSTEM_v3.3.1_CONTROLLER_BOUNDED_CORRECTION_CANDIDATE.zip,269401aa20a982be8e8e399959be37c5fbdd21de1a0b137fba4044deb8d90cc5,WRITER_CORRECTED_FRESH_EVIDENCE,IM-OPS-TABS | IM-OPS-WINDOW,27_OWNER_DIRECT_REVIEW_EVIDENCE_V3_4/27A_INTERACTION_FIRST_BROWSER_ASSURANCE_v3.4.json,INDEPENDENT_CONTROLLER_INTERACTION_REVIEW + OWNER_CONTROLLER_DESIGN_ADJUDICATION
W03-ODR-016,P1,Labs + ALL eligible surfaces,TOOLBAR_PLACEMENT_AND_CUSTOMIZATION,PRE_EXISTING_REQUIREMENT_OMITTED,Labs bottom toolbar/title consumes excessive CENTER space and eligible toolbars are fixed rather than customizable.,OWNER-VIS-UX-009/022; Big Boss GlobalPreference toolbarComposition/hidden actions; center dominance.,Primary toolbar placement must preserve CENTER dominance. Eligible toolbars support reorder/pin/group/hide/restore/allowed zones; secondary actions overflow progressively; customization is presentation preference and shared across compatible surfaces.,"At 1440/~1024/narrow verify no giant low toolbar, no body horizontal tool scroll; reorder/hide/restore/persist; move/zone where allowed; keyboard Settings route.",WRITER_CORRECTED_FRESH_EVIDENCE,CEP_W03_UNIFIED_EXECUTABLE_BLUEPRINT_SYSTEM_v3.3.1_CONTROLLER_BOUNDED_CORRECTION_CANDIDATE.zip,269401aa20a982be8e8e399959be37c5fbdd21de1a0b137fba4044deb8d90cc5,WRITER_CORRECTED_FRESH_EVIDENCE,ODR-TOOLBAR-ENTERPRISE | ODR-TOOLBAR-SCENARIOS | ODR-TOOLBAR-LABS | ODR-TOOLBAR-RUNS | ODR-TOOLBAR-RESULTS,27_OWNER_DIRECT_REVIEW_EVIDENCE_V3_4/27A_INTERACTION_FIRST_BROWSER_ASSURANCE_v3.4.json | 27_OWNER_DIRECT_REVIEW_EVIDENCE_V3_4/27D_ALL_FIVE_TOOLBAR_PARITY_v3.4.json,INDEPENDENT_CONTROLLER_INTERACTION_REVIEW + OWNER_CONTROLLER_DESIGN_ADJUDICATION
W03-ODR-017,P1,ALL FIVE,NOTES_STICKY_SAME_INSTANCE_LIFECYCLE,PRE_EXISTING_REQUIREMENT_PARTIAL,Notes/Sticky behavior exists but full same-instance anchored→sticky→Context lens lifecycle and donor parity are not proven consistently.,OWNER-VIS-UX-012; Library NotesLens/StickyNoteHost/StickyNoteEditorSurface/NoteContextBinding/StickyNoteWindowController.,One NoteWorkingState per note; quick anchored editor → Open as Sticky promotes same instance; move/resize/pin/unpin/reopen/clamp; Context Notes lens opens same identity; no duplicate engine/instance; durable persistence remains authority-gated.,"Create note on object, edit, promote sticky, move/resize, close/reopen from Context, compare ID/content, duplicate check, keyboard routes, Bidi/RTL.",WRITER_CORRECTED_FRESH_EVIDENCE,CEP_W03_UNIFIED_EXECUTABLE_BLUEPRINT_SYSTEM_v3.3.1_CONTROLLER_BOUNDED_CORRECTION_CANDIDATE.zip,269401aa20a982be8e8e399959be37c5fbdd21de1a0b137fba4044deb8d90cc5,WRITER_CORRECTED_FRESH_EVIDENCE,IM-ENT-NOTE | IM-SCE-NOTE | IM-LAB-NOTE | IM-RUN-NOTE | IM-RES-NOTE,27_OWNER_DIRECT_REVIEW_EVIDENCE_V3_4/27A_INTERACTION_FIRST_BROWSER_ASSURANCE_v3.4.json,INDEPENDENT_CONTROLLER_INTERACTION_REVIEW + OWNER_CONTROLLER_DESIGN_ADJUDICATION
W03-ODR-018,P1,ALL eligible spatial CEP surfaces,CTRL_RMB_DRAG_PAN_GLOBAL,NEW_OWNER_REQUIREMENT,Add a third pan route only if collision-free: Ctrl + Right Mouse Drag.,"Owner direct decision 2026-09-09; collision audit found no existing binding in current Big Boss v1.2, Recovery Handoff, accepted Library donor, or W03 v3.3.1 sources.",Shared SpatialInteractionCore only: Ctrl+RMB pointerdown starts pending pan; movement beyond threshold activates pan and suppresses contextmenu for that gesture. Normal RMB click/no-drag remains Context Actions. Keep MMB drag and Space+LMB drag pan. No second input engine.,All eligible spatial W03 surfaces: normal RMB click opens Context; Ctrl+RMB drag pans; no drag threshold collision; MMB and Space+LMB unchanged; Shift+F10 context unchanged; test text/native-scroll regions excluded as appropriate.,WRITER_CORRECTED_FRESH_EVIDENCE,CEP_W03_UNIFIED_EXECUTABLE_BLUEPRINT_SYSTEM_v3.3.1_CONTROLLER_BOUNDED_CORRECTION_CANDIDATE.zip,269401aa20a982be8e8e399959be37c5fbdd21de1a0b137fba4044deb8d90cc5,WRITER_CORRECTED_FRESH_EVIDENCE,IM-ENT-PAN | IM-SCE-PAN | IM-LAB-PAN | IM-RUN-PAN,27_OWNER_DIRECT_REVIEW_EVIDENCE_V3_4/27A_INTERACTION_FIRST_BROWSER_ASSURANCE_v3.4.json,INDEPENDENT_CONTROLLER_INTERACTION_REVIEW + OWNER_CONTROLLER_DESIGN_ADJUDICATION
W03-ODR-019,P0,ALL FIVE,INTERACTION_FIRST_ASSURANCE,NEW_ASSURANCE_HARDENING,Previous closure could pass static/semantic rows while user-visible transition remained incomplete.,Owner manual review + Controller correction of prior acceptance method.,"A finding cannot close from selector/function/handler existence alone. Every interactive requirement needs state-before/state-after assertions, visible target-region change, command-owner assertion, negative stale-state check, keyboard/pointer parity where applicable, and visual proof for user-facing changes.",Per finding automated or scripted interaction test + screenshot state pair where visual; registers must link exact test/evidence. Static-only PASS forbidden for interaction closure.,WRITER_CORRECTED_FRESH_EVIDENCE,CEP_W03_UNIFIED_EXECUTABLE_BLUEPRINT_SYSTEM_v3.3.1_CONTROLLER_BOUNDED_CORRECTION_CANDIDATE.zip,269401aa20a982be8e8e399959be37c5fbdd21de1a0b137fba4044deb8d90cc5,WRITER_CORRECTED_FRESH_EVIDENCE,IM-ENT-THEME | IM-ENT-GUIDE | IM-ENT-CTX | IM-ENT-NOTE | IM-SCE-THEME | IM-SCE-GUIDE | IM-SCE-CTX | IM-SCE-NOTE | IM-LAB-THEME | IM-LAB-GUIDE | IM-LAB-CTX | IM-LAB-NOTE | IM-RUN-THEME | IM-RUN-GUIDE | IM-RUN-CTX | IM-RUN-NOTE | IM-RES-THEME | IM-RES-GUIDE | IM-RES-CTX | IM-RES-NOTE | IM-RUN-STRUCT | IM-RUN-MODES | IM-ENT-MODES | IM-LAB-STRUCT | IM-SCN-REL | IM-ENT-REL | IM-LAB-REL | IM-ENT-SHELL | IM-SCE-SHELL | IM-LAB-SHELL | IM-RUN-SHELL | IM-RES-HIST | IM-OPS-TABS | IM-OPS-WINDOW | IM-ENT-PAN | IM-SCE-PAN | IM-LAB-PAN | IM-RUN-PAN,27_OWNER_DIRECT_REVIEW_EVIDENCE_V3_4/27A_INTERACTION_FIRST_BROWSER_ASSURANCE_v3.4.json,INDEPENDENT_CONTROLLER_INTERACTION_REVIEW + OWNER_CONTROLLER_DESIGN_ADJUDICATION
W03-ODR-020,P0,Enterprise/Scenarios/Labs/Runs/Results,ALL_FIVE_SURFACE_NEGATIVE_PARITY_GATE,NEW_ASSURANCE_HARDENING,Shared mechanics were implemented unevenly across surfaces despite one shared lineage.,Global all-surface law + sole Writer-A five-surface shared-mechanics mandate.,"For every shared mechanic, run a 5-surface applicability matrix. Missing surface requires NOT_APPLICABLE_JUSTIFIED with domain reason; not omission. One shared owner/core and surface adapters.","Matrix covers theme, view/context transitions, Context lifecycle, guidance, Notes, spatial input, toolbar/customization, operational entry where applicable, a11y/RTL/responsive. Zero silent blank cells.",WRITER_CORRECTED_FRESH_EVIDENCE,CEP_W03_UNIFIED_EXECUTABLE_BLUEPRINT_SYSTEM_v3.3.1_CONTROLLER_BOUNDED_CORRECTION_CANDIDATE.zip,269401aa20a982be8e8e399959be37c5fbdd21de1a0b137fba4044deb8d90cc5,WRITER_CORRECTED_FRESH_EVIDENCE,ODR-PARITY-ENTERPRISE | ODR-PARITY-SCENARIOS | ODR-PARITY-LABS | ODR-PARITY-RUNS | ODR-PARITY-RESULTS,27_OWNER_DIRECT_REVIEW_EVIDENCE_V3_4/27A_INTERACTION_FIRST_BROWSER_ASSURANCE_v3.4.json | 27_OWNER_DIRECT_REVIEW_EVIDENCE_V3_4/27C_ALL_FIVE_EXTRA_PARITY_BROWSER_v3.4.json,INDEPENDENT_CONTROLLER_INTERACTION_REVIEW + OWNER_CONTROLLER_DESIGN_ADJUDICATION
