path,bytes,sha256,classification,explicit_path_reference,reason
M0_A1_A5_FINDING_DISPOSITION.json,107138,186bd59a6e8cf92b1b7776c371c0ff34aaf582602f2ba8839d30b1ef1c9acde3,REVIEW_ROOT_FILE,false,root file requires content review
M0_OWNER_QA_UNIFIED_MIGRATION_INTERNAL_HANDOFF.md,2103,a0792955a330daab4d4082f23d693f5b6f9f14f998a38d2e4e7d881401bd1786,REVIEW_ROOT_DOCUMENT,false,root document may be current navigation or stale handoff
README.md,2641,1e120a33988e98bb724987c10d19d75a3233cc7618eac114b2c09b28e3fcb2e0,REVIEW_ROOT_DOCUMENT,false,root document may be current navigation or stale handoff
README_START_HERE_AR.md,2180,e5ae2c03262299a2687bfbd31a8fdfbdb04cf8aba0cacd9c11429042529401e1,REVIEW_ROOT_DOCUMENT,false,root document may be current navigation or stale handoff
TASK_A_REPLAY_LEDGER.json,9800,90f01db4eaf651a006b841f7f67fa6f7733dd9f9b5d2ae0e213cfd6282271899,REVIEW_ROOT_FILE,false,root file requires content review
TASK_A_SHARED_HOTSPOT_CONFLICT_LEDGER.json,1323,53c14dd804266e99dccad9048f857d721ce0185f64dab547755a84e3b733340d,REVIEW_ROOT_FILE,false,root file requires content review
W2_A_RESULT_SUMMARY_AR.md,3259,99fb46510f6508d649773ad266dc3e85f9b9843ad7428555e020fed26ef6353f,REVIEW_ROOT_DOCUMENT,false,root document may be current navigation or stale handoff
archaeology/ACCEPTED_LIBRARY_330_FUNCTION_COVERAGE.csv,158021,ac93ef6aeee16d57607499ecc096c9623b496f1b64672b46fb6f03d9990be1f1,KEEP_REFERENCED_ARCHAEOLOGY,true,still referenced by tracked repository content
archaeology/ACCEPTED_LIBRARY_DOM_CSS_EVENT_COVERAGE.csv,373522,37f70f90eaa993ab06684f07cc15d1c48031f861d46bbeb90ae19186d979242b,KEEP_REFERENCED_ARCHAEOLOGY,true,still referenced by tracked repository content
archaeology/ACCEPTED_LIBRARY_FULL_MECHANIC_CENSUS.csv,276,f7c030082bbb3c6e6417c5c3e5cd78d68fb46f97365309ebbe1070084b8160db,KEEP_REFERENCED_ARCHAEOLOGY,true,still referenced by tracked repository content
archaeology/ACCEPTED_LIBRARY_FULL_MECHANIC_CENSUS.json,867431,c776fac0317441d7b7c667bb57e7c6a4c35e430a27780de794847f5fc4f14b3b,KEEP_REFERENCED_ARCHAEOLOGY,true,still referenced by tracked repository content
archaeology/DONOR_PRESERVE_IMPROVE_REJECT_REGISTER.csv,874,193c805868b548ef7b787d6a682bed84298fbc8edae8b8a0d4f807bcac7194fc,KEEP_REFERENCED_ARCHAEOLOGY,true,still referenced by tracked repository content
archaeology/EXTRACTION_RECEIPT.json,651,3b95d0da2bbd217dc52c58a8e409fc447913a7552dcd9270633b60b069e5632d,KEEP_REFERENCED_ARCHAEOLOGY,true,still referenced by tracked repository content
assurance/ACTION_AVAILABILITY_POLICY_RECEIPT.json,1192,5adb1603d744370655812116f0b2292cead5becaba3e51387fbbfe85e0ffd28d,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/AUTHORITY_BEFORE_AFTER_REGISTER.json,721,3b3e08df65031b6680cc4f263f877da8d08da5f214a183cc8552c69fa6000aba,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/AUTOMATED_TEST_RECEIPTS.json,5514,92ced799ad043d061c92c62ea18bb767dafd9b0361c81eecabfb25abafb108bd,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/BASELINE_VERIFICATION_RECEIPT.json,789,63c81b17002a916190178db6b154dc5b3738593fc888565de0c579330e8f5705,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/BROWSER_CONFORMANCE_RECEIPT.json,2736,ff3d36ee109ca9bab3d46795364ce316168c67c60a11e37286b01a81ded2199a,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/BROWSER_INTERACTION_RECEIPTS.json,601,fc56564e337fff1cb7ebd13b814ce3bed66b20b392d45bff96bf6d63412e87b7,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/BROWSER_PORTABILITY_BOOTSTRAP_RECEIPT.json,2801,d499ad9f8768401d651a90108f86fe0dce6dfff008feec2ee312b764ac9a6932,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/CANDIDATE_IDENTITY.json,2222,e1bbd29a39834dfc0cbc288aaf1785fb01aa0a00bd8b3c9016d32a1e259067ab,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/CENTRAL_MODIFICATION_REUSE_PROOF.json,1459,8a7ba4f5ad162687bf040a12d00dd5674d47b3993bb10cb51b7c6fcb30c1c317,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/CHANGED_FILE_REGISTER.json,22405,97d9f6e211989572f790cd940be0169e9e2cd02bf21c49cea344c13fe7313ebf,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/CONTRACT_TEST_RESULTS.json,28049,14dd95706e1517a5d862ea2ea0d6a9c0c521b5023e70ed443160b67375259351,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/CURRENT_AUTHORITY_ISOLATION_RECEIPT.json,700,f475503d4c829ff64fb29ab092da9c371ee9efa4bbaf79e6e0cc1333e250ba82,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/CURRENT_BROWSER_TRUTH_POINTER.json,990,2507524f6ba669037bc55a8d3bcdaf89a7352c9e9102e2b7309cef68088aa61f,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/DEFERRED_BOUNDARY_GUARD.json,1254,8d9f3d18c0a18552a90dd72765b1829fc3e8fb0523ac2856e8c7c06eea6bf05b,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/DEFERRED_SET_PRESERVATION_RECEIPT.json,934,14afc92a3ca023a18928a1eb12d4465dea95e871d717b3ea45937ea4aa7a62f6,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/DEFERRED_WORK_LEDGER.json,6777,2c520489c4bf558630b22ced22cb7a14f1c3499d56a5a1f6985d092b072521c7,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/DROPPED_SUPERSEDED_LOW_VALUE_TRACEABILITY.json,5618,81a61a8a58d54d5cdc14f9ee841edb5afd591687c26c82baeae81e8b5f7964d3,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/DUPLICATE_MECHANIC_SCAN.json,5715,d625e20cedd458d87835001217b2f43bf222e2aef3454b1a19600c9144a11e84,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/E17_ANALYTICAL_COMPARE_BOUNDED_CORRECTION_GATE_MATRIX.json,2395,ff8a423c5e4bec0003c7fe0e9ca8399fbcae91646283c1e7903cf1495497be98,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/E17_ANALYTICAL_COMPARE_BOUNDED_CORRECTION_PROOF.json,4204,cac45efd7c32e8aca3cdeac149eaf92efb18231d8be29b3e3541de0bab2df106,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/E17_ANALYTICAL_COMPARE_BOUNDED_CORRECTION_RESULT.md,1537,afe5f5a856e470eff67ef64d54278611d7f6320d52f6f5f94947cffdc6855127,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/E17_ANALYTICAL_COMPARE_BOUNDED_CORRECTION_SOURCE_DELTA.json,1962,1c6cc9b580410e3a323320d2934c7d342b57db7a579113fd15373152d84585cc,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/E17_ANALYTICAL_COMPARE_CURRENT_CANDIDATE_REGRESSION.json,8887,04476acdd25e6cffc4a9cefd31445cc676e75f47361ec6abe1e2f6f025bf8853,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/E17_ANALYTICAL_COMPARE_EXECUTABLE_PROOF.json,7528,c80a0e0fe9283d3fb60fe1c3b2fb7629388c26422048ee52da2ad874d66e3942,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/E17_ANALYTICAL_COMPARE_FINAL_WRITER_STATUS.json,1505,50cee82aebd9894f95234c04a220f191815f4cdf20f30ff944f7742500e569b4,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/E17_ANALYTICAL_COMPARE_GATE_MATRIX.json,10122,b856b515c58b94b3a1800259da1b0d1a85609589d04c4dfdd6bedeaa918734fd,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/E17_ANALYTICAL_COMPARE_PARENT_VERIFICATION.json,1254,d27eef1aa5247a735fdf021a7886634b721fc6a90f8b45ae3c02ca84aeed56d4,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/E17_ANALYTICAL_COMPARE_REGRESSION_EVIDENCE.json,1903,068b25ebbced41dd530e8b8eef74cd7017b7ec83cd6109b3791e78dd8089be4a,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/E17_ANALYTICAL_COMPARE_SOURCE_DELTA.json,4080,746016e196385fd2ebb816fc5eb10356a70a8e25da224d5a92220846db0aa3e0,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/E17_ANALYTICAL_COMPARE_UNBLOCK_EVIDENCE.json,516,f3a0448f1662ae9e7f03450d713b42695385817f8d1806565267d7bd125afaa1,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/E18_ANALYTICAL_COMPARE_CONTROLLER_ACCEPTANCE.json,2611,e8e1af6eb0b0c20cbf6aaae6eedcc8eec79258c1c9f7567b59d903fd3df8a1d4,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/E18_ANALYTICAL_COMPARE_CONTROLLER_FINAL_GATE_MATRIX.json,2259,90080abc25ce7888b198e936e2d1c89be60331aaa7f0ba5492d2611c2e09b263,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/E18_ANALYTICAL_COMPARE_GENERATOR_IDEMPOTENCE.json,3647,d0c200410966582842d507a6a687d897fc8d490108748eddb715bb11030cee40,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/E18_ANALYTICAL_COMPARE_PROMOTION_AUTHORIZATION.json,615,b43c06910de8ee2c812d9774e942550f7ac5d64292642b8ac9572483852f6032,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/E18_SURFACE_READINESS_RECONCILIATION.json,11992,6a8e7f8a2152d1054072541be36a4cb640bd074360a63dc6f9ece0d73f5d5d98,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/FINAL_FOUNDATION_FALSIFICATION.json,15171,10d3cfa1a6caea96e0ab4065f8def5fd818fb80f80d0ec4ce703267e65145a6c,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/FINAL_FOUNDATION_GENERATOR_IDEMPOTENCE.json,685,17d9f1443539a77b05cbe5e66e0a29abd1d14efa58f28e571bbc9def78073c01,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/FINAL_FOUNDATION_INTAKE_GATE_ACCEPTANCE_E17.json,2208,99b03c90c5a699b40a8af21eecd14fb9b5fde858a68b34b588ba8b268db6ef34,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/FW_B_BUILD_AUTHORITY_RECEIPT.json,2967,2af60d2a76338ec6b6bd77ef8e6809d59cae0a1e65200f2a89d0a37391f32590,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/FW_B_BUILD_RUNTIME_RECEIPT.json,174,5bcbf0db4f741392951816bc897b8b14ebb35d7fd34b4c1c224b67c145087937,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/FW_B_CENTRAL_MODIFICATION_REVERT_PROOF.json,16020,7d3e220754bf7cfe398c0933cd0b1cd21c05d52d04205bdf237f7212faf460ab,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/FW_B_CONTRACT_INVARIANTS.md,2918,a9bf37866c0cb366742cc1583fb3130b4e333520dec9a0984fe31bd3474e4a26,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/FW_B_CONTROLLER_REVIEW_SUMMARY_AR.md,1536,f382469325f15804742c04685aed95353171e16489f9a58e0124c0054cdc4823,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/FW_B_CORRECTION_BASE_PROTECTED_OWNER_PROOF.json,2706,f2f6b6e0f89af03bcb88b885764c9708dc714e8276c5e9fb9489fab60baabd40,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/FW_B_CORRECTION_CHANGED_PATHS.json,10048,a82f077857dc9ded49f9b299a0cbdc9fe83a3bc0c8dc0f5037ebc52da4234dc2,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/FW_B_CORRECTION_DEFECT_REPRO_AND_FIX.json,22003,2d0243aa336ac7e4159c499e59c9fb49ab3b7ced4bf266549baa4fed498d02aa,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/FW_B_CORRECTION_LIBRARY_LEARN_PROOF.json,41208,73f3bab41480664962c077ff7994bd801c15f8edb0c210f4ac8b6de67fd9f1cd,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/FW_B_CORRECTION_TARGETED_REGRESSION.json,2801,b12a36658f0e6b71555463043e0ccce38c25532093385a33f67c96c5a40cf969,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/FW_B_DONOR_SELECTION_BRANCH_DISPOSITION.json,2262,b62d2b3685263fa18c2b88868551e3dd8e2e03bfd519feb64634a9caa49ab845,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/FW_B_FULL_REGRESSION_RECEIPT.json,1522,ee759e1efcbe6474931153387aa340016870eae99bff7cfacbf1c5aafd2d8a1a,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/FW_B_G17_LIBRARY_SELECTION.png,197322,41b8aa80de52623c725ce9d4904ade65262d06424dd9ff44934cc46dd0473142,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/FW_B_LEARN_SELECTION_CONSUMER.png,148472,96a436d69a2e912f2f4e15e0adeba3ff082d27f887b1b21f52c744b971650df3,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/FW_B_PACKAGE_PREP_RECEIPT.json,809,c40ee9590d6f863d00377f44ceeaf187e0477d9c8114ece7a021e02cce29f787,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/FW_B_PARENT_SCOPE_PROTECTED_OWNER_PROOF.json,13495,aa368f84753c41a844c6433df4e319d79ffecfe7507262af94068cb9b4fdc435,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/FW_B_R3_TARGETED_BROWSER_REPLAY.json,44327,889ecc80217d88ad29955fd639260325aa7e864f6a1ef3f2a94fc49a688136f8,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/FW_B_REAL_CONSUMER_PROOF.json,16991,02a955fb1b7d31271b823e32311284d68ac3ef31780e464c4733e75cf182ddcb,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/FW_B_RESULT_SUMMARY_AR.md,1435,9b66bf19469e3f39044d36805a2f181ca71db725b95e304b609345d068533854,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/FW_B_SELECTION_OWNERSHIP_GATES.json,8006,581b4fc16e6ec5c937864cb51ddabf47af26564ba3948d248ae66b4c8e9cee94,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/FW_C_BROWSER_ACCESSIBILITY_PROOF.json,21527,d3f896283ba943e45070870c05675f73daeeb74c4cc64204183579b9775ddeb2,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/FW_C_CANDIDATE_IDENTITY.json,1048,45fe85ce976b5f8971822edb1b050096c5bdc9f120157c95c67533bfcc71b010,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/FW_C_CANDIDATE_SUMMARY_AR.md,1925,bbcb84672ee133fcc80cfe0a766925d74c1a412d9d8525e90e191c7921acf362,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/FW_C_CENTRAL_POLICY_MUTATION_REVERT_PROOF.json,6538,74d91ab67cff10db0e46791bd3d6082ef0fa73b723c1464f17a01551e5c94d8c,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/FW_C_ENTERPRISE_SELECTION_NAVIGATION.png,184699,06954fbe8414d90ebfdbd6b3cb04e26bdfff759d3ab24094ce4561f9b2a097c6,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/FW_C_EXACT_CHANGED_PATH_RECEIPT.json,13886,0db1b7a3f4c05bde5785b2997b2e93008c834892081f1e2f7236434b9d01db7f,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/FW_C_FULL_REGRESSION_BUILD_PROOF.json,2030,c026980da8702dbc135e2e7ef594aa84995ac334e023e830d79a42fb86890373,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/FW_C_NEGATIVE_SCAN_PROOF.json,916,0ee0f1f318c5c06355a6b7718ad6efd7a92fd6c7c00d010e058b9979966ffb31,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/FW_C_OWNER_BOUNDARY_PRESERVATION_PROOF.json,2023,976a22075b34e71bea57a4943f2e88a792a5ade00f6312b0bf304e8139612b01,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/FW_C_RECORDED_MODE_CORRECTION_PROOF.json,8038,b394abff06c7e09b11709983076282b53a3cc2658450e25cbf0d2ed2a7d06502,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/FW_C_RUNS_RECORDED_SELECTION_NAVIGATION.png,146056,2a5ba0e3325977785242e12237a604b387b7c71cb24fc50272d2772a0b60dc17,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/FW_C_THREE_CONSUMER_PROOF.json,7000,da7b2f2ca8635069f2df498b712ba2fe8af944cc20f2ad32cf884347ac33e040,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/FW_C_VISUALIZE_SELECTION_NAVIGATION.png,211433,22dde5b00f02065b51968c41f1d55101d138bb6ac88b7d8ba0242c6456947b0f,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/HIGH_VALUE_DEFERRED_LEDGER.json,6820,54b3f496821abdf197d0a9763f942a6cde791df013654ab33851b86b2c2c294c,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/INDEPENDENT_BROWSER_REVALIDATION.json,1656,3cf1b15b9bd47e63b6d6be1d10e68ccc4501fef9a7dd078372b407831f162d53,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/INDEPENDENT_BROWSER_TRUTHFULNESS_PATCH.json,1260,183221d4db1bb1debde1bee6f83938b96409bc8606823946ce91460f0bf779e2,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/INDEPENDENT_CONTROLLER_REVIEW_CORRECTIONS.json,2697,ca673e39e8e8e7d86be1a09bea837720fdd6596480cf471633b8719194158632,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/INDEPENDENT_FINAL_REVIEW.json,2093,13fd0718c2ade012f522eebbfacb24bbf130bd9da613d6ea638752e3756c20a8,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/INDEPENDENT_REVIEW_CHANGED_FILE_REGISTER.json,9897,e2526f596b0bd66bd830eb2649d7488a83d9e6de7dae8ee02648bd159c002ffd,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/KNOWN_LIMITATIONS_v0.2.1.md,1093,a9f1c6dfe1556ea79dccf76f1ff7ee987c483e552ece6340a622ff69b6924d92,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/KNOWN_LIMITATIONS_v0.2.1a.md,2239,d10554203e1b370cb133335ad2aa42b0bfaef11f0ba462ad6120b4d6305b774f,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/KNOWN_LIMITATIONS_v0.2.1c.md,1856,7316dec10a548c9dafae4d6a2a43c7433eb4bbfa106013cef63e9fb79ecd8fe1,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/M0_CANDIDATE_IDENTITY.json,787,16123f6d551ef51f69616cf7bc2124080c814968de8199439fede601bfd71644,ARCHIVE_CANDIDATE_HISTORICAL_ASSURANCE,false,unreferenced assurance; requires custody/content review before removal
assurance/M0_CHANGED_PATHS_VS_PARENT.json,36754,e7f7efb85ad3d69e79ce869bee39691ad0dd6d288bb7dd331313188c8d869f3c,ARCHIVE_CANDIDATE_HISTORICAL_ASSURANCE,false,unreferenced assurance; requires custody/content review before removal
assurance/M0_EVIDENCE_CORR01_BROWSER_DELIVERED_STANDARD_ATTEMPT.json,8651,6e5116055b64897f4b921de082d8cfcf3e5233cb4138a769931f6c872892bc92,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/M0_EVIDENCE_CORR01_BROWSER_LOCALHOST_BLOCKED_ATTEMPT.json,6196,5c4a14ee8952659f87e5619be0aa5ffff96c2e875c94f00e6101a336ff212e55,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/M0_EVIDENCE_CORR01_BROWSER_SPATIAL_CONNECT_REPRODUCTION.json,2170,8ec45bd1f59806564edcd3dd432f927f853be7758336fd7b25f5d5c87c87af4f,ARCHIVE_CANDIDATE_HISTORICAL_ASSURANCE,false,unreferenced assurance; requires custody/content review before removal
assurance/M0_EVIDENCE_CORR01_BROWSER_TRUTH_POINTER_DELIVERED.json,590,f0722b3d58ad2e515e14839ac27d247fb51545e1bfead2e661754cce4f883d90,ARCHIVE_CANDIDATE_HISTORICAL_ASSURANCE,false,unreferenced assurance; requires custody/content review before removal
assurance/M0_EVIDENCE_CORR01_SCREENSHOT_MANIFEST_DELIVERED.json,560,d0a0576f037f92c1855e8108a18565044b5b8bcba3afc0968c4b0f850c5105a5,ARCHIVE_CANDIDATE_HISTORICAL_ASSURANCE,false,unreferenced assurance; requires custody/content review before removal
assurance/M0_EXACT_CURRENT_23_SURFACE_SMOKE.json,13468,c2957acb2988f19cc86751f7b4ee6186a64230b2340b557c2404481bedac6bb3,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/M0_EXACT_CURRENT_BIDI_BROWSER_PROOF.json,514,b5d9419669a0b01a35df93d9692048fd07354f56ea6478569947bd9d7c707291,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/M0_FINAL_GATE_SUMMARY.json,5788,84124dd5e53801786766a36bd6da113f07722bea9bdc7f9f5ad49a9be947239e,ARCHIVE_CANDIDATE_HISTORICAL_ASSURANCE,false,unreferenced assurance; requires custody/content review before removal
assurance/M0_OWNER_QA_FOCUSED_FALSIFICATION.json,33413,d0b5c922cb0f6a277dd17b661ba316e0766e0fb0e10ed5480157db69cc671209,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/MISSION_SCOPE_TRIAGE_AR.md,1584,68dc3900ba76c21f4255c42263952aa19449f2623afdef069133b337676c6377,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
assurance/MODEL_TEST_RESULTS.json,81073,1e2d9b758c7c786958c0381d17bb78622144e9d0510bd8c245f04c307fa132c1,KEEP_ACTIVE_REFERENCED_ASSURANCE,true,referenced by tracked repository text/tooling
