source,bytes,sha256,authority_class,inspection,canonical_registry_match,preserved_content,text_lines
mission/01_AUTHORITY/CEP_FUTURE_WORK_READ_FIRST_AUTHORITY_CONTRACT_v1.0.md,2781,f8ce77d8003e30f94a79d11cf5ff87e77a0e12043be701cb66ee8844eccc6001,MISSION_CURRENT,FULL_BYTES_AND_STRUCTURED_CONTENT,False,authority/sources/mission/01_AUTHORITY/CEP_FUTURE_WORK_READ_FIRST_AUTHORITY_CONTRACT_v1.0.md,36
mission/01_AUTHORITY/CEP_REUSABLE_FOUNDATION_CAPABILITY_MATRIX_v1.0.csv,61621,35abf3885ea4d73f2240b89646e4fe72314fb46b82d01ea939359415ef66cd22,MISSION_CURRENT,FULL_BYTES_AND_STRUCTURED_CONTENT,False,authority/sources/mission/01_AUTHORITY/CEP_REUSABLE_FOUNDATION_CAPABILITY_MATRIX_v1.0.csv,41
mission/01_AUTHORITY/DEPRECATED_OR_NON_AUTHORITATIVE_ASSUMPTIONS_v1.0.md,885,76913dee97d3c1d4f628f3f61d7e403c121e65c1a6fdbbda8754a44162ccf65e,MISSION_CURRENT,FULL_BYTES_AND_STRUCTURED_CONTENT,False,authority/sources/mission/01_AUTHORITY/DEPRECATED_OR_NON_AUTHORITATIVE_ASSUMPTIONS_v1.0.md,16
mission/01_AUTHORITY/OWNER_CURRENT_SUPERSESSION_ADDENDUM_v1.0.csv,6352,03b75687c0e3b42399cc575365ab8989a647d61e4558732f4bb8407e735d8c31,MISSION_CURRENT,FULL_BYTES_AND_STRUCTURED_CONTENT,False,authority/sources/mission/01_AUTHORITY/OWNER_CURRENT_SUPERSESSION_ADDENDUM_v1.0.csv,21
mission/01_AUTHORITY/OWNER_CURRENT_SUPERSESSION_ADDENDUM_v1.0.md,6327,647e8ccad1269ed55b809d57337a0c723177729304b0fdd00b0b129f76fce99a,MISSION_CURRENT,FULL_BYTES_AND_STRUCTURED_CONTENT,False,authority/sources/mission/01_AUTHORITY/OWNER_CURRENT_SUPERSESSION_ADDENDUM_v1.0.md,103
mission/01_AUTHORITY/SOURCE_READ_ORDER_AND_PATHS_v1.0.csv,2877,724d8b5725f609bc006d4d74786b116126bd4ac3e1fa572dbeb6b8df554ca176,MISSION_CURRENT,FULL_BYTES_AND_STRUCTURED_CONTENT,False,authority/sources/mission/01_AUTHORITY/SOURCE_READ_ORDER_AND_PATHS_v1.0.csv,20
mission/02_ACCEPTED_DONOR/CEP_ACCEPTED_LIBRARY_DONOR_CODE_CENSUS_v1.0.json,70712,d4275adbd0fdc6826e5373fc789aeae3ef012f4635a3c2bcfa1e2ecd05422311,MISSION_CURRENT,FULL_BYTES_AND_STRUCTURED_CONTENT,False,authority/sources/mission/02_ACCEPTED_DONOR/CEP_ACCEPTED_LIBRARY_DONOR_CODE_CENSUS_v1.0.json,3809
mission/02_ACCEPTED_DONOR/CEP_ACCEPTED_LIBRARY_DONOR_TO_FOUNDATION_EXTRACTION_MAP_v1.0.csv,10530,a40e26e17e997c5026f37c69517efef19afcf514119ae03836df1eb8d3b8abbc,MISSION_CURRENT,FULL_BYTES_AND_STRUCTURED_CONTENT,False,authority/sources/mission/02_ACCEPTED_DONOR/CEP_ACCEPTED_LIBRARY_DONOR_TO_FOUNDATION_EXTRACTION_MAP_v1.0.csv,35
mission/02_ACCEPTED_DONOR/DONOR_ARCHAEOLOGY_PROTOCOL_v1.0.md,1851,6c4286d1c51a346d5c3b028e7a7d5c95dddbbe333c045fefd37eb774b2ffbb6f,MISSION_CURRENT,FULL_BYTES_AND_STRUCTURED_CONTENT,False,authority/sources/mission/02_ACCEPTED_DONOR/DONOR_ARCHAEOLOGY_PROTOCOL_v1.0.md,52
mission/02_ACCEPTED_DONOR/DONOR_COVERAGE_LEDGER_TEMPLATE_v1.0.csv,291,7f1fb9ed91c663f30e82fff92e281594e24f83677231f76ce56e2fb4ed379b52,MISSION_CURRENT,FULL_BYTES_AND_STRUCTURED_CONTENT,False,authority/sources/mission/02_ACCEPTED_DONOR/DONOR_COVERAGE_LEDGER_TEMPLATE_v1.0.csv,1
mission/03_FOUNDATION_CONTRACTS/FOUNDATION_INHERITANCE_AND_DEVIATION_RULES_v1.0.md,671,0e7fa0a9de85937d9ac39e88c359624d870690ccee6718cac596ed902abdade9,MISSION_CURRENT,FULL_BYTES_AND_STRUCTURED_CONTENT,False,authority/sources/mission/03_FOUNDATION_CONTRACTS/FOUNDATION_INHERITANCE_AND_DEVIATION_RULES_v1.0.md,21
mission/03_FOUNDATION_CONTRACTS/REUSABLE_COMPONENT_FAMILIES_v1.0.md,1781,04bdafaa222ef93fff0c160d10239aca2d6432cb085e3582a1140778e5ff052d,MISSION_CURRENT,FULL_BYTES_AND_STRUCTURED_CONTENT,False,authority/sources/mission/03_FOUNDATION_CONTRACTS/REUSABLE_COMPONENT_FAMILIES_v1.0.md,16
mission/03_FOUNDATION_CONTRACTS/SURFACE_23_PROFILE_SEED_v1.0.csv,3025,483b6c9da7e07725d84724ecf928c3b6f48c705b36f866c8a53e8649574438b2,MISSION_CURRENT,FULL_BYTES_AND_STRUCTURED_CONTENT,False,authority/sources/mission/03_FOUNDATION_CONTRACTS/SURFACE_23_PROFILE_SEED_v1.0.csv,24
mission/03_FOUNDATION_CONTRACTS/UNIVERSAL_LAYOUT_SLOT_CONSTITUTION_v1.0.md,3390,fbd0b244879a0b78faff86dcd330145ccb96eb636c31d52b9da8d980ff7fe75c,MISSION_CURRENT,FULL_BYTES_AND_STRUCTURED_CONTENT,False,authority/sources/mission/03_FOUNDATION_CONTRACTS/UNIVERSAL_LAYOUT_SLOT_CONSTITUTION_v1.0.md,59
mission/04_EXECUTION_PLAN/ACCEPTANCE_MATRIX_v1.0.csv,1233,c63dd08d700454c347d06e8bed7ac32d713ae64220cd2f1d2691a7b05a2cd4fd,MISSION_CURRENT,FULL_BYTES_AND_STRUCTURED_CONTENT,False,authority/sources/mission/04_EXECUTION_PLAN/ACCEPTANCE_MATRIX_v1.0.csv,15
mission/04_EXECUTION_PLAN/DELIVERABLE_CONTRACT_v1.0.md,1933,a58e90a7f2b41629fbcfee3168bd3a28b350ad4c05c2a73fe9d460d4b168a90b,MISSION_CURRENT,FULL_BYTES_AND_STRUCTURED_CONTENT,False,authority/sources/mission/04_EXECUTION_PLAN/DELIVERABLE_CONTRACT_v1.0.md,63
mission/04_EXECUTION_PLAN/MISSION_PHASES_AND_GATES_v1.0.md,1986,9b28386a10f87ade75804befd5f266e565f88936338f2367c68f84164f0a7a63,MISSION_CURRENT,FULL_BYTES_AND_STRUCTURED_CONTENT,False,authority/sources/mission/04_EXECUTION_PLAN/MISSION_PHASES_AND_GATES_v1.0.md,48
mission/04_EXECUTION_PLAN/STACK_PROOF_PROTOCOL_v1.0.md,952,0ac760e80ade68e5e82a75b0107af4e40c858d3b9bd40b5098c5a6537577278b,MISSION_CURRENT,FULL_BYTES_AND_STRUCTURED_CONTENT,False,authority/sources/mission/04_EXECUTION_PLAN/STACK_PROOF_PROTOCOL_v1.0.md,29
mission/04_EXECUTION_PLAN/STOP_AND_ESCALATION_RULES_v1.0.md,704,e4a7e7fe3f60fa043494288070ba3e9a1e002c5dc535909aceff66761bcc4b63,MISSION_CURRENT,FULL_BYTES_AND_STRUCTURED_CONTENT,False,authority/sources/mission/04_EXECUTION_PLAN/STOP_AND_ESCALATION_RULES_v1.0.md,13
mission/04_EXECUTION_PLAN/THREE_PLUS_ONE_REUSE_PROOF_CONTRACT_v1.0.md,1365,aad4cf4b60334dbbd0eef4e61d25858037722881e9cf50933dd2df71388e487c,MISSION_CURRENT,FULL_BYTES_AND_STRUCTURED_CONTENT,False,authority/sources/mission/04_EXECUTION_PLAN/THREE_PLUS_ONE_REUSE_PROOF_CONTRACT_v1.0.md,21
mission/04_EXECUTION_PLAN/WORK_CHECKPOINT_PROTOCOL_v1.0.md,392,fdd12d7f4f04f56834abd7e0fcea9c9b00737451a106f49186848ce54a481e6c,MISSION_CURRENT,FULL_BYTES_AND_STRUCTURED_CONTENT,False,authority/sources/mission/04_EXECUTION_PLAN/WORK_CHECKPOINT_PROTOCOL_v1.0.md,14
mission/05_SCHEMAS/checkpoint.schema.json,1050,afde912d49dda4499d2564d936c0db3914f9e3d3ab7fa5bfeefb8fdec8c10c06,MISSION_CURRENT,FULL_BYTES_AND_STRUCTURED_CONTENT,False,authority/sources/mission/05_SCHEMAS/checkpoint.schema.json,61
mission/05_SCHEMAS/command_contract.schema.json,1012,c6f91c1a2159d84cab0b2e6a418f668fd9b8d63fa136d963dcabe7620e5c9a70,MISSION_CURRENT,FULL_BYTES_AND_STRUCTURED_CONTENT,False,authority/sources/mission/05_SCHEMAS/command_contract.schema.json,57
mission/05_SCHEMAS/component_contract.schema.json,1178,a824e89e761d72fd0524d6ac76ac5ff8e0f7f767030edef4491acac0124b69e1,MISSION_CURRENT,FULL_BYTES_AND_STRUCTURED_CONTENT,False,authority/sources/mission/05_SCHEMAS/component_contract.schema.json,69
mission/05_SCHEMAS/deviation_record.schema.json,777,b1c0a266427e581f9a3563bb5e9a65dccd8e40de136e7904a39fd6b6f0e6e488,MISSION_CURRENT,FULL_BYTES_AND_STRUCTURED_CONTENT,False,authority/sources/mission/05_SCHEMAS/deviation_record.schema.json,44
mission/05_SCHEMAS/mechanic_record.schema.json,1928,08ad6996e3f10ff258225257491524897dd652331b13fb2e1a020c2111e7f66f,MISSION_CURRENT,FULL_BYTES_AND_STRUCTURED_CONTENT,False,authority/sources/mission/05_SCHEMAS/mechanic_record.schema.json,115
mission/05_SCHEMAS/preference_contract.schema.json,789,92ccfbe5ad83d56f71399330cf772e63a48c6de6a10b6e18de3f9844d6ffbbca,MISSION_CURRENT,FULL_BYTES_AND_STRUCTURED_CONTENT,False,authority/sources/mission/05_SCHEMAS/preference_contract.schema.json,43
mission/05_SCHEMAS/surface_profile.schema.json,1218,d80f8a5b3a91752a583f85cf1ec6e8f8480dd089e6072f76da22884944c96c3a,MISSION_CURRENT,FULL_BYTES_AND_STRUCTURED_CONTENT,False,authority/sources/mission/05_SCHEMAS/surface_profile.schema.json,70
mission/05_SCHEMAS/test_case.schema.json,1084,3283bc67147579a4b74052f14b747400284962b8a5ff41e6cc50d18969e34c9c,MISSION_CURRENT,FULL_BYTES_AND_STRUCTURED_CONTENT,False,authority/sources/mission/05_SCHEMAS/test_case.schema.json,67
mission/06_TEMPLATES/CHECKPOINT_TEMPLATE.md,217,3039a04a25fa1f9c6e6d2da85e07283a1a3f4dacb35c98b7528a0aa71292030a,MISSION_CURRENT,FULL_BYTES_AND_STRUCTURED_CONTENT,False,authority/sources/mission/06_TEMPLATES/CHECKPOINT_TEMPLATE.md,11
mission/06_TEMPLATES/COMMAND_BINDING_TEMPLATE.json,215,fdc342c2a29c7b3d4796889b7d5771d1d5a759b8a4d7a94bb61e5e7122864d70,MISSION_CURRENT,FULL_BYTES_AND_STRUCTURED_CONTENT,False,authority/sources/mission/06_TEMPLATES/COMMAND_BINDING_TEMPLATE.json,13
mission/06_TEMPLATES/FINAL_HANDOFF_TEMPLATE.md,446,9ce0f7fbff0ea9a276d6fa24a5f56e3591a4b32d1bb8eb115f75e1af186d4631,MISSION_CURRENT,FULL_BYTES_AND_STRUCTURED_CONTENT,False,authority/sources/mission/06_TEMPLATES/FINAL_HANDOFF_TEMPLATE.md,32
mission/06_TEMPLATES/FOUNDATION_DIRECTORY_SEED.txt,374,32d519a4d7e3389bf6d6938827174d6a43183dc7e74df173eb8adbdbe76bf74f,MISSION_CURRENT,FULL_BYTES_AND_STRUCTURED_CONTENT,False,authority/sources/mission/06_TEMPLATES/FOUNDATION_DIRECTORY_SEED.txt,34
mission/06_TEMPLATES/GOLDEN_HARNESS_REQUIREMENTS_v1.0.md,1015,b02972b1fded3dbf6cd88db5681b1b9fe7690445a1f26f5bf78d2697d03fd76e,MISSION_CURRENT,FULL_BYTES_AND_STRUCTURED_CONTENT,False,authority/sources/mission/06_TEMPLATES/GOLDEN_HARNESS_REQUIREMENTS_v1.0.md,22
mission/06_TEMPLATES/MECHANIC_RECORD_TEMPLATE.json,399,57854480b36ccd6ed87f54dae4272e2b9f70a3d223df89527ee66ddc2a5464b6,MISSION_CURRENT,FULL_BYTES_AND_STRUCTURED_CONTENT,False,authority/sources/mission/06_TEMPLATES/MECHANIC_RECORD_TEMPLATE.json,20
mission/06_TEMPLATES/SURFACE_PROFILE_TEMPLATE.json,383,81315f2b808e94dcaa732f09682947157b857b2093550378b5b8bd64a5b7ef2e,MISSION_CURRENT,FULL_BYTES_AND_STRUCTURED_CONTENT,False,authority/sources/mission/06_TEMPLATES/SURFACE_PROFILE_TEMPLATE.json,21
mission/07_REFERENCE_INVENTORY/CEP_CONTROL_CENTER_CONFLICT_DUPLICATION_REGISTER_v1.0.csv,4836,0cd7ffed903e5e0fd8b92d65a894c2dafffe623ae495e5b64f0112691cc18aa2,MISSION_CURRENT,FULL_BYTES_AND_STRUCTURED_CONTENT,False,authority/sources/mission/07_REFERENCE_INVENTORY/CEP_CONTROL_CENTER_CONFLICT_DUPLICATION_REGISTER_v1.0.csv,15
mission/07_REFERENCE_INVENTORY/CEP_CONTROL_CENTER_DEEP_CONTENT_INVENTORY_v1.0.md,73683,d02044d0fc5ddfd6546336b6a55a6472a1efb5958fc7f0817b743a637a035215,MISSION_CURRENT,FULL_BYTES_AND_STRUCTURED_CONTENT,False,authority/sources/mission/07_REFERENCE_INVENTORY/CEP_CONTROL_CENTER_DEEP_CONTENT_INVENTORY_v1.0.md,327
mission/07_REFERENCE_INVENTORY/CEP_CONTROL_CENTER_DEEP_FILE_CATALOG_v1.0.csv,55890,0aa30f276fed4527ca6bc845a014cbcba433d524e6fbb1beb8b5c72b33ce3d3d,MISSION_CURRENT,FULL_BYTES_AND_STRUCTURED_CONTENT,False,authority/sources/mission/07_REFERENCE_INVENTORY/CEP_CONTROL_CENTER_DEEP_FILE_CATALOG_v1.0.csv,164
mission/07_REFERENCE_INVENTORY/CEP_CONTROL_CENTER_RECURSIVE_CONTENT_INDEX_v1.0.csv,1665249,b4e981d53e226d0701eee0906e7d83d4b35d1bbc4e6c63682713be72aff2e387,MISSION_CURRENT,FULL_BYTES_AND_STRUCTURED_CONTENT,False,authority/sources/mission/07_REFERENCE_INVENTORY/CEP_CONTROL_CENTER_RECURSIVE_CONTENT_INDEX_v1.0.csv,5130
mission/07_REFERENCE_INVENTORY/CEP_CONTROL_CENTER_SECTION_INDEX_v1.0.csv,1090607,34940cbd61cc893dcfe92489821923b55f91c1228bfbf3c264ad61a41b58805f,MISSION_CURRENT,FULL_BYTES_AND_STRUCTURED_CONTENT,False,authority/sources/mission/07_REFERENCE_INVENTORY/CEP_CONTROL_CENTER_SECTION_INDEX_v1.0.csv,5442
mission/README.md,254,76db6cfe10a26f5ed364761351d701b5b90ad1b74f97fd0d1d7c1139593a7b41,MISSION_CURRENT,FULL_BYTES_AND_STRUCTURED_CONTENT,False,authority/sources/mission/README.md,8
control/00_CONTROLLER_OPERATING_SYSTEM/00_READ_FIRST/CEP_CONTROLLER_OPERATING_SYSTEM_MANIFEST_v1.0.md,1618,92b092107de0416fee125ce43d4f8253bc8174aea2fbb0f0cddfe1f33e510fe3,CURRENT_CONTROLLER_OS,FULL_BYTES_AND_STRUCTURED_CONTENT,True,authority/sources/control/00_CONTROLLER_OPERATING_SYSTEM/00_READ_FIRST/CEP_CONTROLLER_OPERATING_SYSTEM_MANIFEST_v1.0.md,36
control/00_CONTROLLER_OPERATING_SYSTEM/00_READ_FIRST/CEP_CONTROLLER_OPERATING_SYSTEM_READ_FIRST_v1.0.md,3875,db0f554aebc48f21d5971d3860f327269807ff2e47663e9a3d89df4aaa4da4d1,CURRENT_CONTROLLER_OS,FULL_BYTES_AND_STRUCTURED_CONTENT,True,authority/sources/control/00_CONTROLLER_OPERATING_SYSTEM/00_READ_FIRST/CEP_CONTROLLER_OPERATING_SYSTEM_READ_FIRST_v1.0.md,78
control/00_CONTROLLER_OPERATING_SYSTEM/01_METHODS/CEP_COLAB_DRIVE_CUSTODY_AND_EXECUTION_STANDARD_v1.0.md,6278,d46a70c09ba6aba5f10fc5b758b33483fd4de3b03362c2ff70aed415163f8fa4,CURRENT_CONTROLLER_METHOD,FULL_BYTES_AND_STRUCTURED_CONTENT,True,authority/sources/control/00_CONTROLLER_OPERATING_SYSTEM/01_METHODS/CEP_COLAB_DRIVE_CUSTODY_AND_EXECUTION_STANDARD_v1.0.md,144
control/00_CONTROLLER_OPERATING_SYSTEM/01_METHODS/CEP_CONTROLLER_ASSURANCE_AND_EVIDENCE_PROTOCOL_v1.0.md,1752,45a4ca798ed562ee7b93c62518ec3506dfdb32f1ef148da39a200d309ad0f4b0,CURRENT_CONTROLLER_METHOD,FULL_BYTES_AND_STRUCTURED_CONTENT,True,authority/sources/control/00_CONTROLLER_OPERATING_SYSTEM/01_METHODS/CEP_CONTROLLER_ASSURANCE_AND_EVIDENCE_PROTOCOL_v1.0.md,41
control/00_CONTROLLER_OPERATING_SYSTEM/01_METHODS/CEP_CONTROLLER_DECISION_AND_ADJUDICATION_PROTOCOL_v1.0.md,1373,dfe9a2fd4a8b17bc74854746b2050a97f2b4a58406ad8131575524e3f884acc5,CURRENT_CONTROLLER_METHOD,FULL_BYTES_AND_STRUCTURED_CONTENT,True,authority/sources/control/00_CONTROLLER_OPERATING_SYSTEM/01_METHODS/CEP_CONTROLLER_DECISION_AND_ADJUDICATION_PROTOCOL_v1.0.md,35
control/00_CONTROLLER_OPERATING_SYSTEM/01_METHODS/CEP_CONTROLLER_GOVERNANCE_AND_EXECUTION_METHOD_v1.0.md,3779,48aeabfe336cbc450f313fd987baa4eda8621f7815547d5007e14c5c8441b5ff,CURRENT_CONTROLLER_METHOD,FULL_BYTES_AND_STRUCTURED_CONTENT,True,authority/sources/control/00_CONTROLLER_OPERATING_SYSTEM/01_METHODS/CEP_CONTROLLER_GOVERNANCE_AND_EXECUTION_METHOD_v1.0.md,71
control/00_CONTROLLER_OPERATING_SYSTEM/01_METHODS/CEP_CONTROLLER_KNOWLEDGE_PROMOTION_AND_ZERO_LOSS_PROTOCOL_v1.0.md,1461,ee4ba85e4b910c3eeb0854bed24c900b1251c181d3d0e2f9c2c1b0837f6d2bd3,CURRENT_CONTROLLER_METHOD,FULL_BYTES_AND_STRUCTURED_CONTENT,True,authority/sources/control/00_CONTROLLER_OPERATING_SYSTEM/01_METHODS/CEP_CONTROLLER_KNOWLEDGE_PROMOTION_AND_ZERO_LOSS_PROTOCOL_v1.0.md,27
control/00_CONTROLLER_OPERATING_SYSTEM/01_METHODS/CEP_CONTROLLER_SOURCE_AUTHORITY_AND_REQUIREMENT_ADMISSION_PROTOCOL_v1.0.md,2452,10514c7057721ccc0dd3623d90f739ec69b3aa158257aeff6ddb6940749e4ac4,CURRENT_CONTROLLER_METHOD,FULL_BYTES_AND_STRUCTURED_CONTENT,True,authority/sources/control/00_CONTROLLER_OPERATING_SYSTEM/01_METHODS/CEP_CONTROLLER_SOURCE_AUTHORITY_AND_REQUIREMENT_ADMISSION_PROTOCOL_v1.0.md,49
control/00_CONTROLLER_OPERATING_SYSTEM/01_METHODS/CEP_REPRODUCIBLE_PACKAGE_CONTAINER_IDENTITY_ADDENDUM_v1.0.md,2426,8cbb0882ebc77a4bcf8c2a4ddc487ae97f79cd2a56501e4a5217481fb4b27e84,CURRENT_CONTROLLER_METHOD,FULL_BYTES_AND_STRUCTURED_CONTENT,True,authority/sources/control/00_CONTROLLER_OPERATING_SYSTEM/01_METHODS/CEP_REPRODUCIBLE_PACKAGE_CONTAINER_IDENTITY_ADDENDUM_v1.0.md,49
control/00_CONTROLLER_OPERATING_SYSTEM/01_METHODS/CEP_RUNTIME_DISCOVERED_DEFECT_TRIAGE_AND_TEST_ALIGNMENT_PLAYBOOK_v1.0.md,8473,641ab6dc31bf6a989e8017174174a855b6b283d5e21389f1fe9e69390022c2c9,CURRENT_CONTROLLER_METHOD,FULL_BYTES_AND_STRUCTURED_CONTENT,True,authority/sources/control/00_CONTROLLER_OPERATING_SYSTEM/01_METHODS/CEP_RUNTIME_DISCOVERED_DEFECT_TRIAGE_AND_TEST_ALIGNMENT_PLAYBOOK_v1.0.md,156
control/00_CONTROLLER_OPERATING_SYSTEM/02_REGISTERS/CEP_CONTROLLER_DECISION_REGISTER_v1.0.json,3117,046af5e10eba24e06610ff63dd6ae51744c797bf1b959455128627cc9ee45c16,CURRENT_CONTROLLER_REGISTER_OR_LESSON,FULL_BYTES_AND_STRUCTURED_CONTENT,True,authority/sources/control/00_CONTROLLER_OPERATING_SYSTEM/02_REGISTERS/CEP_CONTROLLER_DECISION_REGISTER_v1.0.json,82
control/00_CONTROLLER_OPERATING_SYSTEM/02_REGISTERS/CEP_CONTROLLER_OPEN_GATES_REGISTER_v1.0.json,1787,478f3f9ea851b9a27333f86dcc0a14f591429ea8a8d8e49c5f9f4c7ba0f31bf3,CURRENT_CONTROLLER_REGISTER_OR_LESSON,FULL_BYTES_AND_STRUCTURED_CONTENT,True,authority/sources/control/00_CONTROLLER_OPERATING_SYSTEM/02_REGISTERS/CEP_CONTROLLER_OPEN_GATES_REGISTER_v1.0.json,59
control/00_CONTROLLER_OPERATING_SYSTEM/02_REGISTERS/CEP_CONTROLLER_ZERO_LOSS_COLAB_RUNTIME_SUPPLEMENT_v1.0.json,14344,e789c2b3d79657477b5b546a5b2f6604fa1888ee2de0cff6cbc77481baae687c,RUNTIME_METHOD_OR_EVIDENCE,FULL_BYTES_AND_STRUCTURED_CONTENT,True,authority/sources/control/00_CONTROLLER_OPERATING_SYSTEM/02_REGISTERS/CEP_CONTROLLER_ZERO_LOSS_COLAB_RUNTIME_SUPPLEMENT_v1.0.json,271
control/00_CONTROLLER_OPERATING_SYSTEM/02_REGISTERS/CEP_CONTROLLER_ZERO_LOSS_KNOWLEDGE_REGISTER_v1.0.json,12427,3931f91430c5b997ca0cae5dfc036a3267f028f7076043a2c2b794ed25eeb76a,CURRENT_CONTROLLER_REGISTER_OR_LESSON,FULL_BYTES_AND_STRUCTURED_CONTENT,True,authority/sources/control/00_CONTROLLER_OPERATING_SYSTEM/02_REGISTERS/CEP_CONTROLLER_ZERO_LOSS_KNOWLEDGE_REGISTER_v1.0.json,292
control/00_CONTROLLER_OPERATING_SYSTEM/03_HANDOFF_RECOVERY/CEP_CONTROLLER_CURRENT_RECOVERY_HANDOFF_v2.2.md,1064,df090190e515d6c61a4018c66ec303d4a269fd747a1609cc91c2307ab01e534e,SUPPORTING_CONTROL_OR_EVIDENCE,FULL_BYTES_AND_STRUCTURED_CONTENT,True,authority/sources/control/00_CONTROLLER_OPERATING_SYSTEM/03_HANDOFF_RECOVERY/CEP_CONTROLLER_CURRENT_RECOVERY_HANDOFF_v2.2.md,22
