atom_id,ontology_id,kind,owner,requirement,source_ref,disposition,physical_authority,implementation
ATOM-CAP-SHARED-025,CAP-SHARED-025,SHARED_MECHANISM,InteractionCore,NavigationQuickAccessCore,SC-025,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-SHARED-026,CAP-SHARED-026,SHARED_MECHANISM,SafetyInteractionCore,ConfirmationSafetyCore,SC-026,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-SHARED-027,CAP-SHARED-027,SHARED_MECHANISM,InteractionCore,SelectionInteractionCore,SC-027,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-SHARED-028,CAP-SHARED-028,SHARED_MECHANISM,EditingCore,TransactionHistoryCore,SC-028,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-SHARED-029,CAP-SHARED-029,SHARED_MECHANISM,EditingCore,ClipboardTrustCore,SC-029,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-SHARED-030,CAP-SHARED-030,SHARED_MECHANISM,StructuredContentCore,StructuredContentCore,SC-030,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-SHARED-031,CAP-SHARED-031,SHARED_MECHANISM,SpatialInteractionCore,SpatialInteractionCore,SC-031,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-SHARED-032,CAP-SHARED-032,SHARED_MECHANISM,AnalyticalWorkbenchCore,AnalyticalWorkbenchCore,SC-032,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-SHARED-033,CAP-SHARED-033,SHARED_MECHANISM,AnalyticalWorkbenchCore,AuditProvenanceInteractionCore,SC-033,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-SHARED-034,CAP-SHARED-034,SHARED_MECHANISM,AnalyticalWorkbenchCore,CollectionTableMatrixCore,SC-034,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-SHARED-035,CAP-SHARED-035,SHARED_MECHANISM,AnalyticalWorkbenchCore,TimelineReplayCore,SC-035,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-SHARED-036,CAP-SHARED-036,SHARED_MECHANISM,OperationalWorkbenchCore,OperationalWorkbenchCore,SC-036,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-SHARED-037,CAP-SHARED-037,SHARED_MECHANISM,W04ReviewInteractionCore,ReviewDecisionInteractionCore,SC-037,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-SHARED-038,CAP-SHARED-038,SHARED_MECHANISM,AnnotationCore,NotesAnnotationCore,SC-038,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-SHARED-039,CAP-SHARED-039,SHARED_MECHANISM,ProductionMappingCore,ProductionMappingBoundary,SC-039,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-SHARED-040,CAP-SHARED-040,SHARED_MECHANISM,GlobalPreferenceDomain,PreferenceVsDomainConfigBoundary,SC-040,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W01-TOD-001,CAP-W01-TOD-001,DOMAIN_CAPABILITY_OR_CONTRACT,TodayOrchestration,Continue Session as the highest-value resume path.,01_W01/01_TODAY_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W01-TOD-002,CAP-W01-TOD-002,DOMAIN_CAPABILITY_OR_CONTRACT,TodayOrchestration,Recommendation + explicit Why / unlock rationale.,01_W01/01_TODAY_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W01-TOD-003,CAP-W01-TOD-003,DOMAIN_CAPABILITY_OR_CONTRACT,TodayOrchestration,Attention items and recent context without inventing domain ownership.,01_W01/01_TODAY_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W01-TOD-004,CAP-W01-TOD-004,DOMAIN_CAPABILITY_OR_CONTRACT,TodayOrchestration,Progress projection wording that never becomes Mastery truth.,01_W01/01_TODAY_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W01-TOD-005,CAP-W01-TOD-005,DOMAIN_CAPABILITY_OR_CONTRACT,TodayOrchestration,Old Command Palette route and generic pane preference persistence as `POSSIBLE_VALUE_LOSS` candidates rather than silently discarding them.,01_W01/01_TODAY_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W01-TOD-006,CAP-W01-TOD-006,EVIDENCE_REQUIREMENT_NOT_BEHAVIOR,TodayOrchestration,Owner-confirmed visual direction and useful old raster/reference calibration only where it improves fidelity without becoming permanent debug chrome.,01_W01/01_TODAY_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W01-TOD-007,CAP-W01-TOD-007,DOMAIN_CAPABILITY_OR_CONTRACT,TodayOrchestration,Provider/data availability semantics and source projection.,01_W01/01_TODAY_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W01-TOD-008,CAP-W01-TOD-008,DOMAIN_CAPABILITY_OR_CONTRACT,TodayOrchestration,Continue-session / recommendation / attention / recent-context orchestration.,01_W01/01_TODAY_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W01-TOD-009,CAP-W01-TOD-009,DOMAIN_CAPABILITY_OR_CONTRACT,TodayOrchestration,Progress as projection only; Mastery stays W04-owned.,01_W01/01_TODAY_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W01-TOD-010,CAP-W01-TOD-010,DOMAIN_CAPABILITY_OR_CONTRACT,TodayOrchestration,Production Today must bind to real read models/providers and expose source/freshness/error truth.,01_W01/01_TODAY_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W01-TOD-011,CAP-W01-TOD-011,DOMAIN_CAPABILITY_OR_CONTRACT,TodayOrchestration,Do not map deterministic Blueprint fixtures to production truth.,01_W01/01_TODAY_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W01-TOD-012,CAP-W01-TOD-012,DOMAIN_CAPABILITY_OR_CONTRACT,TodayOrchestration,Keep canonical domain writes in their owning modules; Today issues semantic commands/navigation only.,01_W01/01_TODAY_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W01-SHL-001,CAP-W01-SHL-001,DOMAIN_CAPABILITY_OR_CONTRACT,GlobalShellDomain,"Exactly five global destinations: Today, Knowledge & Learning, Simulation & Enterprise, Progress & Evidence, System & Operations.",01_W01/02_SHARED_GLOBAL_SHELL_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W01-SHL-002,CAP-W01-SHL-002,DOMAIN_CAPABILITY_OR_CONTRACT,GlobalShellDomain,TOP/LEFT/CENTER/RIGHT/BOTTOM workspace grammar.,01_W01/02_SHARED_GLOBAL_SHELL_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W01-SHL-003,CAP-W01-SHL-003,DOMAIN_CAPABILITY_OR_CONTRACT,GlobalShellDomain,Context preservation across global/back transitions: active object/section/scroll/selection/task context where safe.,01_W01/02_SHARED_GLOBAL_SHELL_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W01-SHL-004,CAP-W01-SHL-004,DOMAIN_CAPABILITY_OR_CONTRACT,GlobalShellDomain,Destination-safe pane persistence and recovery intent.,01_W01/02_SHARED_GLOBAL_SHELL_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W01-SHL-005,CAP-W01-SHL-005,DOMAIN_CAPABILITY_OR_CONTRACT,GlobalShellDomain,Neutral fixtures for shell Blueprint; no domain invention.,01_W01/02_SHARED_GLOBAL_SHELL_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W01-SHL-006,CAP-W01-SHL-006,DOMAIN_CAPABILITY_OR_CONTRACT,GlobalShellDomain,Global route/navigation identity.,01_W01/02_SHARED_GLOBAL_SHELL_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W01-SHL-007,CAP-W01-SHL-007,DOMAIN_CAPABILITY_OR_CONTRACT,GlobalShellDomain,Cross-destination context handoff metadata.,01_W01/02_SHARED_GLOBAL_SHELL_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W01-SHL-008,CAP-W01-SHL-008,DOMAIN_CAPABILITY_OR_CONTRACT,GlobalShellDomain,Shell presentation/layout only; no domain-body truth.,01_W01/02_SHARED_GLOBAL_SHELL_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W01-SHL-009,CAP-W01-SHL-009,DOMAIN_CAPABILITY_OR_CONTRACT,GlobalShellDomain,"Production extraction belongs in shared components/services, but current shared-path mutation remains authority gated.",01_W01/02_SHARED_GLOBAL_SHELL_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W01-SHL-010,CAP-W01-SHL-010,DOMAIN_CAPABILITY_OR_CONTRACT,GlobalShellDomain,"Route state, preference state and domain state must be separate.",01_W01/02_SHARED_GLOBAL_SHELL_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W01-SHL-011,CAP-W01-SHL-011,DOMAIN_CAPABILITY_OR_CONTRACT,GlobalShellDomain,Global shell must not duplicate frontend domain stores.,01_W01/02_SHARED_GLOBAL_SHELL_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W02-LIB-001,CAP-W02-LIB-001,EVIDENCE_REQUIREMENT_NOT_BEHAVIOR,LibraryDomain,279 Owner-request lineage rows and 80 governed requirement rows with orphan=0.,02_W02/01_LIBRARY_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W02-LIB-002,CAP-W02-LIB-002,EVIDENCE_REQUIREMENT_NOT_BEHAVIOR,LibraryDomain,33 value-recovery rows; 39 production-mapping entries; 25 historical receipts.,02_W02/01_LIBRARY_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W02-LIB-003,CAP-W02-LIB-003,DOMAIN_CAPABILITY_OR_CONTRACT,LibraryDomain,UnifiedEditorCore as one semantic editor owner.,02_W02/01_LIBRARY_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W02-LIB-004,CAP-W02-LIB-004,DOMAIN_CAPABILITY_OR_CONTRACT,LibraryDomain,"ContextInspector/ContextLensHost, BottomShelf deep workspace, StickyNoteHost over one note/editor core.",02_W02/01_LIBRARY_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W02-LIB-005,CAP-W02-LIB-005,DOMAIN_CAPABILITY_OR_CONTRACT,LibraryDomain,"Gap insertion, insertion palette, block/selection context actions, history/recovery and clipboard trust boundaries.",02_W02/01_LIBRARY_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W02-LIB-006,CAP-W02-LIB-006,DOMAIN_CAPABILITY_OR_CONTRACT,LibraryDomain,"Preferred/effective responsive state, focus mode, pane control and mature Settings/PreferenceStore patterns.",02_W02/01_LIBRARY_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W02-LIB-007,CAP-W02-LIB-007,DOMAIN_CAPABILITY_OR_CONTRACT,LibraryDomain,Knowledge Unit/content/document semantics.,02_W02/01_LIBRARY_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W02-LIB-008,CAP-W02-LIB-008,DOMAIN_CAPABILITY_OR_CONTRACT,LibraryDomain,Canonical knowledge mutation and editor working model.,02_W02/01_LIBRARY_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W02-LIB-009,CAP-W02-LIB-009,DOMAIN_CAPABILITY_OR_CONTRACT,LibraryDomain,Library structure/navigation semantics and document-specific block behavior.,02_W02/01_LIBRARY_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W02-LIB-010,CAP-W02-LIB-010,EVIDENCE_REQUIREMENT_NOT_BEHAVIOR,LibraryDomain,Use the 39 mapping entries as concrete production-binding evidence.,02_W02/01_LIBRARY_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W02-LIB-011,CAP-W02-LIB-011,DOMAIN_CAPABILITY_OR_CONTRACT,LibraryDomain,Consumers should map to shared production owners rather than reimplement local copies.,02_W02/01_LIBRARY_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W02-LIB-012,CAP-W02-LIB-012,DOMAIN_CAPABILITY_OR_CONTRACT,LibraryDomain,Canonical content and user presentation preferences stay separate.,02_W02/01_LIBRARY_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W02-LRN-001,CAP-W02-LRN-001,DOMAIN_CAPABILITY_OR_CONTRACT,LearnDomain,Journey/orientation/progression context.,02_W02/02_LEARN_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W02-LRN-002,CAP-W02-LRN-002,DOMAIN_CAPABILITY_OR_CONTRACT,LearnDomain,"Practice, Assessment and Lab truth with Progress != Mastery.",02_W02/02_LEARN_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W02-LRN-003,CAP-W02-LRN-003,DOMAIN_CAPABILITY_OR_CONTRACT,LearnDomain,"Quick Jump, panes, Notes, Focus Mode, command discovery and rich workspace behavior where valid.",02_W02/02_LEARN_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W02-LRN-004,CAP-W02-LRN-004,EVIDENCE_REQUIREMENT_NOT_BEHAVIOR,LearnDomain,Independent v1.3 findings as high-value regression evidence.,02_W02/02_LEARN_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W02-LRN-005,CAP-W02-LRN-005,DOMAIN_CAPABILITY_OR_CONTRACT,LearnDomain,v1.4's expanded semantic commands and 42 ActionSurface models.,02_W02/02_LEARN_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W02-LRN-006,CAP-W02-LRN-006,DOMAIN_CAPABILITY_OR_CONTRACT,LearnDomain,Strong visual hierarchy and CENTER dominance.,02_W02/02_LEARN_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
ATOM-CAP-W02-LRN-007,CAP-W02-LRN-007,DOMAIN_CAPABILITY_OR_CONTRACT,LearnDomain,Learning journey and recommendation/progress presentation.,02_W02/02_LEARN_DECISION_CAPSULE.md,ADMITTED_CONCEPT_SUBJECT_TO_OWNER_SUPERSESSION,NONE,Explicit 23-profile and runtime binding; atom-level behavioral proof OPEN
