function,source_line,source_sha256,source_line_sha256,categories,disposition,target,target_line,symbol_present,change_reason,parity_evidence,remaining_work
captureBookmark,1273,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,0bb3929944ed54b235fbe755bec9101ed39b0b7c928ec80d0942a306cc33c74d,"[""HISTORY_RECOVERY""]",FAMILY_ENGINE,dist/foundation/accepted-runtime.js,101,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
restoreBookmark,1274,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,0c0c491c9a3785727229c30aade555fc70b62ebb6394f60977bb1f6040f9aab1,"[""HISTORY_RECOVERY""]",FAMILY_ENGINE,dist/foundation/accepted-runtime.js,102,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
textOffset,1275,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,bf7e0863b61dd44c3127c8b823a5b4ffeaf35060e37c0bdb86dddf16752435f4,"[""OTHER""]",FOUNDATION_REUSE,dist/foundation/accepted-runtime.js,103,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
setCaretByTextOffset,1276,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,a2e44fde65d899a849a2a1147711c289cae61316d89e166ce1ea31cdf437a8d7,"[""UNIFIED_EDITOR_BLOCK""]",FAMILY_ENGINE,dist/foundation/accepted-runtime.js,104,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
rangeAtTextOffset,1277,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,acf4c3dbddcd9e5281eeaa19e41be1547acc0e136cc51562de58b5728290b415,"[""SELECTION""]",FAMILY_ENGINE,dist/foundation/accepted-runtime.js,105,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
splitHTMLAtOffset,1278,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,eee89671d24cc0db298f5d88d2dc51574f200af4de2b0c780be921b927231841,"[""OTHER""]",FOUNDATION_REUSE,dist/foundation/accepted-runtime.js,106,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
isRtlLocale,1295,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,86814028ff4dff41913dd845c6fee23cd132315ca31a85ddaa10225252320423,"[""OTHER""]",FOUNDATION_REUSE,dist/foundation/accepted-runtime.js,123,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
resolveSystemDirection,1296,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,5bb655f236a8421f9be2e50b680f71cdde8df1a2636cdfa6191d5384a31c792f,"[""OTHER""]",FOUNDATION_REUSE,dist/foundation/accepted-runtime.js,124,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
resolveEmptyBlockDirection,1297,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,d89039f786cb0dbb223b1dbda3211d4dec9f0e7e408edc6eef872bf49cbde288,"[""UNIFIED_EDITOR_BLOCK""]",FAMILY_ENGINE,dist/foundation/accepted-runtime.js,125,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
firstStrongDirection,1298,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,f52a057fe896413d31bd4d0fe631383514038dfa30b8f58e0c4d05155881cf45,"[""OTHER""]",FOUNDATION_REUSE,dist/foundation/accepted-runtime.js,126,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
blockEmptyDirectionHint,1299,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,ad90b13b533c2af82960d250e86d9ecc6e7745c20e9688aa7f485666bff4b72d,"[""UNIFIED_EDITOR_BLOCK""]",FAMILY_ENGINE,dist/foundation/accepted-runtime.js,127,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
resolvedBlockDirection,1300,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,55f31ef5812d20cd1e29682387e6631e15daa33f394cd0677181ad9375a37d89,"[""UNIFIED_EDITOR_BLOCK""]",FAMILY_ENGINE,dist/foundation/accepted-runtime.js,128,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
rememberInputDirection,1301,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,21be993231a226ad01d1a77af4f20c60f2a33f8aad49d501d80d21f9a70cb0b6,"[""OTHER""]",FOUNDATION_REUSE,dist/foundation/accepted-runtime.js,129,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
updateAutoDirection,1302,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,54107e939c55233d80d3b66c03d23d78f73c9ebf80081cc7892d332bf00d3a91,"[""OTHER""]",FOUNDATION_REUSE,dist/foundation/accepted-runtime.js,130,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
refreshKeyboardDirectionHint,1303,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,55a49caaf6fc483627a92271b4cf66b7a767f727c5bce8949a4778866ef4aaa3,"[""OTHER""]",FOUNDATION_REUSE,dist/foundation/accepted-runtime.js,131,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
contextualInsertionDirection,1304,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,42ee5531566239b60461f771c9c2dd7678e8ff0b1a56fc1755bfbb7adf88777a,"[""CONTEXT_INSPECTOR"", ""UNIFIED_EDITOR_BLOCK""]",FAMILY_ENGINE,dist/foundation/accepted-runtime.js,132,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
subtreeCount,1305,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,640b1d642e3cb929ade449768d50625eb84aecb3f917ebaa972e82e5a21a17cf,"[""OTHER""]",FOUNDATION_REUSE,dist/foundation/accepted-runtime.js,133,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
blockContainsId,1306,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,f43b3793ddbf9015595bdcfb61fa081369670efd4b67ea001134768c9b86d2a4,"[""UNIFIED_EDITOR_BLOCK""]",FAMILY_ENGINE,dist/foundation/accepted-runtime.js,134,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
localBlockIndent,1308,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,9bccf2edbff4eb5f22cee2cbcfab1be13102039bfb115a3ec83a2a93671af36d,"[""UNIFIED_EDITOR_BLOCK""]",FAMILY_ENGINE,dist/foundation/accepted-runtime.js,136,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
canStructuralIndentBlock,1309,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,5fdb5c57355ee4726488aa907978a6c7a367929c39d8750a89b0ff6172d49f59,"[""UNIFIED_EDITOR_BLOCK""]",FAMILY_ENGINE,dist/foundation/accepted-runtime.js,138,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
canStructuralOutdentBlock,1310,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,f4c2907852a0ee0266c91cc0985f390e581395c8ab7a4208d9a941c7dcc4b933,"[""UNIFIED_EDITOR_BLOCK""]",FAMILY_ENGINE,dist/foundation/accepted-runtime.js,139,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
canIndentBlock,1311,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,2b5b46ae635dcc8608afc5038ff21d68165df3df52f505c19cb09dada4bde592,"[""UNIFIED_EDITOR_BLOCK""]",FAMILY_ENGINE,dist/foundation/accepted-runtime.js,140,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
canOutdentBlock,1312,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,f4747cbdd2508dbc915598fa3a05d4becc2c0b647a8131bdbd27929f79cb1981,"[""UNIFIED_EDITOR_BLOCK""]",FAMILY_ENGINE,dist/foundation/accepted-runtime.js,141,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
finishKeyboardStructureMutation,1313,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,0d3552470ec270ed3d2a40b22ae26726ab8e52855c89ce9e5a0707e538af34c5,"[""OTHER""]",FOUNDATION_REUSE,dist/foundation/accepted-runtime.js,142,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
indentBlock,1314,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,33ae127bc701d3bd83ece7d6eaa49b6f840351a4561d8dfcb15695119174eab8,"[""UNIFIED_EDITOR_BLOCK""]",FAMILY_ENGINE,dist/foundation/accepted-runtime.js,143,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
outdentBlock,1315,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,2007b3bdbb4e7c05f91ff8e3010f67c4390ec5a8fdc2bc7e46ad2130640a204b,"[""UNIFIED_EDITOR_BLOCK""]",FAMILY_ENGINE,dist/foundation/accepted-runtime.js,144,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
validateMoveTarget,1316,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,801a28c2d1ab430f720c4bd804dd83a8366415eebc18c52c8b1aae3b24e1a684,"[""OTHER""]",FOUNDATION_REUSE,dist/foundation/accepted-runtime.js,145,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
moveBlockToGap,1317,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,a2c4bba411969180e2370a1baa485f45c718d8906a158c04028ffda1068c157d,"[""UNIFIED_EDITOR_BLOCK""]",FAMILY_ENGINE,dist/foundation/accepted-runtime.js,146,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
structurePathForBlock,1318,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,fbbc92475bb64cb4019c8e8aeb297bd11075e98a97e299d6cbc52fd00642ceec,"[""UNIFIED_EDITOR_BLOCK""]",FAMILY_ENGINE,dist/foundation/accepted-runtime.js,147,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
renderStructureHud,1319,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,c33b472b081e179555f6fb3f89578fed2869f9312af2e7a5f383f3edb6922440,"[""OTHER""]",FOUNDATION_REUSE,dist/foundation/accepted-runtime.js,148,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
commitDocumentTitle,1320,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,09dbfa47cc7f236abbb45cd834b5bc50779a01be791486d0f9c206ee470db5cb,"[""UNIFIED_EDITOR_BLOCK""]",FAMILY_ENGINE,dist/foundation/accepted-runtime.js,149,True,Original implementation retained under one module mount,"SOURCE_PRESERVATION_VERIFIED; behavior coverage by assurance receipts, not 330 blanket passes",Modular separation by family without parity regression; full behavior regression OPEN
