family,index,symbol,disposition,reason,source,source_sha256,target,evidence,source_line
components,11,KnowledgeDocumentSurface,PRESERVE_AS_IS,"Original CSS/DOM/event grammar retained; component use is shared, not copied per surface",CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,dist/foundation/donor.css + dist/index.html + dist/foundation/accepted-runtime.js,Source extraction; visual parity limited to assurance/PARITY_AND_LIMITATIONS.md,
components,12,PaneController,PRESERVE_AS_IS,"Original CSS/DOM/event grammar retained; component use is shared, not copied per surface",CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,dist/foundation/donor.css + dist/index.html + dist/foundation/accepted-runtime.js,Source extraction; visual parity limited to assurance/PARITY_AND_LIMITATIONS.md,
components,13,SelectionToolbar,PRESERVE_AS_IS,"Original CSS/DOM/event grammar retained; component use is shared, not copied per surface",CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,dist/foundation/donor.css + dist/index.html + dist/foundation/accepted-runtime.js,Source extraction; visual parity limited to assurance/PARITY_AND_LIMITATIONS.md,
components,14,StructurePane,PRESERVE_AS_IS,"Original CSS/DOM/event grammar retained; component use is shared, not copied per surface",CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,dist/foundation/donor.css + dist/index.html + dist/foundation/accepted-runtime.js,Source extraction; visual parity limited to assurance/PARITY_AND_LIMITATIONS.md,
components,15,StructureTree,PRESERVE_AS_IS,"Original CSS/DOM/event grammar retained; component use is shared, not copied per surface",CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,dist/foundation/donor.css + dist/index.html + dist/foundation/accepted-runtime.js,Source extraction; visual parity limited to assurance/PARITY_AND_LIMITATIONS.md,
components,16,TopBanner,PRESERVE_AS_IS,"Original CSS/DOM/event grammar retained; component use is shared, not copied per surface",CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,dist/foundation/donor.css + dist/index.html + dist/foundation/accepted-runtime.js,Source extraction; visual parity limited to assurance/PARITY_AND_LIMITATIONS.md,
components,17,UnifiedEditor,PRESERVE_AS_IS,"Original CSS/DOM/event grammar retained; component use is shared, not copied per surface",CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,dist/foundation/donor.css + dist/index.html + dist/foundation/accepted-runtime.js,Source extraction; visual parity limited to assurance/PARITY_AND_LIMITATIONS.md,
components,18,W02Nav,DEFECT_DO_NOT_INHERIT,Visual/navigation composition reopened by current Owner; original stays evidence,CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,dist/foundation/donor.css + dist/index.html + dist/foundation/accepted-runtime.js,Source extraction; visual parity limited to assurance/PARITY_AND_LIMITATIONS.md,
components,19,WorkspaceViewControl,PRESERVE_AS_IS,"Original CSS/DOM/event grammar retained; component use is shared, not copied per surface",CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,dist/foundation/donor.css + dist/index.html + dist/foundation/accepted-runtime.js,Source extraction; visual parity limited to assurance/PARITY_AND_LIMITATIONS.md,
css_variables,1,--accent,PRESERVE_AS_IS,"Original CSS/DOM/event grammar retained; component use is shared, not copied per surface",CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,dist/foundation/donor.css + dist/index.html + dist/foundation/accepted-runtime.js,Source extraction; visual parity limited to assurance/PARITY_AND_LIMITATIONS.md,
css_variables,2,--accent2,PRESERVE_AS_IS,"Original CSS/DOM/event grammar retained; component use is shared, not copied per surface",CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,dist/foundation/donor.css + dist/index.html + dist/foundation/accepted-runtime.js,Source extraction; visual parity limited to assurance/PARITY_AND_LIMITATIONS.md,
css_variables,3,--as,PRESERVE_AS_IS,"Original CSS/DOM/event grammar retained; component use is shared, not copied per surface",CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,dist/foundation/donor.css + dist/index.html + dist/foundation/accepted-runtime.js,Source extraction; visual parity limited to assurance/PARITY_AND_LIMITATIONS.md,
css_variables,4,--bad,PRESERVE_AS_IS,"Original CSS/DOM/event grammar retained; component use is shared, not copied per surface",CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,dist/foundation/donor.css + dist/index.html + dist/foundation/accepted-runtime.js,Source extraction; visual parity limited to assurance/PARITY_AND_LIMITATIONS.md,
css_variables,5,--bads,PRESERVE_AS_IS,"Original CSS/DOM/event grammar retained; component use is shared, not copied per surface",CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,dist/foundation/donor.css + dist/index.html + dist/foundation/accepted-runtime.js,Source extraction; visual parity limited to assurance/PARITY_AND_LIMITATIONS.md,
css_variables,6,--bg0,PRESERVE_AS_IS,"Original CSS/DOM/event grammar retained; component use is shared, not copied per surface",CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,dist/foundation/donor.css + dist/index.html + dist/foundation/accepted-runtime.js,Source extraction; visual parity limited to assurance/PARITY_AND_LIMITATIONS.md,
css_variables,7,--bg1,PRESERVE_AS_IS,"Original CSS/DOM/event grammar retained; component use is shared, not copied per surface",CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,dist/foundation/donor.css + dist/index.html + dist/foundation/accepted-runtime.js,Source extraction; visual parity limited to assurance/PARITY_AND_LIMITATIONS.md,
css_variables,8,--bg2,PRESERVE_AS_IS,"Original CSS/DOM/event grammar retained; component use is shared, not copied per surface",CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,dist/foundation/donor.css + dist/index.html + dist/foundation/accepted-runtime.js,Source extraction; visual parity limited to assurance/PARITY_AND_LIMITATIONS.md,
css_variables,9,--bg3,PRESERVE_AS_IS,"Original CSS/DOM/event grammar retained; component use is shared, not copied per surface",CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,dist/foundation/donor.css + dist/index.html + dist/foundation/accepted-runtime.js,Source extraction; visual parity limited to assurance/PARITY_AND_LIMITATIONS.md,
css_variables,10,--block-focus-bg,PRESERVE_AS_IS,"Original CSS/DOM/event grammar retained; component use is shared, not copied per surface",CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,dist/foundation/donor.css + dist/index.html + dist/foundation/accepted-runtime.js,Source extraction; visual parity limited to assurance/PARITY_AND_LIMITATIONS.md,
css_variables,11,--block-focus-ring,PRESERVE_AS_IS,"Original CSS/DOM/event grammar retained; component use is shared, not copied per surface",CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,dist/foundation/donor.css + dist/index.html + dist/foundation/accepted-runtime.js,Source extraction; visual parity limited to assurance/PARITY_AND_LIMITATIONS.md,
css_variables,12,--block-gutter,PRESERVE_AS_IS,"Original CSS/DOM/event grammar retained; component use is shared, not copied per surface",CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,dist/foundation/donor.css + dist/index.html + dist/foundation/accepted-runtime.js,Source extraction; visual parity limited to assurance/PARITY_AND_LIMITATIONS.md,
css_variables,13,--bottom,PRESERVE_AS_IS,"Original CSS/DOM/event grammar retained; component use is shared, not copied per surface",CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,dist/foundation/donor.css + dist/index.html + dist/foundation/accepted-runtime.js,Source extraction; visual parity limited to assurance/PARITY_AND_LIMITATIONS.md,
css_variables,14,--bottom-live,PRESERVE_AS_IS,"Original CSS/DOM/event grammar retained; component use is shared, not copied per surface",CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,dist/foundation/donor.css + dist/index.html + dist/foundation/accepted-runtime.js,Source extraction; visual parity limited to assurance/PARITY_AND_LIMITATIONS.md,
css_variables,15,--code-mark-bg,PRESERVE_AS_IS,"Original CSS/DOM/event grammar retained; component use is shared, not copied per surface",CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,dist/foundation/donor.css + dist/index.html + dist/foundation/accepted-runtime.js,Source extraction; visual parity limited to assurance/PARITY_AND_LIMITATIONS.md,
css_variables,16,--code-mark-fg,PRESERVE_AS_IS,"Original CSS/DOM/event grammar retained; component use is shared, not copied per surface",CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,dist/foundation/donor.css + dist/index.html + dist/foundation/accepted-runtime.js,Source extraction; visual parity limited to assurance/PARITY_AND_LIMITATIONS.md,
css_variables,17,--editor-center-floor,PRESERVE_AS_IS,"Original CSS/DOM/event grammar retained; component use is shared, not copied per surface",CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,dist/foundation/donor.css + dist/index.html + dist/foundation/accepted-runtime.js,Source extraction; visual parity limited to assurance/PARITY_AND_LIMITATIONS.md,
css_variables,18,--editor-gutter,PRESERVE_AS_IS,"Original CSS/DOM/event grammar retained; component use is shared, not copied per surface",CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,dist/foundation/donor.css + dist/index.html + dist/foundation/accepted-runtime.js,Source extraction; visual parity limited to assurance/PARITY_AND_LIMITATIONS.md,
css_variables,19,--editor-rail,PRESERVE_AS_IS,"Original CSS/DOM/event grammar retained; component use is shared, not copied per surface",CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,dist/foundation/donor.css + dist/index.html + dist/foundation/accepted-runtime.js,Source extraction; visual parity limited to assurance/PARITY_AND_LIMITATIONS.md,
css_variables,20,--editor-rail-active,PRESERVE_AS_IS,"Original CSS/DOM/event grammar retained; component use is shared, not copied per surface",CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,dist/foundation/donor.css + dist/index.html + dist/foundation/accepted-runtime.js,Source extraction; visual parity limited to assurance/PARITY_AND_LIMITATIONS.md,
css_variables,21,--elev,PRESERVE_AS_IS,"Original CSS/DOM/event grammar retained; component use is shared, not copied per surface",CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,dist/foundation/donor.css + dist/index.html + dist/foundation/accepted-runtime.js,Source extraction; visual parity limited to assurance/PARITY_AND_LIMITATIONS.md,
css_variables,22,--focus,PRESERVE_AS_IS,"Original CSS/DOM/event grammar retained; component use is shared, not copied per surface",CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,dist/foundation/donor.css + dist/index.html + dist/foundation/accepted-runtime.js,Source extraction; visual parity limited to assurance/PARITY_AND_LIMITATIONS.md,
css_variables,23,--global,PRESERVE_AS_IS,"Original CSS/DOM/event grammar retained; component use is shared, not copied per surface",CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,dist/foundation/donor.css + dist/index.html + dist/foundation/accepted-runtime.js,Source extraction; visual parity limited to assurance/PARITY_AND_LIMITATIONS.md,
css_variables,24,--global-compact-min,PRESERVE_AS_IS,"Original CSS/DOM/event grammar retained; component use is shared, not copied per surface",CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,dist/foundation/donor.css + dist/index.html + dist/foundation/accepted-runtime.js,Source extraction; visual parity limited to assurance/PARITY_AND_LIMITATIONS.md,
css_variables,25,--hairline,PRESERVE_AS_IS,"Original CSS/DOM/event grammar retained; component use is shared, not copied per surface",CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,dist/foundation/donor.css + dist/index.html + dist/foundation/accepted-runtime.js,Source extraction; visual parity limited to assurance/PARITY_AND_LIMITATIONS.md,
css_variables,26,--left,PRESERVE_AS_IS,"Original CSS/DOM/event grammar retained; component use is shared, not copied per surface",CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,dist/foundation/donor.css + dist/index.html + dist/foundation/accepted-runtime.js,Source extraction; visual parity limited to assurance/PARITY_AND_LIMITATIONS.md,
css_variables,27,--line,PRESERVE_AS_IS,"Original CSS/DOM/event grammar retained; component use is shared, not copied per surface",CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,dist/foundation/donor.css + dist/index.html + dist/foundation/accepted-runtime.js,Source extraction; visual parity limited to assurance/PARITY_AND_LIMITATIONS.md,
css_variables,28,--line2,PRESERVE_AS_IS,"Original CSS/DOM/event grammar retained; component use is shared, not copied per surface",CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,dist/foundation/donor.css + dist/index.html + dist/foundation/accepted-runtime.js,Source extraction; visual parity limited to assurance/PARITY_AND_LIMITATIONS.md,
css_variables,29,--marquee-fill,PRESERVE_AS_IS,"Original CSS/DOM/event grammar retained; component use is shared, not copied per surface",CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,dist/foundation/donor.css + dist/index.html + dist/foundation/accepted-runtime.js,Source extraction; visual parity limited to assurance/PARITY_AND_LIMITATIONS.md,
css_variables,30,--marquee-line,PRESERVE_AS_IS,"Original CSS/DOM/event grammar retained; component use is shared, not copied per surface",CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,dist/foundation/donor.css + dist/index.html + dist/foundation/accepted-runtime.js,Source extraction; visual parity limited to assurance/PARITY_AND_LIMITATIONS.md,
css_variables,31,--menu-elev,PRESERVE_AS_IS,"Original CSS/DOM/event grammar retained; component use is shared, not copied per surface",CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,dist/foundation/donor.css + dist/index.html + dist/foundation/accepted-runtime.js,Source extraction; visual parity limited to assurance/PARITY_AND_LIMITATIONS.md,
css_variables,32,--menu-hover,PRESERVE_AS_IS,"Original CSS/DOM/event grammar retained; component use is shared, not copied per surface",CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,dist/foundation/donor.css + dist/index.html + dist/foundation/accepted-runtime.js,Source extraction; visual parity limited to assurance/PARITY_AND_LIMITATIONS.md,
css_variables,33,--mono,PRESERVE_AS_IS,"Original CSS/DOM/event grammar retained; component use is shared, not copied per surface",CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,dist/foundation/donor.css + dist/index.html + dist/foundation/accepted-runtime.js,Source extraction; visual parity limited to assurance/PARITY_AND_LIMITATIONS.md,
css_variables,34,--muted,PRESERVE_AS_IS,"Original CSS/DOM/event grammar retained; component use is shared, not copied per surface",CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,dist/foundation/donor.css + dist/index.html + dist/foundation/accepted-runtime.js,Source extraction; visual parity limited to assurance/PARITY_AND_LIMITATIONS.md,
css_variables,35,--muted-strong,PRESERVE_AS_IS,"Original CSS/DOM/event grammar retained; component use is shared, not copied per surface",CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,dist/foundation/donor.css + dist/index.html + dist/foundation/accepted-runtime.js,Source extraction; visual parity limited to assurance/PARITY_AND_LIMITATIONS.md,
css_variables,36,--ok,PRESERVE_AS_IS,"Original CSS/DOM/event grammar retained; component use is shared, not copied per surface",CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,dist/foundation/donor.css + dist/index.html + dist/foundation/accepted-runtime.js,Source extraction; visual parity limited to assurance/PARITY_AND_LIMITATIONS.md,
css_variables,37,--oks,PRESERVE_AS_IS,"Original CSS/DOM/event grammar retained; component use is shared, not copied per surface",CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,dist/foundation/donor.css + dist/index.html + dist/foundation/accepted-runtime.js,Source extraction; visual parity limited to assurance/PARITY_AND_LIMITATIONS.md,
css_variables,38,--overlay-top,PRESERVE_AS_IS,"Original CSS/DOM/event grammar retained; component use is shared, not copied per surface",CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,dist/foundation/donor.css + dist/index.html + dist/foundation/accepted-runtime.js,Source extraction; visual parity limited to assurance/PARITY_AND_LIMITATIONS.md,
css_variables,39,--owner-rail,PRESERVE_AS_IS,"Original CSS/DOM/event grammar retained; component use is shared, not copied per surface",CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,ea66b58ef122bf2f8ca23fd0aa9e461b07da11ea7390c451902e4b1592d396fd,dist/foundation/donor.css + dist/index.html + dist/foundation/accepted-runtime.js,Source extraction; visual parity limited to assurance/PARITY_AND_LIMITATIONS.md,
