OWNER_REQUIREMENT_ID,SOURCE_DONOR,BLUEPRINT_REQUIREMENT_ID,BLUEPRINT_SELECTOR_FUNCTION_INTERACTION_ID,OWNER_REQUIREMENT_TEXT,SEMANTIC_OWNER,STATE_OWNER,COMMAND_OWNER,PRESENTATION_STYLE_OWNER,SHARED_CORE_OR_DOMAIN_ADAPTER,CURRENT_PRODUCTION_BRANCH,CURRENT_PRODUCTION_SHA,PRODUCTION_FILE,PRODUCTION_COMPONENT_SYMBOL,API_SERVICE_PERSISTENCE_OWNER,ROUTE_DATA_CONTRACT,WRITE_SCOPE,COLLISION_LEGACY_OWNER_NOTES,STATIC_PROOF,SEMANTIC_PROOF,TEST_PROOF,RUNTIME_PROOF,BROWSER_PROOF,VISUAL_PROOF,RESPONSIVE_PROOF,A11Y_PROOF,BIDI_PROOF,MAPPING_STATUS,VERDICT,SEVERITY,DISPOSITION,NOTES
LIB-023,CEP_LIBRARY_EDITOR_FINAL_REQUIREMENT_PRESERVATION_CROSSWALK_v1.2.17_ACCEPTED.json + CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,LIB-023,script#requirement-reconciliation-ledger :: LIB-023 :: GUTTER-001,"Move the visible + to the leading-edge/gutter lane for the exact root/nested depth, keep the rail aligned to the boundary, preserve a forgiving invisible hit target, and never create fake gaps inside wrapped text/code lines.",Block gutter/insertion,StructuredEditor transient insertion,insertion.open -> block.insert,StructuredEditor block-gutter,DOMAIN_ADAPTER,LOCAL_WRITER_COPY same-lineage; GitHub main base=2d8a711fa538234d51bef3b005355cccfd82b5f5; no remote branch mutation,base_candidate_tree=c590a82943fdbfcac860da3357d67b97b5a5716c; local_source_manifest_sha256=10f1e96a7c9568c4b999153bb252dd4b8b6acf56c148e40ea3e2c3c04bea6f60,resources/js/workbench/StructuredEditor.vue,block-gutter; openInsertion; insert,N/A,W02 Library/Learn workbench,bounded local candidate only,,STATIC_PROVEN for owner/path/symbol statements listed; local source re-inspected after corrections; see static/test receipt.,SEMANTIC_PROVEN only where behavior was directly reasoned/executed in safe harness; otherwise PARTIAL/UNPROVEN as reflected by verdict/notes.,See CEP_W01_W02_STATIC_AND_RUNTIME_TEST_RECEIPT_v1.1.1.json; no unexecuted suite is promoted to TEST_PROVEN.,Selective safe-harness runtime only; Laravel/PostgreSQL framework runtime NOT_RUN.,NOT_RUN_REAL_AUTHENTICATED_BROWSER,NOT_RUN_CURRENT_CORRECTED_CANDIDATE_VISUAL_REFERENCE_GATE,STATIC_PROVEN_PARTIAL; browser responsive/200% proof NOT_RUN.,STATIC_PROVEN_PARTIAL; focus/AT/browser proof NOT_RUN.,STATIC_PROVEN_PARTIAL; mixed-caret/browser matrix NOT_RUN.,EXACT_CURRENT_OWNER_OR_GOVERNANCE_ROW,PARTIAL,P1,PARTIAL,
LIB-024,CEP_LIBRARY_EDITOR_FINAL_REQUIREMENT_PRESERVATION_CROSSWALK_v1.2.17_ACCEPTED.json + CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,LIB-024,script#requirement-reconciliation-ledger :: LIB-024 :: LAYOUT-001,"Separate CENTER geometry from document measure. CENTER uses all remaining workspace width; document width becomes UserPreferenceState with Compact/Comfortable/Wide/Full presets and optional bounded custom slider, responsively clamped to available CENTER and automatically restored when space returns.",Document measure presentation,WorkspaceLayoutCore,layout preference,LibraryWorkspace document surface + workbench.css,SHARED_CORE,LOCAL_WRITER_COPY same-lineage; GitHub main base=2d8a711fa538234d51bef3b005355cccfd82b5f5; no remote branch mutation,base_candidate_tree=c590a82943fdbfcac860da3357d67b97b5a5716c; local_source_manifest_sha256=10f1e96a7c9568c4b999153bb252dd4b8b6acf56c148e40ea3e2c3c04bea6f60,resources/js/shared/WorkspaceLayoutCore.ts; resources/js/workbench/LibraryWorkspace.vue; resources/css/workbench.css,WorkspaceLayoutCore; .document-banner/StructuredEditor center surface,N/A,W02 Library/Learn workbench,bounded local candidate only,,STATIC_PROVEN for owner/path/symbol statements listed; local source re-inspected after corrections; see static/test receipt.,SEMANTIC_PROVEN only where behavior was directly reasoned/executed in safe harness; otherwise PARTIAL/UNPROVEN as reflected by verdict/notes.,See CEP_W01_W02_STATIC_AND_RUNTIME_TEST_RECEIPT_v1.1.1.json; no unexecuted suite is promoted to TEST_PROVEN.,Selective safe-harness runtime only; Laravel/PostgreSQL framework runtime NOT_RUN.,NOT_RUN_REAL_AUTHENTICATED_BROWSER,NOT_RUN_CURRENT_CORRECTED_CANDIDATE_VISUAL_REFERENCE_GATE,STATIC_PROVEN_PARTIAL; browser responsive/200% proof NOT_RUN.,STATIC_PROVEN_PARTIAL; focus/AT/browser proof NOT_RUN.,STATIC_PROVEN_PARTIAL; mixed-caret/browser matrix NOT_RUN.,EXACT_CURRENT_OWNER_OR_GOVERNANCE_ROW,MISSING,P1,MISSING,Document width presets/custom preference absent; exact workspace layout owner is established.
LIB-025,CEP_LIBRARY_EDITOR_FINAL_REQUIREMENT_PRESERVATION_CROSSWALK_v1.2.17_ACCEPTED.json + CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,LIB-025,script#requirement-reconciliation-ledger :: LIB-025 :: DENSITY-001,Add Compact/Comfortable/Relaxed Editor Density presentation states controlling block spacing/padding and bounded line-height without semantic mutation.,Editor density preference,GlobalPreferenceCore presentation preference,preference.set,StructuredEditor/workbench.css,SHARED_CORE,LOCAL_WRITER_COPY same-lineage; GitHub main base=2d8a711fa538234d51bef3b005355cccfd82b5f5; no remote branch mutation,base_candidate_tree=c590a82943fdbfcac860da3357d67b97b5a5716c; local_source_manifest_sha256=10f1e96a7c9568c4b999153bb252dd4b8b6acf56c148e40ea3e2c3c04bea6f60,resources/js/shared/GlobalPreferenceCore.ts; resources/js/workbench/StructuredEditor.vue; resources/css/workbench.css,GlobalPreferenceCore preference registry; .structured-editor,N/A,W02 Library/Learn workbench,bounded local candidate only,,STATIC_PROVEN for owner/path/symbol statements listed; local source re-inspected after corrections; see static/test receipt.,SEMANTIC_PROVEN only where behavior was directly reasoned/executed in safe harness; otherwise PARTIAL/UNPROVEN as reflected by verdict/notes.,See CEP_W01_W02_STATIC_AND_RUNTIME_TEST_RECEIPT_v1.1.1.json; no unexecuted suite is promoted to TEST_PROVEN.,Selective safe-harness runtime only; Laravel/PostgreSQL framework runtime NOT_RUN.,NOT_RUN_REAL_AUTHENTICATED_BROWSER,NOT_RUN_CURRENT_CORRECTED_CANDIDATE_VISUAL_REFERENCE_GATE,STATIC_PROVEN_PARTIAL; browser responsive/200% proof NOT_RUN.,STATIC_PROVEN_PARTIAL; focus/AT/browser proof NOT_RUN.,STATIC_PROVEN_PARTIAL; mixed-caret/browser matrix NOT_RUN.,EXACT_CURRENT_OWNER_OR_GOVERNANCE_ROW,MISSING,P2,MISSING,Density option absent; preference and render owners are already established.
LIB-026,CEP_LIBRARY_EDITOR_FINAL_REQUIREMENT_PRESERVATION_CROSSWALK_v1.2.17_ACCEPTED.json + CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,LIB-026,script#requirement-reconciliation-ledger :: LIB-026 :: BIDI-002; SEL-001; PREF-001,"Add compact Color + Highlight + Clear Style, plus logical START/CENTER/END alignment and AUTO/RTL/LTR direction where type-valid; test mixed Arabic/English caret/order/technical atoms and contrast.",Block direction/alignment; Inline selection semantics; Global semantic preferences,block metadata + global preference; StructuredEditor inlineRange + active block; GlobalPreferenceCore,StructuredDocument.metadata; selection formatting/link/reference; preference.set/reset/import/export,StructuredEditor + Library Context controls; StructuredEditor; Workbench settings,SHARED_CORE; DOMAIN_ADAPTER,LOCAL_WRITER_COPY same-lineage; GitHub main base=2d8a711fa538234d51bef3b005355cccfd82b5f5; no remote branch mutation,base_candidate_tree=c590a82943fdbfcac860da3357d67b97b5a5716c; local_source_manifest_sha256=10f1e96a7c9568c4b999153bb252dd4b8b6acf56c148e40ea3e2c3c04bea6f60,resources/js/shared/StructuredContentCore.ts; resources/js/workbench/StructuredEditor.vue; resources/js/workbench/LibraryWorkspace.vue; resources/js/shared/GlobalPreferenceCore.ts; resources/js/workbench/Workbench.vue,StructuredDocument.metadata; selected.dir/align controls; inlineRange; wrap; openInline; applyInline; GlobalPreferenceCore; settings; setSetting,N/A,W02 Library/Learn workbench,bounded local candidate only,,STATIC_PROVEN for owner/path/symbol statements listed; local source re-inspected after corrections; see static/test receipt.,SEMANTIC_PROVEN only where behavior was directly reasoned/executed in safe harness; otherwise PARTIAL/UNPROVEN as reflected by verdict/notes.,See CEP_W01_W02_STATIC_AND_RUNTIME_TEST_RECEIPT_v1.1.1.json; no unexecuted suite is promoted to TEST_PROVEN.,Selective safe-harness runtime only; Laravel/PostgreSQL framework runtime NOT_RUN.,NOT_RUN_REAL_AUTHENTICATED_BROWSER,NOT_RUN_CURRENT_CORRECTED_CANDIDATE_VISUAL_REFERENCE_GATE,STATIC_PROVEN_PARTIAL; browser responsive/200% proof NOT_RUN.,STATIC_PROVEN_PARTIAL; focus/AT/browser proof NOT_RUN.,STATIC_PROVEN_PARTIAL; mixed-caret/browser matrix NOT_RUN.,EXACT_CURRENT_OWNER_OR_GOVERNANCE_ROW,PARTIAL,P1,PARTIAL,Captured range helpers exist; selection-adjacent toolbar UI and full actions are incomplete.
LIB-027,CEP_LIBRARY_EDITOR_FINAL_REQUIREMENT_PRESERVATION_CROSSWALK_v1.2.17_ACCEPTED.json + CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,LIB-027,script#requirement-reconciliation-ledger :: LIB-027 :: PANE-005,"Replace with one professional semantic panel-control family: LEFT always Structure, RIGHT always Context; constrained widths may enforce one-at-a-time support pane while wide mode may allow both.",Semantic pane controls,WorkspaceLayoutCore,pane.toggle,WorkspaceFrame,SHARED_CORE,LOCAL_WRITER_COPY same-lineage; GitHub main base=2d8a711fa538234d51bef3b005355cccfd82b5f5; no remote branch mutation,base_candidate_tree=c590a82943fdbfcac860da3357d67b97b5a5716c; local_source_manifest_sha256=10f1e96a7c9568c4b999153bb252dd4b8b6acf56c148e40ea3e2c3c04bea6f60,resources/js/workbench/WorkspaceFrame.vue,structure-toggle; context-toggle; toggleLeft; toggleRight,N/A,W02 Library/Learn workbench,bounded local candidate only,,STATIC_PROVEN for owner/path/symbol statements listed; local source re-inspected after corrections; see static/test receipt.,SEMANTIC_PROVEN only where behavior was directly reasoned/executed in safe harness; otherwise PARTIAL/UNPROVEN as reflected by verdict/notes.,See CEP_W01_W02_STATIC_AND_RUNTIME_TEST_RECEIPT_v1.1.1.json; no unexecuted suite is promoted to TEST_PROVEN.,Selective safe-harness runtime only; Laravel/PostgreSQL framework runtime NOT_RUN.,NOT_RUN_REAL_AUTHENTICATED_BROWSER,NOT_RUN_CURRENT_CORRECTED_CANDIDATE_VISUAL_REFERENCE_GATE,STATIC_PROVEN_PARTIAL; browser responsive/200% proof NOT_RUN.,STATIC_PROVEN_PARTIAL; focus/AT/browser proof NOT_RUN.,STATIC_PROVEN_PARTIAL; mixed-caret/browser matrix NOT_RUN.,EXACT_CURRENT_OWNER_OR_GOVERNANCE_ROW,PARTIAL,P1,PARTIAL,
LIB-028,CEP_LIBRARY_EDITOR_FINAL_REQUIREMENT_PRESERVATION_CROSSWALK_v1.2.17_ACCEPTED.json + CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,LIB-028,script#requirement-reconciliation-ledger :: LIB-028 :: MENU-001; NOTE-ADD-001; CONVERT-001,"Keep one compact anchored menu family with grouped commands, optional search/filter where useful, Style/Turn Into submenu, alignment/direction, color/background, clear style, move/duplicate/copy/copy-link/insert and separated destructive action; no second command engine.",Block command surface + Linked Sticky Note creation,StructuredEditor transient selection + LinkedStickyNoteCore.NoteWorkingState/NoteContextBinding,Existing SemanticCommandCore instance: block.* + note.new(context=selected block); StructuredDocument remains block semantic owner,BlockContextMenu + StickyNoteHost invocation adapter,EXISTING_SHARED_CORE: StructuredContentCore/SemanticCommandCore + NEW_SHARED_NOTE_CORE: LinkedStickyNoteCore + Library domain adapter,LOCAL_WRITER_COPY same-lineage; GitHub main base=2d8a711fa538234d51bef3b005355cccfd82b5f5; no remote branch mutation,base_candidate_tree=c590a82943fdbfcac860da3357d67b97b5a5716c; local_source_manifest_sha256=10f1e96a7c9568c4b999153bb252dd4b8b6acf56c148e40ea3e2c3c04bea6f60,resources/js/workbench/StructuredEditor.vue; resources/js/workbench/BlockContextMenu.vue; resources/js/shared/StructuredContentCore.ts; resources/js/shared/SemanticCommandCore.ts; resources/js/shared/LinkedStickyNoteCore.ts; resources/js/workbench/LibraryWorkspace.vue; resources/js/workbench/context.ts; resources/js/workbench/Workbench.vue,StructuredEditor selected-block/contextmenu adapter; BlockContextMenu; StructuredDocument; SemanticCommandCore; LinkedStickyNoteCore.create/open; WorkbenchContext.commands,LinkedStickyNoteCore local/browser working-state storage only; durable server Notes API/schema AUTHORITY_GATED; OS always-on-top PLATFORM_GATED,W02 Library route: active object/revision + selected block/selection → immutable NoteContextBinding; no canonical Notes backend route is invented,resources/js/shared/LinkedStickyNoteCore.ts; resources/js/workbench/LibraryNotesLens.vue; resources/js/workbench/StickyNoteHost.vue; resources/js/workbench/StickyNoteEditorSurface.vue; resources/js/workbench/BlockContextMenu.vue; resources/js/workbench/LibraryWorkspace.vue; resources/js/workbench/StructuredEditor.vue; resources/js/workbench/context.ts; resources/js/workbench/Workbench.vue; resources/js/tests/ProductionForgeCore.spec.ts; resources/js/tests/ProductionForgeIntegration.spec.ts,OWNER-ADJ-PROD-NOTES-001: Do not repurpose WorkspaceMemoryCore.note; do not fork StructuredContentCore/StructuredDocument; do not create a second SemanticCommandCore; do not invent durable Notes schema/API; keep W04 Review/Evidence/Mastery separate.,CONTROLLER_PLANNED_DESTINATION_OWNER_RESOLVED; implementation static proof pending,CONTROLLER_ADJUDICATED_OWNER_GRAPH; capability implementation pending,PENDING_BOUNDED_PRODUCTION_IMPLEMENTATION,UNPROVEN,UNPROVEN,UNPROVEN,UNPROVEN,UNPROVEN,UNPROVEN,EXACT_PLANNED_OWNER_CONTROLLER_ADJUDICATED,PARTIAL,P1,PARTIAL,"True grouped BlockContextMenu UI is missing; current semantic destination owner is exact.; Accepted Blueprint names note.new + NoteContextBinding/StickyNoteHost, but current Production has no exact linked-note owner/file/symbol.; Safe conversion matrix remains incomplete. | Destination ownership resolved by OWNER-ADJ-PROD-NOTES-001. Mapping gate may pass; capability remains unimplemented/partial until bounded Writer execution."
LIB-029,CEP_LIBRARY_EDITOR_FINAL_REQUIREMENT_PRESERVATION_CROSSWALK_v1.2.17_ACCEPTED.json + CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,LIB-029,script#requirement-reconciliation-ledger :: LIB-029 :: TOGGLE-001,Define deterministic Toggle title/body/collapse behavior: Enter at end of non-empty title may create sibling Toggle; explicit body-entry path; collapsed body entry opens/focuses first child; empty-title boundaries deterministic; `/toggle` mandatory; text shorthands conflict-free.,Toggle/container semantics,StructuredDocument + contract,toggle/open/body/indent,StructuredEditor,SHARED_CORE,LOCAL_WRITER_COPY same-lineage; GitHub main base=2d8a711fa538234d51bef3b005355cccfd82b5f5; no remote branch mutation,base_candidate_tree=c590a82943fdbfcac860da3357d67b97b5a5716c; local_source_manifest_sha256=10f1e96a7c9568c4b999153bb252dd4b8b6acf56c148e40ea3e2c3c04bea6f60,resources/js/shared/StructuredContentCore.ts; resources/js/workbench/StructuredEditor.vue; app/Modules/Knowledge/Content/LessonContentContract.php,childAdmittingBlockTypes; StructuredDocument.enter/indent/insert; toggle; CHILD_ADMITTING_TYPES,N/A,W02 Library/Learn workbench,bounded local candidate only,,STATIC_PROVEN for owner/path/symbol statements listed; local source re-inspected after corrections; see static/test receipt.,SEMANTIC_PROVEN only where behavior was directly reasoned/executed in safe harness; otherwise PARTIAL/UNPROVEN as reflected by verdict/notes.,See CEP_W01_W02_STATIC_AND_RUNTIME_TEST_RECEIPT_v1.1.1.json; no unexecuted suite is promoted to TEST_PROVEN.,Selective safe-harness runtime only; Laravel/PostgreSQL framework runtime NOT_RUN.,NOT_RUN_REAL_AUTHENTICATED_BROWSER,NOT_RUN_CURRENT_CORRECTED_CANDIDATE_VISUAL_REFERENCE_GATE,STATIC_PROVEN_PARTIAL; browser responsive/200% proof NOT_RUN.,STATIC_PROVEN_PARTIAL; focus/AT/browser proof NOT_RUN.,STATIC_PROVEN_PARTIAL; mixed-caret/browser matrix NOT_RUN.,EXACT_CURRENT_OWNER_OR_GOVERNANCE_ROW,PARTIAL,P1,PARTIAL,
LIB-030,CEP_LIBRARY_EDITOR_FINAL_REQUIREMENT_PRESERVATION_CROSSWALK_v1.2.17_ACCEPTED.json + CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,LIB-030,script#requirement-reconciliation-ledger :: LIB-030 :: CONVERT-001,Add a conversion compatibility matrix and preserve marks/children where valid; lossy conversion requires preview/warning or explicit safe transformation.,Block type conversion,StructuredDocument working state,metadata/type conversion,StructuredEditor type selector,SHARED_CORE,LOCAL_WRITER_COPY same-lineage; GitHub main base=2d8a711fa538234d51bef3b005355cccfd82b5f5; no remote branch mutation,base_candidate_tree=c590a82943fdbfcac860da3357d67b97b5a5716c; local_source_manifest_sha256=10f1e96a7c9568c4b999153bb252dd4b8b6acf56c148e40ea3e2c3c04bea6f60,resources/js/shared/StructuredContentCore.ts; resources/js/workbench/StructuredEditor.vue,StructuredDocument.metadata; block type select,N/A,W02 Library/Learn workbench,bounded local candidate only,,STATIC_PROVEN for owner/path/symbol statements listed; local source re-inspected after corrections; see static/test receipt.,SEMANTIC_PROVEN only where behavior was directly reasoned/executed in safe harness; otherwise PARTIAL/UNPROVEN as reflected by verdict/notes.,See CEP_W01_W02_STATIC_AND_RUNTIME_TEST_RECEIPT_v1.1.1.json; no unexecuted suite is promoted to TEST_PROVEN.,Selective safe-harness runtime only; Laravel/PostgreSQL framework runtime NOT_RUN.,NOT_RUN_REAL_AUTHENTICATED_BROWSER,NOT_RUN_CURRENT_CORRECTED_CANDIDATE_VISUAL_REFERENCE_GATE,STATIC_PROVEN_PARTIAL; browser responsive/200% proof NOT_RUN.,STATIC_PROVEN_PARTIAL; focus/AT/browser proof NOT_RUN.,STATIC_PROVEN_PARTIAL; mixed-caret/browser matrix NOT_RUN.,EXACT_CURRENT_OWNER_OR_GOVERNANCE_ROW,PARTIAL,P1,PARTIAL,Safe conversion matrix remains incomplete.
LIB-031,CEP_LIBRARY_EDITOR_FINAL_REQUIREMENT_PRESERVATION_CROSSWALK_v1.2.17_ACCEPTED.json + CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,LIB-031,script#requirement-reconciliation-ledger :: LIB-031 :: MENU-001; DRAG-001,Direct browser test required: left-click handle opens exact Block Menu; click editable text does not; drag starts only after threshold; keyboard Shift+F10/Menu path reaches same commands; resolve any event/focus conflict before closure.,Block command surface; Structural movement,StructuredEditor transient target + selection; StructuredDocument,block.* via StructuredDocument; block.move,StructuredEditor contextmenu surface; StructuredEditor block rows,DOMAIN_ADAPTER; SHARED_CORE,LOCAL_WRITER_COPY same-lineage; GitHub main base=2d8a711fa538234d51bef3b005355cccfd82b5f5; no remote branch mutation,base_candidate_tree=c590a82943fdbfcac860da3357d67b97b5a5716c; local_source_manifest_sha256=10f1e96a7c9568c4b999153bb252dd4b8b6acf56c148e40ea3e2c3c04bea6f60,resources/js/workbench/StructuredEditor.vue; resources/js/shared/StructuredContentCore.ts,@contextmenu; document.select; run; StructuredDocument methods; StructuredDocument.move; block-row,N/A,W02 Library/Learn workbench,bounded local candidate only,,STATIC_PROVEN for owner/path/symbol statements listed; local source re-inspected after corrections; see static/test receipt.,SEMANTIC_PROVEN only where behavior was directly reasoned/executed in safe harness; otherwise PARTIAL/UNPROVEN as reflected by verdict/notes.,See CEP_W01_W02_STATIC_AND_RUNTIME_TEST_RECEIPT_v1.1.1.json; no unexecuted suite is promoted to TEST_PROVEN.,Selective safe-harness runtime only; Laravel/PostgreSQL framework runtime NOT_RUN.,NOT_RUN_REAL_AUTHENTICATED_BROWSER,NOT_RUN_CURRENT_CORRECTED_CANDIDATE_VISUAL_REFERENCE_GATE,STATIC_PROVEN_PARTIAL; browser responsive/200% proof NOT_RUN.,STATIC_PROVEN_PARTIAL; focus/AT/browser proof NOT_RUN.,STATIC_PROVEN_PARTIAL; mixed-caret/browser matrix NOT_RUN.,EXACT_CURRENT_OWNER_OR_GOVERNANCE_ROW,PARTIAL,P0,PARTIAL,True grouped BlockContextMenu UI is missing; current semantic destination owner is exact.; Pointer drag/reorder/autoscroll/cancel adapter missing.
LIB-032,CEP_LIBRARY_EDITOR_FINAL_REQUIREMENT_PRESERVATION_CROSSWALK_v1.2.17_ACCEPTED.json + CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,LIB-032,script#requirement-reconciliation-ledger :: LIB-032 :: MENU-001; A11Y-001,Preserve Escape + outside click; hover leave never dismisses; larger popovers may expose an accessible clickable close/Esc button without cluttering the tiny Selection Toolbar; focus/caret returns logically.,Block command surface; Accessibility interaction,StructuredEditor transient target + selection; DOM focus + transient UI,block.* via StructuredDocument; focus/skip/modal/menu commands,StructuredEditor contextmenu surface; Workbench/WorkspaceFrame/workbench.css,DOMAIN_ADAPTER; SHARED_CORE,LOCAL_WRITER_COPY same-lineage; GitHub main base=2d8a711fa538234d51bef3b005355cccfd82b5f5; no remote branch mutation,base_candidate_tree=c590a82943fdbfcac860da3357d67b97b5a5716c; local_source_manifest_sha256=10f1e96a7c9568c4b999153bb252dd4b8b6acf56c148e40ea3e2c3c04bea6f60,resources/js/workbench/StructuredEditor.vue; resources/js/shared/StructuredContentCore.ts; resources/js/workbench/Workbench.vue; resources/js/workbench/WorkspaceFrame.vue; resources/css/workbench.css,@contextmenu; document.select; run; StructuredDocument methods; keydown; focusWorkspace; trap; closeOverlay; .skip-link,N/A,W02 Library/Learn workbench,bounded local candidate only,,STATIC_PROVEN for owner/path/symbol statements listed; local source re-inspected after corrections; see static/test receipt.,SEMANTIC_PROVEN only where behavior was directly reasoned/executed in safe harness; otherwise PARTIAL/UNPROVEN as reflected by verdict/notes.,See CEP_W01_W02_STATIC_AND_RUNTIME_TEST_RECEIPT_v1.1.1.json; no unexecuted suite is promoted to TEST_PROVEN.,Selective safe-harness runtime only; Laravel/PostgreSQL framework runtime NOT_RUN.,NOT_RUN_REAL_AUTHENTICATED_BROWSER,NOT_RUN_CURRENT_CORRECTED_CANDIDATE_VISUAL_REFERENCE_GATE,STATIC_PROVEN_PARTIAL; browser responsive/200% proof NOT_RUN.,STATIC_PROVEN_PARTIAL; focus/AT/browser proof NOT_RUN.,STATIC_PROVEN_PARTIAL; mixed-caret/browser matrix NOT_RUN.,EXACT_CURRENT_OWNER_OR_GOVERNANCE_ROW,PARTIAL,P1,PARTIAL,True grouped BlockContextMenu UI is missing; current semantic destination owner is exact.; Static owner exact; browser/focus runtime remains C026.
LIB-033,CEP_LIBRARY_EDITOR_FINAL_REQUIREMENT_PRESERVATION_CROSSWALK_v1.2.17_ACCEPTED.json + CEP_LIBRARY_EDITOR_EXECUTABLE_BLUEPRINT_v1.2.17_ACCEPTED_DESIGN_REFERENCE.html,LIB-033,script#requirement-reconciliation-ledger :: LIB-033 :: GUTTER-001; NEST-001; CSS-001,Gutter rail/handle identifies exact selected subtree; hover remains restrained; selection uses subtle non-color-only treatment; parent/child hierarchy remains readable without full-block visual noise or toy-like animation.,Block gutter/insertion; Block nesting; Workbench presentation grammar,StructuredEditor transient insertion; StructuredDocument; presentation only,insertion.open -> block.insert; indent/outdent; N/A,StructuredEditor block-gutter; StructuredEditor; workbench.css/app.css,DOMAIN_ADAPTER; SHARED_CORE,LOCAL_WRITER_COPY same-lineage; GitHub main base=2d8a711fa538234d51bef3b005355cccfd82b5f5; no remote branch mutation,base_candidate_tree=c590a82943fdbfcac860da3357d67b97b5a5716c; local_source_manifest_sha256=10f1e96a7c9568c4b999153bb252dd4b8b6acf56c148e40ea3e2c3c04bea6f60,resources/js/workbench/StructuredEditor.vue; resources/js/shared/StructuredContentCore.ts; resources/css/workbench.css; resources/css/app.css,block-gutter; openInsertion; insert; StructuredDocument.indent; childAdmittingBlockTypes; workbench layer; legacy-shell scope,N/A,W02 Library/Learn workbench,bounded local candidate only,,STATIC_PROVEN for owner/path/symbol statements listed; local source re-inspected after corrections; see static/test receipt.,SEMANTIC_PROVEN only where behavior was directly reasoned/executed in safe harness; otherwise PARTIAL/UNPROVEN as reflected by verdict/notes.,See CEP_W01_W02_STATIC_AND_RUNTIME_TEST_RECEIPT_v1.1.1.json; no unexecuted suite is promoted to TEST_PROVEN.,Selective safe-harness runtime only; Laravel/PostgreSQL framework runtime NOT_RUN.,NOT_RUN_REAL_AUTHENTICATED_BROWSER,NOT_RUN_CURRENT_CORRECTED_CANDIDATE_VISUAL_REFERENCE_GATE,STATIC_PROVEN_PARTIAL; browser responsive/200% proof NOT_RUN.,STATIC_PROVEN_PARTIAL; focus/AT/browser proof NOT_RUN.,STATIC_PROVEN_PARTIAL; mixed-caret/browser matrix NOT_RUN.,EXACT_CURRENT_OWNER_OR_GOVERNANCE_ROW,PARTIAL,P1,PARTIAL,
