decision_id,priority,status,scope,family,decision,supersedes,applies_to,verification
OWNER-20260910-011,P0,ACTIVE,ALL_SURFACES,GLOBAL_LAYOUT_SLOT_CONSTITUTION,"Provide executable universal layout/slot templates. Shared pane/toolbar/context/action surfaces keep the same layout grammar, design language, placement grammar and interaction model; surfaces change domain content/actions only.",Surface-local layout invention.,RESOLVE_BY_PROFILE_AND_SEMANTICS,ZERO_LOSS_DISPOSITION_REQUIRED
OWNER-20260910-012,P0,ACTIVE,WORKSPACE_PANES,PANE_SYSTEM_UNIFICATION,"LEFT/RIGHT side panes, TOP region and BOTTOM shelf use shared pane/region mechanics. Internal pane close/collapse controls are distinct from external edge reveal/toggle controls. Resize/responsive/preferred-vs-effective behavior is shared.",Independent pane mechanics and ambiguous reopen controls.,RESOLVE_BY_PROFILE_AND_SEMANTICS,ZERO_LOSS_DISPOSITION_REQUIRED
OWNER-20260910-013,P0,ACTIVE,TOOLBARS,TOOLBAR_TEMPLATE_UNIFICATION,"Use one toolbar template/grammar with stable universal action slots, common behavior/location and customizable composition. Domain actions bind into slots instead of redefining toolbar layout.",Different toolbar grammar/placement per surface.,RESOLVE_BY_PROFILE_AND_SEMANTICS,ZERO_LOSS_DISPOSITION_REQUIRED
OWNER-20260910-014,P0,ACTIVE,ACTIONS_TRANSIENTS,ACTION_SURFACE_REUSE,"Command Palette, Context Action Menu, Selection Action Surface and similar reusable action containers use common executable templates; only command groups/capability bindings change.",Independent menus/palettes per surface.,RESOLVE_BY_PROFILE_AND_SEMANTICS,ZERO_LOSS_DISPOSITION_REQUIRED
OWNER-20260910-015,P0,ACTIVE,INTERACTION,MULTI_ROUTE_REVERSIBILITY,"Keyboard is one route, not the only route. Reversible/transient UI requires multiple appropriate reverse/dismiss routes; persistent panes must not disappear merely from focus loss.",Escape-only or keyboard-only exit behavior.,RESOLVE_BY_PROFILE_AND_SEMANTICS,ZERO_LOSS_DISPOSITION_REQUIRED
OWNER-20260910-016,P0,ACTIVE,LEARN,MAX_LIBRARY_INHERITANCE,Learn should feel like the Library-grade workbench/editor with learning-specific journey/practice/assessment/lab/progress/recommendation additions; do not resurrect the old consumption-only/no-authoring CENTER restriction.,Old Learn no-authoring CENTER / read-only-first authority.,RESOLVE_BY_PROFILE_AND_SEMANTICS,ZERO_LOSS_DISPOSITION_REQUIRED
OWNER-20260910-017,P0,ACTIVE,W03_RUNTIME,INTERNAL_SIMULATION_DEFAULT,W03 default is InternalSimulationAdapter. Container/VM/remote/real-device are optional adapters. Simulated terminal commands operate simulation state; PowerShell/WSL/PTy are not default W03 requirements.,Host-shell-first terminal interpretation.,RESOLVE_BY_PROFILE_AND_SEMANTICS,ZERO_LOSS_DISPOSITION_REQUIRED
OWNER-20260910-018,P1,ACTIVE,STACK_PROOF,TECHNOLOGY_MUST_EARN_ADMISSION,Vue/TypeScript/Vite/Vue Flow/Electron/Tauri/Python bridge/SQLite/xterm.js are candidates or specialized tools only; no final stack freeze before measured proof.,Historical-stack preservation by inertia.,RESOLVE_BY_PROFILE_AND_SEMANTICS,ZERO_LOSS_DISPOSITION_REQUIRED
OWNER-20260910-019,P0,ACTIVE,WORK_OUTPUT,EXECUTABLE_NOT_PROSE_ONLY,"Foundation outputs must be executable/reusable components/templates/cores plus machine-readable contracts and tests, not merely guidelines or reference prose.",Documentation-only design system.,RESOLVE_BY_PROFILE_AND_SEMANTICS,ZERO_LOSS_DISPOSITION_REQUIRED
OWNER-20260910-020,P0,ACTIVE,GOVERNANCE,MINIMIZE_WRITER_DISCRETION,"Foundation and surface contracts should constrain future Writers so generic design/interaction choices are inherited, not reinvented. Deviations require explicit justification.",Writer-local design discretion for shared mechanics.,RESOLVE_BY_PROFILE_AND_SEMANTICS,ZERO_LOSS_DISPOSITION_REQUIRED
OE-001,P0,ACTIVE_PLATFORM_GATED,GLOBAL,ACTIVE_INPUT_DIRECTION,Empty block/note initial direction follows active OS keyboard hint through InputDirectionResolver with truthful fallback; explicit persisted block direction wins.,,Structured documents; Notes; mixed-script forms,RTL/LTR/unknown bridge states + real consumers; never infer domain language.
OE-002,P0,ACTIVE,GLOBAL,UI_SCALE,"Central UI Scale applies to chrome/panes/controls/spacing/typography and stays separate from document/canvas zoom, density and responsive breakpoints.",,All 23 profiles,0.8/1/2 visual+geometry propagation; no surface-local scale variables.
OE-003,P0,ACTIVE,GLOBAL,GROUPED_SETTINGS,"Grouped Preferences/Settings/Commands/Editor Shortcuts/Shortcuts use one-open disclosure, search, keyboard navigation and applicability-filtered sections.",,All 23 profiles,Single-open/search/keyboard/applicability/focus return.
OE-004,P0,ACTIVE_PLATFORM_GATED,GLOBAL,STICKY_NOTES,"Sticky Notes use shared StickyNoteWindowOwner: internal scroll, all-edge/corner resize, reachable toolbar, responsive bounds, z-order, pin intent, separate-window control; OS always-on-top only where a real platform capability proves it.",,All note-capable profiles,Library + non-Library lifecycle; close/hide != delete; no donor-local duplicate.
OE-005,P0,ACTIVE,GLOBAL,SHORTCUT_VISIBILITY_VS_EXECUTION,Shortcut panel visibility is independent from shortcut execution eligibility; editor-owned input suppresses appropriate global execution and IME is never intercepted.,,All keyboard surfaces,Move focus while panel remains visible; execution suppressed correctly; IME proof.
OD-20260914-001,P0,ACTIVE,CEP_PORTFOLIO,LIBRARY_AS_DONOR_CONSUMER_ORACLE,"Library is a normal consumer plus donor/regression oracle; generic improvements must be implemented centrally and propagate to every applicable surface, not patched Library-only.",,RESOLVE_BY_SCOPE,CONTROLLER_ZERO_LOSS_EVIDENCE
OD-20260914-002,P0,ACTIVE,CEP_PORTFOLIO,REUSE_INCLUDES_PRESENTATION,"Reuse means Presentation + Behavior + Interaction + Functionality, not semantics alone. Writers must not locally reinvent any shared dimension.",,RESOLVE_BY_SCOPE,CONTROLLER_ZERO_LOSS_EVIDENCE
OD-20260914-003,P0,ACTIVE,CEP_PORTFOLIO,RESULT_FIRST_ACCEPTANCE,"Acceptance is based on the actual visible and interactable result: appearance, interaction, functionality, responsive behavior, Bidi/accessibility and truthful state/data.",,RESOLVE_BY_SCOPE,CONTROLLER_ZERO_LOSS_EVIDENCE
OD-20260914-004,P0,ACTIVE,CEP_PORTFOLIO,ALL_COMPONENTS_MATERIAL,"Every material component counts, including small controls, icons/affordances, tree items, menus, toolbars, content chrome, states, transients and panes.",,RESOLVE_BY_SCOPE,CONTROLLER_ZERO_LOSS_EVIDENCE
OD-20260914-005,P0,ACTIVE,CEP_PORTFOLIO,CONTROLLER_ACCOUNTABILITY,"Controller is accountable for mission design, scope isolation, falsification, convergence and acceptance. Writer PASS never transfers that responsibility.",,RESOLVE_BY_SCOPE,CONTROLLER_ZERO_LOSS_EVIDENCE
OD-20260914-006,P0,ACTIVE,CEP_PORTFOLIO,MANDATORY_REVIEW_CHAIN,Mandatory review chain: Writer → Independent Audit → exact source/scope audit → Browser/Runtime comparison → Owner-Decisions audit → Reuse/duplicate-owner audit → data/provider truth audit → integrated regression → Acceptance/Correction.,,RESOLVE_BY_SCOPE,CONTROLLER_ZERO_LOSS_EVIDENCE
OD-20260914-007,P0,ACTIVE,CEP_PORTFOLIO,OWNER_DECISION_ZERO_LOSS,Every Owner decision and applicable enhancement must have explicit zero-loss disposition. Long chats or missing Writer mentions may never erase a decision.,,RESOLVE_BY_SCOPE,CONTROLLER_ZERO_LOSS_EVIDENCE
OD-20260914-008,P0,ACTIVE,CEP_PORTFOLIO,STATIC_INSTRUCTIONS_LIVE_POINTERS,"ChatGPT Project static instructions must use stable live pointers/read sets and must not hardcode changing epochs, hashes, active missions or readiness counts.",,RESOLVE_BY_SCOPE,CONTROLLER_ZERO_LOSS_EVIDENCE
OD-20260914-009,P0,ACTIVE,CEP_PORTFOLIO,PER_RESPONSE_LIVE_REFRESH,Every substantive CEP Controller response must refresh the live governance/current-state set and applicable Owner decisions instead of relying on chat memory.,,RESOLVE_BY_SCOPE,CONTROLLER_ZERO_LOSS_EVIDENCE
OD-20260914-010,P0,ACTIVE,CEP_PORTFOLIO,CONTENT_AWARE_GOVERNANCE_CENSUS,"Before classifying, modifying, archiving or deleting governance artifacts, inspect their content recursively where material; never infer authority/value from filenames alone.",,RESOLVE_BY_SCOPE,CONTROLLER_ZERO_LOSS_EVIDENCE
OD-20260914-011,P0,ACTIVE,CEP_PORTFOLIO,DURABLE_VALUE_FROM_HISTORICAL_STATE,"Historical files may contain durable laws, lessons and accepted-value evidence. Distill useful knowledge while preventing historical state from becoming current authority.",,RESOLVE_BY_SCOPE,CONTROLLER_ZERO_LOSS_EVIDENCE
OD-20260914-012,P0,ACTIVE,CEP_PORTFOLIO,WRITER_CONSTRAINED_ASSEMBLER,"Future Writers should receive small bounded tasks and mostly compose/configure/bind/test prebuilt reusable owners; generic design/behavior/presentation invention belongs in Foundation correction, not Surface Writer discretion.",,RESOLVE_BY_SCOPE,CONTROLLER_ZERO_LOSS_EVIDENCE
OD-20260914-013,P0,ACTIVE,CEP_PORTFOLIO,COMPONENT_BY_COMPONENT_ORACLE_COMPARISON,"Where applicable, compare reused components step-by-step against current Owner decisions and accepted runtime/donor value across presentation, behavior, interaction, responsive states and accessibility—not only broad screenshots.",,RESOLVE_BY_SCOPE,CONTROLLER_ZERO_LOSS_EVIDENCE
OD-20260914-014,P0,ACTIVE,CEP_PORTFOLIO,GOVERNANCE_ROOT_ROLE,"`/Google Drive/cep_building_mgm` is the durable CEP governance/control workspace and should contain the live pointers, Controller operating rules, decision indices, evidence maps, review protocols and execution custody needed to reconstruct state without chat memory.",,RESOLVE_BY_SCOPE,CONTROLLER_ZERO_LOSS_EVIDENCE
OD-20260914-017,P0,ACTIVE,CEP_GOVERNANCE,CANONICAL_GOVERNANCE_IN_PLACE_AND_CONSOLIDATED,"Canonical governance files use stable names and in-place updates. New governance files are admitted only for a genuinely distinct semantic/machine-readable role. Overlapping governance documents must be read, zero-loss distilled into the canonical file, and archived rather than proliferated.",CREATE_NEW_VERSION_ON_EVERY_GOVERNANCE_SUPERSESSION,ALL_GOVERNANCE_FILES,NO_DUPLICATE_LIVE_GOVERNANCE_ROLE_AND_ARCHIVE_AFTER_DISTILLATION
OD-20260914-019,P0,ACTIVE,CEP_PRESENTATION,OWNER_VISUAL_REJECTION_OVERRIDES_LOWER_PASS,Direct Owner visual rejection of a Presentation result immediately invalidates lower Writer/Auditor Presentation PASS/READY tokens for that result and blocks convergence/promotion until corrected and re-proven.,LOWER_PRESENTATION_PASS_AFTER_OWNER_REJECTION,ALL_PRESENTATION_ACCEPTANCE,OWNER_REJECTION_RECORDED_AND_CURRENT_STATE_BLOCKED
OD-20260914-020,P0,ACTIVE,CEP_PRESENTATION,REAL_CONSUMER_REQUIRED_FOR_PRESENTATION_REUSE,"Fixture/demo/synthetic consumers may support testing but never satisfy real-consumer Presentation reuse, donor parity, second-consumer or cutover acceptance.",FIXTURE_AS_REAL_CONSUMER_PROOF,ALL_REUSE_PARITY_CLAIMS,REAL_LIBRARY_AND_REAL_NON_LIBRARY_CALL_PATHS_PROVEN
OD-20260914-021,P0,ACTIVE,CEP_PRESENTATION,EXTRACTION_NOT_PARALLEL_REIMPLEMENTATION,"For accepted donor generic Presentation, reuse means extract/refactor actual accepted value into the canonical owner and rebind the donor; building a parallel simplified/lookalike implementation is not extraction.",PARALLEL_LOOKALIKE_AS_REUSE,DONOR_DERIVED_GENERIC_PRESENTATION,DONOR_SOURCE_TO_OWNER_TO_REAL_CONSUMERS_CUTOVER_CHAIN
OD-20260914-022,P0,ACTIVE,CEP_PRESENTATION,DONOR_FLOOR_HARD_FAIL,"For each applicable component/state not explicitly superseded, accepted donor value is the minimum quality/value floor. Materially weaker/thin/partial/unproven Presentation is a blocking failure.",WEAKER_PRESENTATION_ALLOWED_BY_BOUNDED_SCOPE,DONOR_APPLICABLE_COMPONENTS,STATE_VIEWPORT_MATCHED_COMPONENT_VERDICT
OD-20260914-023,P0,ACTIVE,CEP_GOVERNANCE,WRITER_SCOPE_MUST_PERMIT_TRUE_EXTRACTION,Controller must grant/serialize the real source seams needed to achieve an extraction mission. It is forbidden to prohibit the true donor/runtime seam and accept a fixture/parallel substitute instead.,COLLISION_AVOIDANCE_BY_FALSE_SUBSTITUTE,ALL_EXTRACTION_MISSIONS,WRITE_SCOPE_OBJECTIVE_FEASIBILITY_CHECK
OD-20260914-024,P0,ACTIVE,CEP_PRESENTATION,STATE_VIEWPORT_MATCHED_COMPONENT_PROOF,"Presentation acceptance requires component-by-component donor-vs-candidate proof on real consumer paths at matching states and viewports, including 1440 and approximately 1024 where applicable.",BROAD_SCREENSHOT_OR_ASSERTION_ONLY_PARITY,ALL_PRESENTATION_ACCEPTANCE,COMPONENT_STATE_VIEWPORT_MATRIX_COMPLETE
OD-20260914-026,P0,ACTIVE,E19,REJECTED_E19_PRESENTATION_NO_CONVERGENCE,E19 A/B/C/D Presentation candidates and E19_PARALLEL_LANES_READY_FOR_CONTROLLER_CONVERGENCE are rejected for Presentation acceptance by Owner visual review. Do not execute Lane F convergence. Salvage only independently adjudicated subordinate value.,E19_READY_FOR_CONVERGENCE_PRESENTATION_VERDICT,E19_A_B_C_D_E_F,NO_F_CONVERGENCE__CURRENT_STATE_REJECTED
OD-20260914-027,P0,ACTIVE,CEP_PRESENTATION,OWNER_VISIBLE_EVIDENCE_SHEET_REQUIRED,"Before any Presentation acceptance, Controller must directly inspect and expose an Owner-readable component/state evidence sheet. Evidence hidden only inside ZIPs/reports is insufficient acceptance workflow.",HIDDEN_SCREENSHOT_EVIDENCE_ONLY,ALL_PRESENTATION_ACCEPTANCE,OWNER_VISIBLE_EVIDENCE_SHEET_PRESENT
OD-20260914-028,P0,ACTIVE,CEP_GOVERNANCE,WORST_UNRESOLVED_FINDING_CONTROLS_VERDICT,"Top-level readiness/acceptance may never exceed the worst unresolved applicable row/finding. 'Materially addressed', 'bounded scope' or 'Controller later' cannot downgrade a blocker without direct closure evidence.",PERMISSIVE_AGGREGATION_OF_CONTRADICTORY_FINDINGS,ALL_GATES,MACHINE_CHECK_WORST_FINDING_TO_TOP_VERDICT
OD-20260914-029,P0,ACTIVE,CEP_GOVERNANCE,HISTORICAL_LOCKS_REQUIRE_CURRENT_RECONCILIATION,"Historical planning/owner-lock matrices are durable collision evidence, not current mission authority. Reconcile them with current source and Owner decisions before use; if a lock blocks the true objective, serialize the hotspot rather than invent a substitute.",BLIND_INHERITANCE_OF_HISTORICAL_LOCK_SCOPE,ALL_MISSION_DESIGN,CURRENT_COLLISION_MAP_AND_SCOPE_FEASIBILITY_PROVEN
OD-20260914-030,P0,ACTIVE,CEP_GOVERNANCE,DRIVE_AS_CANONICAL_GOVERNANCE_WORKSPACE,The sole live CEP governance/execution custody root is /Google Drive/cep_building_mgm. File Library CEP paths are retired from live operation after zero-loss migration verification.,FILE_LIBRARY_AS_LIVE_CEP_GOVERNANCE_ROOT,ALL_CONTROLLERS_WRITERS_AUDITORS,ALL_LIVE_PATHS_RESOLVE_UNDER_GOOGLE_DRIVE_ROOT
OD-20260914-031,P0,ACTIVE,CEP_GOVERNANCE,DRIVE_PATH_IN_PLACE_MAINTENANCE,"All live CURRENT_STATE, governance, Writer/Auditor inputs, outputs, Controller inboxes, accepted-successor custody and future mission paths must use the Google Drive CEP root and be maintained there in place.",LIVE_WRITES_TO_FILE_LIBRARY_CEP_ROOT,ALL_LIVE_CEP_WORK,NO_LIVE_MISSION_OR_CANONICAL_GOVERNANCE_PATH_TARGETS_FILE_LIBRARY
OD-20260914-032,P0,ACTIVE,CEP_GOVERNANCE,HISTORICAL_LIBRARY_PATHS_PROVENANCE_ONLY,"Library-era absolute CEP paths embedded in immutable historical receipts, reports or evidence are historical provenance only. They must not be rewritten when doing so would falsify what the evidence recorded, and they never authorize a current launch path.",HISTORICAL_LIBRARY_PATH_AS_CURRENT_NAVIGATION,HISTORICAL_EVIDENCE_AND_LINEAGE,CURRENT_LAUNCH_PATHS_DRIVE_ONLY__HISTORICAL_PROVENANCE_PRESERVED
OD-20260914-033,P0,ACTIVE,CEP_GOVERNANCE,ZERO_LOSS_DRIVE_MIGRATION,The CEP management tree must migrate to Google Drive with zero file loss and preserved relative structure. Retire the File Library source only after destination verification proves the moved corpus is complete; failed moves remain source-side until retried.,DELETE_SOURCE_BEFORE_DESTINATION_VERIFICATION,CEP_DRIVE_MIGRATION,SOURCE_FILE_COUNT_ZERO_AFTER_ATOMIC_MOVES_AND_DRIVE_TREE_VERIFIED
OD-20260914-034,P0,ACTIVE,CEP_GOVERNANCE,SUPPORTING_REGISTRY_AUTHORITY_CEILING,"Supporting census/manifests/stale registers/inventories/maps/pointers never create current state, accepted implementation, Owner, launch, readiness or promotion authority. Any conflict with the live authority chain is stale and must be corrected before mission launch or acceptance.",SUPPORTING_INDEX_AS_AUTHORITY,ALL_CONTROLLERS_WRITERS_AUDITORS,ONLY_CURRENT_STATE_ROW_HAS_CURRENT_STATE_AUTHORITY__NO_SUPPORTING_INDEX_CONFLICTS
OD-20260914-035,P0,ACTIVE,CEP_STACK_EXECUTION,PERSONAL_LOCAL_VALUE_FIRST_EXECUTION,"CEP is a personal/local single-owner product. Prioritize the best functional, visual and practical result on the Owner's local machine. Exact dependency/tool versions or production-grade reproducibility are not blocking by themselves; substitutions are allowed when they preserve compatibility, data integrity and equal-or-better result quality. Keep the stack as simple as practical, but admit an additional tool when it materially improves the result.",VERSION_RIGIDITY_AS_INDEPENDENT_BLOCKER,STACK_DEPENDENCIES_TOOLING_RUNTIME_EXECUTION,BLOCK_ONLY_ON_MATERIAL_FUNCTION_COMPATIBILITY_DATA_INTEGRITY_OR_QUALITY_IMPACT
OD-20260914-036,P0,ACTIVE,CEP_GOVERNANCE,EXPLICIT_LAUNCH_ADMISSION_ONLY,"No historical/superseded INPUT, START_HERE, CURRENT_AUTHORITY, AUTHORIZED, READY, launch packet, Writer prompt, correction packet, release authority or execution manifest is launchable merely because it exists or contains self-authorizing text. A mission may launch only when CURRENT_STATE explicitly authorizes the mission class and the Controller binds the exact current mission/path/parent under current governance.",SELF_AUTHORIZING_HISTORICAL_PACKET,ALL_CONTROLLERS_WRITERS_AUDITORS_AND_ALL_HISTORICAL_EXECUTION_ARTIFACTS,CURRENT_STATE_PLUS_EXACT_CONTROLLER_MISSION_BINDING_REQUIRED_BEFORE_ANY_WRITER_LAUNCH
OD-20260914-037,P0,ACTIVE,CEP_EXECUTION,ISOLATED_WRITER_CANDIDATE_AND_SEQUENTIAL_OVERLAP,A mutating Writer works only in an isolated private candidate derived from the exact Controller-approved parent and never mutates an accepted successor in place. Overlapping/shared-hotspot candidates are accepted sequentially through Controller-controlled rebase/replay/integration and full re-verification; parallel mutation never writes to one canonical working tree.,WRITER_MUTATES_ACCEPTED_SUCCESSOR_OR_OVERLAY_MERGE,ALL_MUTATING_WRITERS_AND_CONTROLLER_CONVERGENCE,EXACT_PARENT_IDENTITY__ISOLATED_CANDIDATE__NO_ACCEPTED_MUTATION__SEQUENTIAL_OVERLAP_REPLAY
OD-20260915-038,P0,ACTIVE,CEP_BROWSER_VISUAL_EVIDENCE,VISUAL_CAPTURE_RECOVERY_AND_FRESH_EVIDENCE,"CEP visual/browser evidence must treat local-process reachability, browser process launch, browser URL navigation, rendering, screenshot creation, and actual image inspection as separate capabilities. Before declaring visual capture blocked, use the bounded local/offline recovery ladder, including explicit executable paths, navigation-independent exact-current-candidate rendering where provenance is exact, validated offline browser packages, standalone Chrome Headless Shell after full-Chrome container failure, and other already-available compatible engines as applicable. Do not modify product architecture merely to obtain screenshots, and never relabel historical screenshots as fresh current-candidate evidence.",FIRST_BROWSER_OR_NAVIGATION_FAILURE_EQUALS_FINAL_VISUAL_BLOCKER,ALL_CEP_BROWSER_VISUAL_GOLDEN_AND_COMPONENT_EVIDENCE,CAPABILITY_SEPARATION__BOUNDED_RECOVERY_LADDER__EXACT_CURRENT_CANDIDATE_PROVENANCE__FRESH_SCREENSHOTS__ACTUAL_IMAGE_INSPECTION
OD-20260915-039,P0,ACTIVE,CEP_PARALLEL_EXECUTION,MAX_SAFE_PARALLEL_WITH_GROUPED_CONVERGENCE_AUDIT,"Launch the maximum number of genuinely independent isolated Writers from the same exact accepted parent when the dependency/collision graph permits; do not artificially serialize Writer execution merely because review or acceptance will be batched. Partition convergence and independent review into coherent bounded groups based on shared owners/hotspots when scale warrants it. Each grouped audit must still adjudicate every candidate/delta explicitly; convergence may replay only Controller-approved deltas; each converged group requires independent post-convergence verification, followed by final integrated cross-group regression/audit.",SINGLE_MONOLITHIC_CONVERGENCE_OR_ARTIFICIAL_WRITER_BATCHING,ALL_MULTI_WRITER_FOUNDATION_AND_PRESENTATION_EXECUTION,EXACT_DEPENDENCY_DAG__MAX_SAFE_PARALLEL_LAUNCH__GROUP_SCOPES__CANDIDATE_AUDIT__APPROVED_DELTA_REPLAY__POST_CONVERGENCE_AUDIT__FINAL_INTEGRATED_REGRESSION
OD-20260916-042,P0,ACTIVE,CEP_EXECUTION,HEAVY_CHAT_RESUMABLE_CHECKPOINT,"Any substantial CEP Heavy Chat must, on explicit Owner checkpoint request, materialize a self-contained source-bound continuity package that preserves the exact coherent working candidate, hashes, applied-change/finding/phase ledgers, evidence index, revalidation/invalidation map, input consumption, Owner-decision progress and exact resume instructions so a fresh chat can continue from verified work without reconstructing chat history or blindly redoing completed work. The checkpoint never overrides newer live authority and stale proof must be rerun only when invalidated by subsequent source/state changes or by mandatory final integrated gates.",CHAT_ONLY_CONTINUITY_OR_RESTART_FROM_PARENT_AFTER_SESSION_LOSS,ALL_SUBSTANTIAL_CEP_HEAVY_EXECUTION_CHATS,EXACT_WORKING_CANDIDATE_HASH__COMPLETE_CHECKPOINT_LEDGER__REVALIDATION_MAP__RESUME_FROM_FIRST_INCOMPLETE_VALID_STEP__NO_BLIND_REDO__LIVE_AUTHORITY_REFRESH_FIRST
OD-20260916-043,P0,ACTIVE,CEP_PARALLEL_EXECUTION,VALUE_WEIGHTED_PARALLELISM,"Optimize CEP parallel execution for maximum useful/value-weighted parallelism, not maximum Writer count. Choose the smallest number of coherent independent execution lanes that minimizes time-to-accepted-result while preserving quality, scope isolation and safe collision control. Do not fragment coherent work into many tiny Writers when fewer Writers or Controller-owned bounded execution achieves equal or better throughput. Use expected work size/duration, dependency/collision DAG, review/integration overhead and evidence burden to choose lane count.",WRITER_COUNT_AS_PRIMARY_OPTIMIZATION__OVERLY_LITERAL_OD_20260915_039_INTERPRETATION,ALL_CEP_PARALLEL_EXECUTION,VALUE_WEIGHTED_DAG__NO_GRATUITOUS_FRAGMENTATION__TIME_TO_ACCEPTED_RESULT__REVIEW_OVERHEAD_ACCOUNTED
OD-20260916-045,P0,ACTIVE,CEP_GOVERNANCE,TECHNICAL_SOURCE_RESOLUTION_ZERO_LOSS,"For CEP runtime/persistence/local-or-OS bridge/terminal/native-window/dependency/deferred-capability questions, a Controller must resolve current authority first, then read the canonical durable technical reference and lessons/dependency ledger, reconcile them against the exact current accepted source and live Owner decisions, and consult archived working memory or exact historical wave evidence only for missing provenance/rationale. Summary inventories, package dependency lists, enhancement backlogs, filenames, cross-project choices, or historical status lines are never sufficient by themselves to classify a technology/capability as selected, rejected, required, deferred, implemented, or obsolete. Every applicable future readiness/mission must preserve a zero-loss disposition of role, owner, implementation state, proof gate, deferral reason, target consumer and platform-proof requirement.",SUMMARY_OR_INVENTORY_ONLY_TECHNICAL_ADJUDICATION__CROSS_PROJECT_OR_STALE_STATUS_INFERENCE,ALL_CONTROLLERS__SURFACE_READINESS__STACK_RUNTIME_PERSISTENCE_BRIDGE_TERMINAL_NATIVE_CAPABILITY_ADJUDICATION,LIVE_AUTHORITY_FIRST__DURABLE_TECH_REFERENCE_READ__LESSONS_LEDGER_READ__ACCEPTED_SOURCE_RECONCILED__ZERO_LOSS_CAPABILITY_DISPOSITION__NO_SUMMARY_ONLY_CLASSIFICATION
