index,decision_id,priority,status,scope,family,decision,supersedes,source,applies_to,verification,notes
10,OWNER-20260910-011,P0,ACTIVE,ALL_SURFACES,GLOBAL_LAYOUT_SLOT_CONSTITUTION,"Provide executable universal layout/slot templates. Shared pane/toolbar/context/action surfaces keep the same layout grammar, design language, placement grammar and interaction model; surfaces change domain content/actions only.",Surface-local layout invention.,CURRENT_DIRECT_OWNER_2026_09_10,RESOLVE_BY_PROFILE_AND_SEMANTICS,ZERO_LOSS_DISPOSITION_REQUIRED,Exact rule recovered from OWNER_CURRENT_RULES.json; newer direct Owner decision wins.
11,OWNER-20260910-012,P0,ACTIVE,WORKSPACE_PANES,PANE_SYSTEM_UNIFICATION,"LEFT/RIGHT side panes, TOP region and BOTTOM shelf use shared pane/region mechanics. Internal pane close/collapse controls are distinct from external edge reveal/toggle controls. Resize/responsive/preferred-vs-effective behavior is shared.",Independent pane mechanics and ambiguous reopen controls.,CURRENT_DIRECT_OWNER_2026_09_10,RESOLVE_BY_PROFILE_AND_SEMANTICS,ZERO_LOSS_DISPOSITION_REQUIRED,"Exact rule recovered from OWNER_CURRENT_RULES.json; newer direct Owner decision wins. Owner QA 2026-09-17 observed Runs Structure-pane presentation/resize-collapse divergence from Library/shared pane behavior. This is an active parity defect for the new deep-audit wave, not permission for a Runs-local pane fork."
12,OWNER-20260910-013,P0,ACTIVE,TOOLBARS,TOOLBAR_TEMPLATE_UNIFICATION,"Use one toolbar template/grammar with stable universal action slots, common behavior/location and customizable composition. Domain actions bind into slots instead of redefining toolbar layout.",Different toolbar grammar/placement per surface.,CURRENT_DIRECT_OWNER_2026_09_10,RESOLVE_BY_PROFILE_AND_SEMANTICS,ZERO_LOSS_DISPOSITION_REQUIRED,Exact rule recovered from OWNER_CURRENT_RULES.json; newer direct Owner decision wins.
13,OWNER-20260910-014,P0,ACTIVE,ACTIONS_TRANSIENTS,ACTION_SURFACE_REUSE,"Command Palette, Context Action Menu, Selection Action Surface and similar reusable action containers use common executable templates; only command groups/capability bindings change.",Independent menus/palettes per surface.,CURRENT_DIRECT_OWNER_2026_09_10,RESOLVE_BY_PROFILE_AND_SEMANTICS,ZERO_LOSS_DISPOSITION_REQUIRED,Exact rule recovered from OWNER_CURRENT_RULES.json; newer direct Owner decision wins.
14,OWNER-20260910-015,P0,ACTIVE,INTERACTION,MULTI_ROUTE_REVERSIBILITY,"Keyboard is one route, not the only route. Reversible/transient UI requires multiple appropriate reverse/dismiss routes; persistent panes must not disappear merely from focus loss.",Escape-only or keyboard-only exit behavior.,CURRENT_DIRECT_OWNER_2026_09_10,RESOLVE_BY_PROFILE_AND_SEMANTICS,ZERO_LOSS_DISPOSITION_REQUIRED,Exact rule recovered from OWNER_CURRENT_RULES.json; newer direct Owner decision wins.
15,OWNER-20260910-016,P0,ACTIVE,LEARN,MAX_LIBRARY_INHERITANCE,Learn should feel like the Library-grade workbench/editor with learning-specific journey/practice/assessment/lab/progress/recommendation additions; do not resurrect the old consumption-only/no-authoring CENTER restriction.,Old Learn no-authoring CENTER / read-only-first authority.,CURRENT_DIRECT_OWNER_2026_09_10,RESOLVE_BY_PROFILE_AND_SEMANTICS,ZERO_LOSS_DISPOSITION_REQUIRED,Exact rule recovered from OWNER_CURRENT_RULES.json; newer direct Owner decision wins.
16,OWNER-20260910-017,P0,ACTIVE,W03_RUNTIME,INTERNAL_SIMULATION_DEFAULT,W03 default is InternalSimulationAdapter. Container/VM/remote/real-device are optional adapters. Simulated terminal commands operate simulation state; PowerShell/WSL/PTy are not default W03 requirements.,Host-shell-first terminal interpretation.,CURRENT_DIRECT_OWNER_2026_09_10,RESOLVE_BY_PROFILE_AND_SEMANTICS,ZERO_LOSS_DISPOSITION_REQUIRED,Exact rule recovered from OWNER_CURRENT_RULES.json; newer direct Owner decision wins. Current clarification: OD-20260917-049/050 does not change InternalSimulationAdapter as the W03 simulation default; it adds a parallel real-terminal capability before stack freeze and removes security-motivated restrictions on terminal/provider choice.
17,OWNER-20260910-018,P1,ACTIVE,STACK_PROOF,TECHNOLOGY_MUST_EARN_ADMISSION,Vue/TypeScript/Vite/Vue Flow/Electron/Tauri/Python bridge/SQLite/xterm.js are candidates or specialized tools only; no final stack freeze before measured proof.,Historical-stack preservation by inertia.,CURRENT_DIRECT_OWNER_2026_09_10,RESOLVE_BY_PROFILE_AND_SEMANTICS,ZERO_LOSS_DISPOSITION_REQUIRED,Exact rule recovered from OWNER_CURRENT_RULES.json; newer direct Owner decision wins. The xterm.js candidate/open-status clause is superseded by OD-20260917-049; the general measured-admission rule remains ACTIVE for other technologies.
18,OWNER-20260910-019,P0,ACTIVE,WORK_OUTPUT,EXECUTABLE_NOT_PROSE_ONLY,"Foundation outputs must be executable/reusable components/templates/cores plus machine-readable contracts and tests, not merely guidelines or reference prose.",Documentation-only design system.,CURRENT_DIRECT_OWNER_2026_09_10,RESOLVE_BY_PROFILE_AND_SEMANTICS,ZERO_LOSS_DISPOSITION_REQUIRED,Exact rule recovered from OWNER_CURRENT_RULES.json; newer direct Owner decision wins.
19,OWNER-20260910-020,P0,ACTIVE,GOVERNANCE,MINIMIZE_WRITER_DISCRETION,"Foundation and surface contracts should constrain future Writers so generic design/interaction choices are inherited, not reinvented. Deviations require explicit justification.",Writer-local design discretion for shared mechanics.,CURRENT_DIRECT_OWNER_2026_09_10,RESOLVE_BY_PROFILE_AND_SEMANTICS,ZERO_LOSS_DISPOSITION_REQUIRED,Exact rule recovered from OWNER_CURRENT_RULES.json; newer direct Owner decision wins.
20,OE-001,P0,ACTIVE_PLATFORM_GATED,GLOBAL,ACTIVE_INPUT_DIRECTION,Empty block/note initial direction follows active OS keyboard hint through InputDirectionResolver with truthful fallback; explicit persisted block direction wins.,,OWNER_ENHANCEMENT_PLACEMENT_MAP.csv,Structured documents; Notes; mixed-script forms,RTL/LTR/unknown bridge states + real consumers; never infer domain language.,Owner interactive QA 2026-09-17 observed active keyboard/input-language hint not driving empty/new-block direction/indicator in the tested Windows runtime. OE-001 remains open; current runtime evidence is insufficient for acceptance.
21,OE-002,P0,ACTIVE,GLOBAL,UI_SCALE,"Central UI Scale applies to chrome/panes/controls/spacing/typography and stays separate from document/canvas zoom, density and responsive breakpoints.",,OWNER_ENHANCEMENT_PLACEMENT_MAP.csv,All 23 profiles,0.8/1/2 visual+geometry propagation; no surface-local scale variables.,
22,OE-003,P0,ACTIVE,GLOBAL,GROUPED_SETTINGS,"Grouped Preferences/Settings/Commands/Editor Shortcuts/Shortcuts use one-open disclosure, search, keyboard navigation and applicability-filtered sections.",,OWNER_ENHANCEMENT_PLACEMENT_MAP.csv,All 23 profiles,Single-open/search/keyboard/applicability/focus return.,"Owner interactive QA 2026-09-17 observed an open Settings disclosure group not closing on re-click despite the canonical one-open/self-close policy; current styling/hierarchy was also rejected for redesign. Treat as runtime/presentation regression, not a change to the grouping concept."
23,OE-004,P0,ACTIVE_PLATFORM_GATED,GLOBAL,STICKY_NOTES,"Sticky Notes use shared StickyNoteWindowOwner: internal scroll, all-edge/corner resize, reachable toolbar, responsive bounds, z-order, pin intent, separate-window control; OS always-on-top only where a real platform capability proves it.",,OWNER_ENHANCEMENT_PLACEMENT_MAP.csv,All note-capable profiles,Library + non-Library lifecycle; close/hide != delete; no donor-local duplicate.,"Owner interactive QA 2026-09-17 observed missing/insufficient internal vertical scroll, note-content vertical responsiveness under resize, active-note z-order behavior, and insertion-gutter geometry. Sticky full-editor parity/always-editable semantics are now governed by OD-20260917-051; object-only separate-window interpretation is superseded by OD-20260917-052."
24,OE-005,P0,ACTIVE,GLOBAL,SHORTCUT_VISIBILITY_VS_EXECUTION,Shortcut panel visibility is independent from shortcut execution eligibility; editor-owned input suppresses appropriate global execution and IME is never intercepted.,,OWNER_ENHANCEMENT_PLACEMENT_MAP.csv,All keyboard surfaces,Move focus while panel remains visible; execution suppressed correctly; IME proof.,
25,OD-20260914-001,P0,ACTIVE,CEP_PORTFOLIO,LIBRARY_AS_DONOR_CONSUMER_ORACLE,"Library is a normal consumer plus donor/regression oracle; generic improvements must be implemented centrally and propagate to every applicable surface, not patched Library-only.",,CURRENT_DIRECT_OWNER_2026_09_14,RESOLVE_BY_SCOPE,CONTROLLER_ZERO_LOSS_EVIDENCE,
26,OD-20260914-002,P0,ACTIVE,CEP_PORTFOLIO,REUSE_INCLUDES_PRESENTATION,"Reuse means Presentation + Behavior + Interaction + Functionality, not semantics alone. Writers must not locally reinvent any shared dimension.",,CURRENT_DIRECT_OWNER_2026_09_14,RESOLVE_BY_SCOPE,CONTROLLER_ZERO_LOSS_EVIDENCE,
27,OD-20260914-003,P0,ACTIVE,CEP_PORTFOLIO,RESULT_FIRST_ACCEPTANCE,"Acceptance is based on the actual visible and interactable result: appearance, interaction, functionality, responsive behavior, Bidi/accessibility and truthful state/data.",,CURRENT_DIRECT_OWNER_2026_09_14,RESOLVE_BY_SCOPE,CONTROLLER_ZERO_LOSS_EVIDENCE,
28,OD-20260914-004,P0,ACTIVE,CEP_PORTFOLIO,ALL_COMPONENTS_MATERIAL,"Every material component counts, including small controls, icons/affordances, tree items, menus, toolbars, content chrome, states, transients and panes.",,CURRENT_DIRECT_OWNER_2026_09_14,RESOLVE_BY_SCOPE,CONTROLLER_ZERO_LOSS_EVIDENCE,
29,OD-20260914-005,P0,ACTIVE,CEP_PORTFOLIO,CONTROLLER_ACCOUNTABILITY,"Controller is accountable for mission design, scope isolation, falsification, convergence and acceptance. Writer PASS never transfers that responsibility.",,CURRENT_DIRECT_OWNER_2026_09_14,RESOLVE_BY_SCOPE,CONTROLLER_ZERO_LOSS_EVIDENCE,
30,OD-20260914-006,P0,ACTIVE,CEP_PORTFOLIO,MANDATORY_REVIEW_CHAIN,Mandatory review chain: Writer → Independent Audit → exact source/scope audit → Browser/Runtime comparison → Owner-Decisions audit → Reuse/duplicate-owner audit → data/provider truth audit → integrated regression → Acceptance/Correction.,,CURRENT_DIRECT_OWNER_2026_09_14,RESOLVE_BY_SCOPE,CONTROLLER_ZERO_LOSS_EVIDENCE,
31,OD-20260914-007,P0,ACTIVE,CEP_PORTFOLIO,OWNER_DECISION_ZERO_LOSS,Every Owner decision and applicable enhancement must have explicit zero-loss disposition. Long chats or missing Writer mentions may never erase a decision.,,CURRENT_DIRECT_OWNER_2026_09_14,RESOLVE_BY_SCOPE,CONTROLLER_ZERO_LOSS_EVIDENCE,
32,OD-20260914-008,P0,ACTIVE,CEP_PORTFOLIO,STATIC_INSTRUCTIONS_LIVE_POINTERS,"ChatGPT Project static instructions must use stable live pointers/read sets and must not hardcode changing epochs, hashes, active missions or readiness counts.",,CURRENT_DIRECT_OWNER_2026_09_14,RESOLVE_BY_SCOPE,CONTROLLER_ZERO_LOSS_EVIDENCE,
33,OD-20260914-009,P0,ACTIVE,CEP_PORTFOLIO,PER_RESPONSE_LIVE_REFRESH,Every substantive CEP Controller response must refresh the live governance/current-state set and applicable Owner decisions instead of relying on chat memory.,,CURRENT_DIRECT_OWNER_2026_09_14,RESOLVE_BY_SCOPE,CONTROLLER_ZERO_LOSS_EVIDENCE,
34,OD-20260914-010,P0,ACTIVE,CEP_PORTFOLIO,CONTENT_AWARE_GOVERNANCE_CENSUS,"Before classifying, modifying, archiving or deleting governance artifacts, inspect their content recursively where material; never infer authority/value from filenames alone.",,CURRENT_DIRECT_OWNER_2026_09_14,RESOLVE_BY_SCOPE,CONTROLLER_ZERO_LOSS_EVIDENCE,
35,OD-20260914-011,P0,ACTIVE,CEP_PORTFOLIO,DURABLE_VALUE_FROM_HISTORICAL_STATE,"Historical files may contain durable laws, lessons and accepted-value evidence. Distill useful knowledge while preventing historical state from becoming current authority.",,CURRENT_DIRECT_OWNER_2026_09_14,RESOLVE_BY_SCOPE,CONTROLLER_ZERO_LOSS_EVIDENCE,
36,OD-20260914-012,P0,ACTIVE,CEP_PORTFOLIO,WRITER_CONSTRAINED_ASSEMBLER,"Future Writers should receive small bounded tasks and mostly compose/configure/bind/test prebuilt reusable owners; generic design/behavior/presentation invention belongs in Foundation correction, not Surface Writer discretion.",,CURRENT_DIRECT_OWNER_2026_09_14,RESOLVE_BY_SCOPE,CONTROLLER_ZERO_LOSS_EVIDENCE,
37,OD-20260914-013,P0,ACTIVE,CEP_PORTFOLIO,COMPONENT_BY_COMPONENT_ORACLE_COMPARISON,"Where applicable, compare reused components step-by-step against current Owner decisions and accepted runtime/donor value across presentation, behavior, interaction, responsive states and accessibility—not only broad screenshots.",,CURRENT_DIRECT_OWNER_2026_09_14,RESOLVE_BY_SCOPE,CONTROLLER_ZERO_LOSS_EVIDENCE,
38,OD-20260914-014,P0,ACTIVE,CEP_PORTFOLIO,GOVERNANCE_ROOT_ROLE,"`/Google Drive/cep_building_mgm` is the durable CEP governance/control workspace and should contain the live pointers, Controller operating rules, decision indices, evidence maps, review protocols and execution custody needed to reconstruct state without chat memory.",,CURRENT_DIRECT_OWNER_2026_09_14,RESOLVE_BY_SCOPE,CONTROLLER_ZERO_LOSS_EVIDENCE,
39,OD-20260914-015,P0,ACTIVE,CEP_GOVERNANCE,SINGLE_LIVE_CURRENT_STATE_IN_PLACE,CEP live project/control truth must reside in one stable `/Google Drive/cep_building_mgm/00_CONTROLLER/CURRENT_STATE.md` file updated in place. Do not create new version-numbered CURRENT_CONTROL files for ordinary progression; existing versions are historical lineage only.,VERSIONED_LIVE_CURRENT_CONTROL_PROLIFERATION,CURRENT_DIRECT_OWNER_2026_09_14,ALL_CONTROLLERS,CURRENT_STATE_STABLE_PATH_AND_NO_NEW_VERSIONED_LIVE_CONTROL,
40,OD-20260914-016,P0,ACTIVE,CEP_GOVERNANCE,CONTROLLER_LIVE_STATE_MAINTENANCE_DUTY,"Any Controller that materially changes or newly establishes mission/stage, Writer/Auditor status, blockers, accepted authority, readiness/build authorization, stack/release state or next authorized action must update CURRENT_STATE.md in the same task before replying, then re-read it from Google Drive.",,CURRENT_DIRECT_OWNER_2026_09_14,ALL_CONTROLLERS,STATE_CHANGE_IMPLIES_IN_PLACE_WRITE_AND_READBACK,
41,OD-20260914-017,P0,ACTIVE,CEP_GOVERNANCE,CANONICAL_GOVERNANCE_IN_PLACE_AND_CONSOLIDATED,"Canonical governance files use stable names and in-place updates. New governance files are admitted only for a genuinely distinct semantic/machine-readable role. Overlapping governance documents must be read, zero-loss distilled into the canonical file, and archived rather than proliferated.",CREATE_NEW_VERSION_ON_EVERY_GOVERNANCE_SUPERSESSION,CURRENT_DIRECT_OWNER_2026_09_14,ALL_GOVERNANCE_FILES,NO_DUPLICATE_LIVE_GOVERNANCE_ROLE_AND_ARCHIVE_AFTER_DISTILLATION,
42,OD-20260914-018,P0,ACTIVE,CEP_GOVERNANCE,STATIC_INSTRUCTIONS_MAXIMUM_CONTINUITY,"Project static instructions must force every substantive Controller response to refresh CURRENT_STATE, canonical governance, applicable Owner decisions and exact task sources; they must be strong enough that a new or long-running Controller does not depend on chat memory or miss a material rule hidden in scattered files.",,CURRENT_DIRECT_OWNER_2026_09_14,ALL_CONTROLLERS,STATIC_INSTRUCTIONS_READ_SET_AND_CLOSEOUT_ENFORCEMENT,
43,OD-20260914-019,P0,ACTIVE,CEP_PRESENTATION,OWNER_VISUAL_REJECTION_OVERRIDES_LOWER_PASS,Direct Owner visual rejection of a Presentation result immediately invalidates lower Writer/Auditor Presentation PASS/READY tokens for that result and blocks convergence/promotion until corrected and re-proven.,LOWER_PRESENTATION_PASS_AFTER_OWNER_REJECTION,CURRENT_DIRECT_OWNER_2026_09_14,ALL_PRESENTATION_ACCEPTANCE,OWNER_REJECTION_RECORDED_AND_CURRENT_STATE_BLOCKED,Applies immediately to E19 visual rejection.
44,OD-20260914-020,P0,ACTIVE,CEP_PRESENTATION,REAL_CONSUMER_REQUIRED_FOR_PRESENTATION_REUSE,"Fixture/demo/synthetic consumers may support testing but never satisfy real-consumer Presentation reuse, donor parity, second-consumer or cutover acceptance.",FIXTURE_AS_REAL_CONSUMER_PROOF,CURRENT_DIRECT_OWNER_2026_09_14,ALL_REUSE_PARITY_CLAIMS,REAL_LIBRARY_AND_REAL_NON_LIBRARY_CALL_PATHS_PROVEN,
45,OD-20260914-021,P0,ACTIVE,CEP_PRESENTATION,EXTRACTION_NOT_PARALLEL_REIMPLEMENTATION,"For accepted donor generic Presentation, reuse means extract/refactor actual accepted value into the canonical owner and rebind the donor; building a parallel simplified/lookalike implementation is not extraction.",PARALLEL_LOOKALIKE_AS_REUSE,CURRENT_DIRECT_OWNER_2026_09_14,DONOR_DERIVED_GENERIC_PRESENTATION,DONOR_SOURCE_TO_OWNER_TO_REAL_CONSUMERS_CUTOVER_CHAIN,
46,OD-20260914-022,P0,ACTIVE,CEP_PRESENTATION,DONOR_FLOOR_HARD_FAIL,"For each applicable component/state not explicitly superseded, accepted donor value is the minimum quality/value floor. Materially weaker/thin/partial/unproven Presentation is a blocking failure.",WEAKER_PRESENTATION_ALLOWED_BY_BOUNDED_SCOPE,CURRENT_DIRECT_OWNER_2026_09_14,DONOR_APPLICABLE_COMPONENTS,STATE_VIEWPORT_MATCHED_COMPONENT_VERDICT,
47,OD-20260914-023,P0,ACTIVE,CEP_GOVERNANCE,WRITER_SCOPE_MUST_PERMIT_TRUE_EXTRACTION,Controller must grant/serialize the real source seams needed to achieve an extraction mission. It is forbidden to prohibit the true donor/runtime seam and accept a fixture/parallel substitute instead.,COLLISION_AVOIDANCE_BY_FALSE_SUBSTITUTE,CURRENT_DIRECT_OWNER_2026_09_14,ALL_EXTRACTION_MISSIONS,WRITE_SCOPE_OBJECTIVE_FEASIBILITY_CHECK,
48,OD-20260914-024,P0,ACTIVE,CEP_PRESENTATION,STATE_VIEWPORT_MATCHED_COMPONENT_PROOF,"Presentation acceptance requires component-by-component donor-vs-candidate proof on real consumer paths at matching states and viewports, including 1440 and approximately 1024 where applicable.",BROAD_SCREENSHOT_OR_ASSERTION_ONLY_PARITY,CURRENT_DIRECT_OWNER_2026_09_14,ALL_PRESENTATION_ACCEPTANCE,COMPONENT_STATE_VIEWPORT_MATRIX_COMPLETE,
49,OD-20260914-025,P0,ACTIVE,CEP_GOVERNANCE,AUDIT_CONTRADICTION_HARD_STOP,Any unresolved BLOCKING/QUALITY_BLOCKER/MISSING_SHARED_FOUNDATION/PARTIAL_FOUNDATION/materially weaker/thin/not donor-grade/not zero-loss/unproven applicable finding forbids PASS/READY/convergence until directly resolved or explicitly superseded by Owner.,TOP_LEVEL_PASS_DESPITE_WORSE_CHILD_FINDING,CURRENT_DIRECT_OWNER_2026_09_14,ALL_AUDITS_AND_CONTROLLER_REVIEWS,TOP_LEVEL_VERDICT_EQUALS_WORST_UNRESOLVED_APPLICABLE_FINDING,
50,OD-20260914-026,P0,ACTIVE,E19,REJECTED_E19_PRESENTATION_NO_CONVERGENCE,E19 A/B/C/D Presentation candidates and E19_PARALLEL_LANES_READY_FOR_CONTROLLER_CONVERGENCE are rejected for Presentation acceptance by Owner visual review. Do not execute Lane F convergence. Salvage only independently adjudicated subordinate value.,E19_READY_FOR_CONVERGENCE_PRESENTATION_VERDICT,CURRENT_DIRECT_OWNER_2026_09_14,E19_A_B_C_D_E_F,NO_F_CONVERGENCE__CURRENT_STATE_REJECTED,
51,OD-20260914-027,P0,ACTIVE,CEP_PRESENTATION,OWNER_VISIBLE_EVIDENCE_SHEET_REQUIRED,"Before any Presentation acceptance, Controller must directly inspect and expose an Owner-readable component/state evidence sheet. Evidence hidden only inside ZIPs/reports is insufficient acceptance workflow.",HIDDEN_SCREENSHOT_EVIDENCE_ONLY,CURRENT_DIRECT_OWNER_2026_09_14,ALL_PRESENTATION_ACCEPTANCE,OWNER_VISIBLE_EVIDENCE_SHEET_PRESENT,
52,OD-20260914-028,P0,ACTIVE,CEP_GOVERNANCE,WORST_UNRESOLVED_FINDING_CONTROLS_VERDICT,"Top-level readiness/acceptance may never exceed the worst unresolved applicable row/finding. 'Materially addressed', 'bounded scope' or 'Controller later' cannot downgrade a blocker without direct closure evidence.",PERMISSIVE_AGGREGATION_OF_CONTRADICTORY_FINDINGS,CURRENT_DIRECT_OWNER_2026_09_14,ALL_GATES,MACHINE_CHECK_WORST_FINDING_TO_TOP_VERDICT,
53,OD-20260914-029,P0,ACTIVE,CEP_GOVERNANCE,HISTORICAL_LOCKS_REQUIRE_CURRENT_RECONCILIATION,"Historical planning/owner-lock matrices are durable collision evidence, not current mission authority. Reconcile them with current source and Owner decisions before use; if a lock blocks the true objective, serialize the hotspot rather than invent a substitute.",BLIND_INHERITANCE_OF_HISTORICAL_LOCK_SCOPE,CURRENT_DIRECT_OWNER_2026_09_14,ALL_MISSION_DESIGN,CURRENT_COLLISION_MAP_AND_SCOPE_FEASIBILITY_PROVEN,
54,OD-20260914-030,P0,ACTIVE,CEP_GOVERNANCE,DRIVE_AS_CANONICAL_GOVERNANCE_WORKSPACE,The sole live CEP governance/execution custody root is /Google Drive/cep_building_mgm. File Library CEP paths are retired from live operation after zero-loss migration verification.,FILE_LIBRARY_AS_LIVE_CEP_GOVERNANCE_ROOT,CURRENT_DIRECT_OWNER_2026_09_14,ALL_CONTROLLERS_WRITERS_AUDITORS,ALL_LIVE_PATHS_RESOLVE_UNDER_GOOGLE_DRIVE_ROOT,Historical Library-era paths in immutable evidence remain provenance only.
55,OD-20260914-031,P0,ACTIVE,CEP_GOVERNANCE,DRIVE_PATH_IN_PLACE_MAINTENANCE,"All live CURRENT_STATE, governance, Writer/Auditor inputs, outputs, Controller inboxes, accepted-successor custody and future mission paths must use the Google Drive CEP root and be maintained there in place.",LIVE_WRITES_TO_FILE_LIBRARY_CEP_ROOT,CURRENT_DIRECT_OWNER_2026_09_14,ALL_LIVE_CEP_WORK,NO_LIVE_MISSION_OR_CANONICAL_GOVERNANCE_PATH_TARGETS_FILE_LIBRARY,
56,OD-20260914-032,P0,ACTIVE,CEP_GOVERNANCE,HISTORICAL_LIBRARY_PATHS_PROVENANCE_ONLY,"Library-era absolute CEP paths embedded in immutable historical receipts, reports or evidence are historical provenance only. They must not be rewritten when doing so would falsify what the evidence recorded, and they never authorize a current launch path.",HISTORICAL_LIBRARY_PATH_AS_CURRENT_NAVIGATION,CURRENT_DIRECT_OWNER_2026_09_14,HISTORICAL_EVIDENCE_AND_LINEAGE,CURRENT_LAUNCH_PATHS_DRIVE_ONLY__HISTORICAL_PROVENANCE_PRESERVED,
57,OD-20260914-033,P0,ACTIVE,CEP_GOVERNANCE,ZERO_LOSS_DRIVE_MIGRATION,The CEP management tree must migrate to Google Drive with zero file loss and preserved relative structure. Retire the File Library source only after destination verification proves the moved corpus is complete; failed moves remain source-side until retried.,DELETE_SOURCE_BEFORE_DESTINATION_VERIFICATION,CURRENT_DIRECT_OWNER_2026_09_14,CEP_DRIVE_MIGRATION,SOURCE_FILE_COUNT_ZERO_AFTER_ATOMIC_MOVES_AND_DRIVE_TREE_VERIFIED,
